"","Row.names","baseMean","avg_logFC","p_val","p_val_adj","pct.1","pct.2","L","M","S","UV","pctL","pctM","pctS","pctUV"
"zgc:92818","zgc:92818",2.38334713374081,0.284499429620645,0.00442244912358892,1,0.5,0.279,3.71001332204097,2.13523503632114,2.09872268533307,1.58941749126806,50.0314663310258,27.906976744186,35.3658536585366,25
"ppa1a","ppa1a",1.88560655608864,0.273429882459446,0.00444996409897262,1,0.432,0.202,2.87009620133134,1.277217906404,2.28240348377412,1.11270863284509,43.1718061674009,20.1550387596899,30.4878048780488,15
"cnga1","cnga1",5.09781648696678,-0.01113472364724,0.00481188015332638,1,0.39,0.364,3.45431202712217,4.84565019638571,5.01491618275962,7.07638754159964,38.9553178099434,36.4341085271318,40.2439024390244,60
"ormdl1","ormdl1",1.75503415958935,-0.0570444510715449,0.00543219892965966,1,0.243,0.302,1.28841361278143,2.13119954149232,1.37987254005553,2.22065094402814,24.2920075519194,30.2325581395349,19.5121951219512,30
"rps19","rps19",11.9371337823705,0.0249140584132406,0.00571975767408056,1,0.811,0.76,9.04771286073859,10.9279851144861,13.0561384534372,14.7166987008202,81.1202013845186,75.968992248062,86.5853658536585,80
"si:ch211-235e9.8","si:ch211-235e9.8",1.79246978772944,-0.089267657165262,0.00582795210428417,1,0.187,0.318,0.953517064620111,2.04732415540481,1.77866263076088,2.39037530013195,18.6910006293266,31.7829457364341,28.0487804878049,30
"si:dkeyp-72e1.9","si:dkeyp-72e1.9",1.37481036389745,-0.107971130634676,0.0058646052814027,1,0.189,0.264,0.91824220158674,1.87235510552568,1.34507512931677,1.3635690191606,18.8797986154814,26.3565891472868,20.7317073170732,10
"cngb3.1","cngb3.1",2.0473803450435,0.298488053528438,0.00605950505216989,1,0.43,0.271,3.81131143415457,1.9519706503792,2.14698768994351,0.279251605696733,42.9830081812461,27.1317829457364,29.2682926829268,5
"cdc14aa","cdc14aa",1.59846667906205,-0.0546330681813498,0.00616988716962807,1,0.25,0.31,1.28124125679724,1.863078028244,1.21801477167425,2.03153265953272,25.0471994965387,31.0077519379845,25.609756097561,35
"nkap","nkap",2.17079624881659,-0.0286317736994955,0.00626595485082722,1,0.378,0.372,2.11186677294137,3.08897638821644,1.64540750787485,1.83693432623368,37.8225298930145,37.2093023255814,25.609756097561,25
"nme2a","nme2a",17.4582701204653,0.379069704556369,0.00647919100375772,1,0.912,0.822,16.6709590011346,12.6528010824146,18.9521567551501,21.557163643162,91.1894273127753,82.1705426356589,91.4634146341463,95
"cfl1","cfl1",4.42967533559169,-0.0355648863689212,0.0068413372258925,1,0.448,0.488,3.07681976934686,4.15741287805862,4.79989970232981,5.68456899263146,44.8080553807426,48.8372093023256,48.780487804878,60
"pcbp2","pcbp2",2.27665093958739,-0.0418611756095132,0.00736073407506666,1,0.303,0.326,1.59043221768683,2.3907622059688,1.823904049703,3.30150528499092,30.3335431088735,32.5581395348837,31.7073170731707,45
"agpat3","agpat3",4.98635106085272,-0.0167764954560005,0.00747862041147509,1,0.536,0.55,3.89019929536926,5.281624639388,4.1812638733646,6.59231643528904,53.5556954059157,55.0387596899225,50,60
"icn","icn",1.90706139179418,-0.0343787483908312,0.00804464004512713,1,0.325,0.38,1.99825734878271,2.62672430060303,1.91801828449558,1.08524563329541,32.5361862806797,37.984496124031,32.9268292682927,20
"mdh1aa","mdh1aa",5.41780252922717,0.00878943571970014,0.00818750576802818,1,0.64,0.674,5.23718215808462,6.47562588034858,5.08106561032463,4.87733646815084,64.0025173064821,67.4418604651163,56.0975609756098,50
"ndufa1","ndufa1",4.54771559884945,0.280953582620202,0.00840375098647861,1,0.639,0.457,5.30310758502927,3.50572772473755,5.1664076124615,4.21561947316948,63.9395846444305,45.7364341085271,64.6341463414634,45
"rps15a","rps15a",9.96186909156496,0.0317115048823808,0.00882642789488219,1,0.759,0.775,7.41223832704017,9.0431046832723,10.4406277271619,12.9515056287854,75.8967904342354,77.5193798449613,84.1463414634146,90
"si:ch73-281n10.2","si:ch73-281n10.2",9.69548448991912,0.0383556298029333,0.00892621412404142,1,0.797,0.791,8.5790735628759,9.94751851592978,10.209099358279,10.0462465225918,79.7356828193833,79.0697674418605,80.4878048780488,65
"atp5j","atp5j",7.05888442828065,0.302932187558951,0.0091093867893168,1,0.787,0.597,8.22802350430512,6.14367815654679,7.59466103889154,6.26917501337916,78.7287602265576,59.6899224806201,69.5121951219512,70
"arr3a","arr3a",27.9524555527749,0.480264357619549,0.00939740578802934,1,0.969,0.93,53.6793538220659,38.5818443650908,13.8969773959283,5.65164662801467,96.8533668974198,93.0232558139535,58.5365853658537,40
"rplp2","rplp2",8.89455189544902,0.0376704003579101,0.00941336307427234,1,0.774,0.798,7.84833570532548,9.18664576282065,9.80694308302958,8.73628303062038,77.4071743234739,79.8449612403101,78.0487804878049,70
"gngt2b","gngt2b",338.324661287039,0.114351465569169,0.0101513854178214,1,0.999,1,250.126912230923,283.962345668202,361.202439449325,458.006947799708,99.9370673379484,100,100,100
"srsf5a","srsf5a",2.03602828256845,-0.0231232183095204,0.0102454681897585,1,0.357,0.364,1.99617387085102,2.54818309106866,2.37529948395865,1.22445668439548,35.7457520453115,36.4341085271318,39.0243902439024,20
"si:dkey-67c22.2","si:dkey-67c22.2",1.7487572808485,-0.0605353962727431,0.0106450667961937,1,0.224,0.248,1.15200215243012,1.91248905995257,1.71600900741677,2.21452890359455,22.4040276903713,24.8062015503876,24.390243902439,35
"COX5B (1 of many).1","COX5B (1 of many).1",5.22060096680252,0.276418427454811,0.0108790015668113,1,0.644,0.481,5.22025157589831,3.65601082600341,4.5499395735215,7.45620189178685,64.4430459408433,48.062015503876,57.3170731707317,70
"mdka","mdka",23.2838067000601,0.0157895658480411,0.0109111129672129,1,0.782,0.798,16.103701043169,20.422812658031,19.4720819923197,37.1366311067205,78.2252989301447,79.8449612403101,76.8292682926829,85
"myl12.1","myl12.1",2.07527728443398,-0.0144904951670682,0.0110125836044506,1,0.348,0.395,1.94160175977442,2.71843282541121,2.02588421929147,1.61519033325883,34.8017621145374,39.5348837209302,34.1463414634146,20
"elovl4b","elovl4b",11.2909231187267,0.0687381258032,0.0111069062573771,1,0.83,0.814,10.5752441663578,12.3878409937787,12.1067035864594,10.0939037283107,83.0081812460667,81.3953488372093,79.2682926829268,70
"mpc2","mpc2",2.27309629794511,-0.0113988306498403,0.0116499143148625,1,0.405,0.419,2.33528753332429,3.072472324904,2.24302006229224,1.44160527125991,40.4657016991819,41.8604651162791,31.7073170731707,25
"mid1ip1l","mid1ip1l",1.78962847528652,0.268336003197566,0.0125318139887667,1,0.388,0.24,2.72175998971872,1.40384622118396,1.89170145444267,1.14120623580074,38.7665198237885,24.031007751938,29.2682926829268,20
"gnat2","gnat2",43.48253274063,0.134857396275986,0.0127143579365282,1,0.976,0.984,44.0887594546125,49.9628191616153,42.6215619694591,37.2569903768331,97.608558842039,98.4496124031008,100,95
"gnb3b","gnb3b",89.9704592860449,0.126836360805449,0.012732315177482,1,0.996,0.992,81.3053940561958,90.1153740659713,86.5476016011697,101.913467420843,99.5594713656388,99.2248062015504,98.780487804878,100
"rims2b","rims2b",1.59746037376212,-0.0327542682787608,0.014106695021745,1,0.261,0.31,1.41142644139321,2.17199104612747,1.92988700295511,0.876537004572704,26.117054751416,31.0077519379845,31.7073170731707,10
"gstp1","gstp1",5.63679415227523,0.026262676284534,0.0142890076359018,1,0.6,0.558,5.43169177119248,6.79057624752216,4.12673245664049,6.19817613374581,59.9748269351794,55.8139534883721,53.6585365853659,50
"sagb","sagb",4.00991394994922,-0.00228465202508499,0.0157954200325834,1,0.361,0.333,2.71224617106259,3.74732511780373,5.14787941742074,4.43220509350982,36.1233480176211,33.3333333333333,39.0243902439024,50
"fabp7a","fabp7a",5.20045535680447,0.299559027252258,0.0159637148225109,1,0.505,0.333,4.68668150764811,3.02478817313321,5.43910269090518,7.65124905553139,50.5349276274386,33.3333333333333,46.3414634146341,65
"si:ch211-81a5.8","si:ch211-81a5.8",6.73421347881218,0.534404302834813,0.016135249739933,1,0.494,0.333,9.65564367454182,4.81114967462983,11.1741909094117,1.29586965666539,49.4021397105098,33.3333333333333,56.0975609756098,20
"hmgn2","hmgn2",2.72196504050537,-0.0284331143072193,0.016207368620035,1,0.285,0.24,1.64287270408753,2.24028328525393,4.16098729537466,2.84371687730536,28.508495909377,24.031007751938,29.2682926829268,35
"mt-nd1","mt-nd1",57.2171324563612,0.33590918890565,0.0163550681136796,1,0.99,0.984,67.4181229316492,57.6017598265172,49.2456157512166,54.6030313160617,98.9930774071743,98.4496124031008,98.780487804878,100
"impdh1a","impdh1a",2.49496585802357,-0.0269832176999659,0.0168472815182954,1,0.34,0.364,2.05267148099095,2.69718591781277,2.86904787096934,2.36095816232121,34.0465701699182,36.4341085271318,37.8048780487805,35
"rps20","rps20",14.5835495364717,0.0498641517399581,0.0177239367137531,1,0.842,0.806,10.6966805618071,12.5497914829689,16.5631920077566,18.524534093354,84.2039018250472,80.6201550387597,92.6829268292683,95
"hint1","hint1",2.18357140757046,-0.00774487167225441,0.0185303733091793,1,0.366,0.333,2.07656672861433,2.67697845795144,2.49718650821597,1.48355393550008,36.5638766519824,33.3333333333333,28.0487804878049,20
"zgc:66433","zgc:66433",1.0299079648533,-0.0340869359171818,0.0186433562346005,1,0.26,0.287,1.41359093084492,1.95287290344163,0.557931789281256,0.195236235845373,25.9911894273128,28.6821705426357,10.9756097560976,5
"si:dkey-17e16.15","si:dkey-17e16.15",6.7202052837237,0.0360894195223932,0.0192192622372633,1,0.693,0.682,6.51463878399245,7.7230099068836,5.05639322116368,7.58677922285506,69.2888609188169,68.2170542635659,52.4390243902439,70
"fam174b","fam174b",1.28738870436872,-0.0387442845403688,0.0197492673016477,1,0.231,0.287,1.240783416884,1.96995623285467,1.47756055519007,0.461254612546125,23.096286972939,28.6821705426357,19.5121951219512,5
"atp5e","atp5e",16.3572284086119,0.319767179665516,0.0198098633964127,1,0.928,0.837,15.8273431898876,13.0431990231368,16.1308900144049,20.4274814070182,92.825676526117,83.7209302325581,90.2439024390244,100
"gnb2l1","gnb2l1",2.64793570935218,-0.00816886998261313,0.0208728086847364,1,0.368,0.364,2.1809061591206,2.94008064803976,3.12041525852031,2.35034077172805,36.7526746381372,36.4341085271318,42.6829268292683,30
"vamp1","vamp1",2.48813637873562,-0.0515461385476567,0.0210670438547083,1,0.276,0.318,1.79095764485562,2.56310195557255,1.71692010821267,3.88156580630164,27.5645059786029,31.7829457364341,23.1707317073171,30
"dap1b.1","dap1b.1",3.78837253429414,0.0116807916451207,0.0227728375807441,1,0.469,0.488,3.39882871253407,4.34185801422634,3.8014695698558,3.61133384056034,46.9477658904972,48.8372093023256,47.5609756097561,45
"ndufs7","ndufs7",8.81719082560243,0.298275665619738,0.0229695468116409,1,0.808,0.636,9.10816876660017,7.01947560591791,9.06040759935831,10.0807113305333,80.8055380742605,63.5658914728682,80.4878048780488,80
"prph2a","prph2a",12.0470165946325,0.090822183900541,0.023229683415146,1,0.823,0.752,11.9151984002771,13.1684614589009,15.3796035732726,7.7248029460792,82.2529893014475,75.1937984496124,84.1463414634146,80
"pabpn1","pabpn1",1.64376346400089,-0.0441245860983676,0.0233818582011847,1,0.237,0.233,1.24000613370581,1.83097092204065,1.76730562573067,1.73677117452641,23.725613593455,23.2558139534884,30.4878048780488,20
"fxyd6l","fxyd6l",2.61252986598116,-0.016877888255171,0.0239622852208497,1,0.31,0.318,2.07672612563469,2.79172835951375,2.33114381247067,3.25052116630551,31.0258023914412,31.7829457364341,29.2682926829268,35
"ndrg1a","ndrg1a",9.69616392001669,0.34451089891343,0.0243567989160406,1,0.83,0.76,11.5249457924059,8.67927726355082,8.59126500435796,9.98916761975207,83.0081812460667,75.968992248062,76.8292682926829,70
"tmx3","tmx3",4.14092781647778,-0.0115179146884081,0.0251829221780411,1,0.357,0.395,2.36984014759411,2.99036421752577,2.93128418945449,8.27222271133675,35.6828193832599,39.5348837209302,41.4634146341463,75
"cox7b","cox7b",12.8299890098697,0.302147297909583,0.0252310215780545,1,0.88,0.767,12.2162104660779,9.73830488384914,12.7291277864224,16.6363129031293,87.9798615481435,76.7441860465116,87.8048780487805,95
"gadd45ga","gadd45ga",1.73774115014628,-0.0647179105148565,0.0258577017545737,1,0.287,0.264,2.06853839784821,2.63627746186926,1.75659925920527,0.489549481662399,28.6972938955318,26.3565891472868,24.390243902439,10
"acbd7","acbd7",1.77812372551971,-0.0128607047191491,0.0258770960652948,1,0.298,0.333,1.77725173155175,2.38856790083955,2.41307901110097,0.533596258586556,29.8300818124607,33.3333333333333,26.8292682926829,10
"uba52","uba52",1.9276146771482,-0.00398690546622404,0.0261564039173383,1,0.342,0.38,1.90263054941522,2.55696383066206,2.27718447835984,0.973679850155676,34.235368156073,37.984496124031,36.5853658536585,15
"PDE6H","PDE6H",2.63864354053788,0.282039481613078,0.0263552038934391,1,0.344,0.186,2.89223288790265,1.59522301264224,5.20392411244656,0.863194149160056,34.4241661422278,18.6046511627907,39.0243902439024,10
"rpl11","rpl11",10.2724040581607,0.0578274454759025,0.0271571705457413,1,0.792,0.798,8.36910919600199,9.92591277721209,9.34276179464666,13.4518324647819,79.2322215229704,79.8449612403101,78.0487804878049,100
"FQ323156.1","FQ323156.1",1.63819741503232,-0.0200392394297254,0.0274473684347503,1,0.258,0.271,1.41774945036248,1.91323402875649,1.99343896758927,1.22836721342104,25.802391441158,27.1317829457364,23.1707317073171,15
"rnf10","rnf10",1.70867597250226,-0.0189416572441892,0.0275287881997093,1,0.264,0.279,1.37366367334453,1.862805984937,2.11443528603978,1.48379894568771,26.3687853996224,27.906976744186,32.9268292682927,25
"anp32a","anp32a",1.81572495627087,-0.0121232477590971,0.0277000196019024,1,0.307,0.364,1.69089306412903,2.31882990110515,1.80314105084045,1.45003580900887,30.7111390811831,36.4341085271318,28.0487804878049,20
