"","Row.names","baseMean","avg_logFC","p_val","p_val_adj","pct.1","pct.2","L","M","S","UV","pctL","pctM","pctS","pctUV"
"ndufa12","ndufa12",1.54567784390626,0.0362862861931079,0.224788101701799,1,0.257,0.233,1.31588660430443,1.36624525967574,1.49717810144011,2.00340141020476,25.7394587791064,23.2558139534884,26.8292682926829,35
"dpm3","dpm3",0.701701438889588,0.0192856485199598,0.224983801698747,1,0.193,0.202,0.989819562251542,1.02499101261372,0.791995180693087,0,19.2573945877911,20.1550387596899,18.2926829268293,0
"ndufs3","ndufs3",2.94216821051163,0.0503266163052202,0.225431334992908,1,0.423,0.38,2.44300802934878,2.78225492677698,3.10843268069167,3.43497720522909,42.2907488986784,37.984496124031,46.3414634146341,45
"h2afva","h2afva",1.00587641240563,0.0190027396293683,0.225828062661095,1,0.201,0.178,0.990813325430788,1.03304341233808,0.795988796341362,1.20366011551231,20.0755191944619,17.8294573643411,13.4146341463415,20
"prdx6","prdx6",1.42842878908957,0.0243236815388656,0.22687530686429,1,0.22,0.209,1.21521129927937,1.26125383997681,1.66667990711203,1.57057010999009,22.0264317180617,20.9302325581395,24.390243902439,20
"si:ch211-140m22.7","si:ch211-140m22.7",1.19771937811192,-0.0201677033682393,0.22799709215454,1,0.137,0.171,0.682384455463601,1.02622741570095,0.932863912410417,2.1494017288727,13.6563876651982,17.0542635658915,18.2926829268293,25
"NDUFC1","NDUFC1",2.33795216627468,0.176276308410049,0.228523661202868,1,0.4,0.248,2.31579780299831,1.54314874000669,2.23354748441815,3.25931463767559,40.0251730648206,24.8062015503876,32.9268292682927,45
"herc2","herc2",0.526389548299974,-0.0366821253848354,0.228946591035066,1,0.116,0.155,0.568991231719616,0.911882882723158,0.205232596274979,0.419451482482144,11.6425424795469,15.5038759689922,4.8780487804878,10
"pacsin1a","pacsin1a",0.749028256839049,-0.0123477902547078,0.230353710242703,1,0.139,0.147,0.692130629820558,0.978748761515177,0.588011210818498,0.737222425201965,13.9081183134047,14.7286821705426,12.1951219512195,10
"pde6a","pde6a",2.21065451858401,0.035527169291039,0.231058857071479,1,0.245,0.24,1.47888516236238,1.84106682728638,1.81087535147288,3.71179073321442,24.4808055380743,24.031007751938,28.0487804878049,35
"irf2bp2b","irf2bp2b",2.03622761625428,0.0411457592548076,0.232109549533115,1,0.3,0.279,1.71873688699577,1.84572246028147,1.74312714985253,2.83732396788733,30.0188797986155,27.906976744186,24.390243902439,35
"si:dkey-33c12.4","si:dkey-33c12.4",0.883119990810845,0.0267595392983895,0.232881969096234,1,0.21,0.209,1.07357684995401,1.17524709113552,0.855940025575569,0.427715996578272,21.019509125236,20.9302325581395,18.2926829268293,5
"btg1","btg1",6.77700565411055,0.108020389532541,0.233444662128163,1,0.726,0.667,7.1094289798263,7.73156903376426,5.72934182725579,6.53768277559582,72.5613593455003,66.6666666666667,56.0975609756098,55
"h3f3b.1","h3f3b.1",1.3238099107029,0.003034376746888,0.233614960607886,1,0.16,0.163,0.766663881651656,0.996556218243238,1.43023022455194,2.10178931836475,16.0478288231592,16.2790697674419,20.7317073170732,30
"ankrd11","ankrd11",0.986668313151874,0.0241839715004722,0.234208722592035,1,0.198,0.178,0.999978806231832,1.28217326724986,0.95727187576421,0.707249303361595,19.8237885462555,17.8294573643411,15.8536585365854,15
"naa20","naa20",1.6087914060963,0.0409981904505849,0.236323836446653,1,0.252,0.225,1.27451400023471,1.38237461893291,1.35466639371799,2.42361061149957,25.2359974826935,22.4806201550388,25.609756097561,35
"srsf6b","srsf6b",0.664597295204171,-0.00123457317268805,0.236466559902228,1,0.155,0.163,0.766204101205314,0.951953237402929,0.441668494492882,0.49856334771556,15.5443675267464,16.2790697674419,8.53658536585366,10
"mt-nd2","mt-nd2",52.3655240889704,0.290553754246825,0.236579234636905,1,0.992,1,61.6194992010974,54.343537357794,47.3389424380733,46.160117358917,99.1818753933291,100,100,100
"pdha1a","pdha1a",1.04213441653204,0.0250168914638738,0.23711094906009,1,0.195,0.178,0.93397842813562,1.03048874027629,1.37064511130693,0.833425386409299,19.5091252359975,17.8294573643411,21.9512195121951,15
"ywhabl","ywhabl",3.06437040855314,0.0573744909244444,0.237218465574026,1,0.424,0.403,2.6088015031584,3.08217000428673,1.80721469183416,4.75929543493329,42.35368156073,40.3100775193798,29.2682926829268,50
"ginm1","ginm1",0.616731715184808,-0.00107167961618451,0.238253370627537,1,0.155,0.147,0.719499128163749,1.04788575288285,0.699541979692634,0,15.5443675267464,14.7286821705426,14.6341463414634,0
"cox7a2a","cox7a2a",10.9984000628999,0.250664719920599,0.238572096810381,1,0.848,0.767,10.924393278528,9.66031435330989,10.4924580490513,12.9164345707105,84.8332284455633,76.7441860465116,82.9268292682927,80
"vps28","vps28",1.039230643196,0.0250168914638738,0.23881769090326,1,0.195,0.178,0.957777024142658,1.14719662037559,1.07747908718808,0.974469841077686,19.5091252359975,17.8294573643411,20.7317073170732,20
"dnaja2l","dnaja2l",0.637316115922409,-0.0146183511502633,0.23953455505748,1,0.132,0.163,0.652701930208296,1.01971298592429,0.351263471506571,0.525586076050477,13.215859030837,16.2790697674419,8.53658536585366,10
"eml1","eml1",3.18943490998907,0.197643259199015,0.239799690169756,1,0.435,0.349,3.913437790163,3.17711079462858,4.76831235549756,0.898878699667138,43.5494021397105,34.8837209302326,41.4634146341463,15
"si:ch211-153l6.6","si:ch211-153l6.6",1.40941574501866,-0.00992312678764432,0.239847034831387,1,0.149,0.163,0.884561882986857,1.22541251357602,1.64081000383391,1.88687857967786,14.9150409062303,16.2790697674419,20.7317073170732,20
"dclk1a","dclk1a",1.94559708026573,0.0486129095349795,0.240269498708395,1,0.335,0.31,1.88965776143065,2.03430231592508,1.64396714980693,2.21446109390028,33.5431088735054,31.0077519379845,28.0487804878049,30
"efr3a","efr3a",0.91073428053528,0.0123251684407527,0.240646859092292,1,0.175,0.155,0.853079155050696,1.03378548722405,0.879535475293672,0.876537004572704,17.4952800503461,15.5038759689922,15.8536585365854,10
"cnep1r1","cnep1r1",0.523658665670209,0.0106994568340266,0.240754716215417,1,0.164,0.163,0.7745474758388,1.02713385282687,0.29295333401517,0,16.4254247954688,16.2790697674419,7.31707317073171,0
"sdhdb","sdhdb",1.63805832168151,0.176467836485458,0.241770643687648,1,0.38,0.217,2.16271706614206,1.37466149024257,1.54993047304619,1.4649242572952,38.0113278791693,21.7054263565891,25.609756097561,25
"rpl7a","rpl7a",8.05395055648443,0.09566506171059,0.242583991421854,1,0.726,0.721,6.51346505873111,7.20543466782748,8.02079545475342,10.4761070446257,72.5613593455003,72.0930232558139,74.390243902439,75
"sumo1","sumo1",0.851683065347733,-0.0289227553489204,0.242641192931519,1,0.12,0.14,0.558231107778887,0.968497346165951,0.38157409007355,1.49842971737254,12.0201384518565,13.953488372093,8.53658536585366,15
"magoh","magoh",1.12731043017609,0.0224428874687009,0.243090083720457,1,0.193,0.178,0.916687838807601,0.989241368782937,1.2220550033531,1.38125750976072,19.2573945877911,17.8294573643411,19.5121951219512,20
"pde6d","pde6d",2.65770848934732,0.188329357673737,0.243131238864565,1,0.446,0.349,3.21111055318418,2.54987060046241,3.44846441110651,1.42138839263619,44.6192573945878,34.8837209302326,40.2439024390244,25
"espn","espn",0.691982299134307,0.010751603993322,0.244002499720336,1,0.17,0.155,0.845893312553842,0.998417317770634,0.426600673568615,0.497017892644135,16.9918187539333,15.5038759689922,8.53658536585366,5
"rpl27","rpl27",5.1726802955277,0.0781684310248077,0.24461490684155,1,0.57,0.535,4.25543221617936,4.842324432717,5.5474016323858,6.04556290082866,57.0169918187539,53.4883720930233,62.1951219512195,55
"zgc:92045","zgc:92045",1.26343129112345,0.0245026204317114,0.245831411603322,1,0.193,0.163,0.941046799986035,1.08424266987224,1.32103654352554,1.70739915111001,19.3203272498427,16.2790697674419,23.1707317073171,25
"rps23","rps23",2.91147923440402,0.051947324584393,0.246465668312242,1,0.415,0.403,2.62728022573723,3.0660948111532,3.00892419496873,2.94361770575692,41.4726242920076,40.3100775193798,45.1219512195122,40
"cox5ab","cox5ab",4.97879121910143,0.203734500061224,0.246815164469653,1,0.631,0.543,4.96574860329857,4.29057199230822,4.60527767698963,6.0535666038093,63.058527375708,54.2635658914729,57.3170731707317,65
"max","max",0.796082528229584,-0.0109068678151956,0.246900535064723,1,0.148,0.155,0.712105394689154,0.855662936605847,0.985716111407071,0.630845670216264,14.7891755821271,15.5038759689922,20.7317073170732,10
"nudc","nudc",0.626751817073709,-0.0294800136525583,0.247242638224585,1,0.117,0.155,0.565812144735952,0.923049443857407,0.732594566052135,0.285551113649343,11.7054751415985,15.5038759689922,12.1951219512195,5
"cwc25","cwc25",0.634125772754929,-0.00646834678833885,0.247533636526015,1,0.149,0.147,0.716175162350878,0.979456977263567,0.412657336755445,0.428213614649827,14.8521082441787,14.7286821705426,7.31707317073171,10
"COX7A2 (1 of many)","COX7A2 (1 of many)",1.25339133146308,0.0203789032478494,0.247570114925719,1,0.188,0.171,0.960932853475265,1.06444550537279,0.741460143062632,2.24672682394163,18.7539332913782,17.0542635658915,12.1951219512195,30
"fkbp2","fkbp2",0.985753624916642,0.0241839715004722,0.247896703121309,1,0.193,0.155,0.940674161107847,0.942626836764688,1.50480530691909,0.554908194874944,19.3203272498427,15.5038759689922,26.8292682926829,10
"cltcb","cltcb",0.786292447157065,0.0167839323299903,0.247990527552164,1,0.177,0.171,0.860969516589116,1.08922813597928,0.766758521410036,0.428213614649827,17.7470106985525,17.0542635658915,13.4146341463415,10
"RPL41","RPL41",22.1817815424178,0.160595848638241,0.247996317422309,1,0.958,0.953,20.6573145082298,21.5167525313124,24.6008283236266,21.9522308065025,95.8464443045941,95.3488372093023,92.6829268292683,100
"rpl18a","rpl18a",7.53662817041831,0.0849174243854204,0.248049368346701,1,0.75,0.69,7.10035656464001,7.59042290025043,7.95068934995586,7.50504386682693,75.0157331655129,68.9922480620155,68.2926829268293,65
"snw1","snw1",0.744896214599495,-0.00253309860147644,0.248079602650344,1,0.147,0.147,0.689792406327392,0.913047838797203,0.557932108427024,0.818812504846361,14.6633102580239,14.7286821705426,12.1951219512195,15
"hmga1a","hmga1a",1.39122920633347,0.0415557594641935,0.248551598977501,1,0.255,0.217,1.32982805904541,1.52893427916173,1.87993440077471,0.826220086352024,25.4877281308999,21.7054263565891,30.4878048780488,15
"gmfb","gmfb",0.72312567724249,-0.0394746432565088,0.24896782325352,1,0.115,0.155,0.536746005508913,1.03162917006128,0.442421476867994,0.881706056531775,11.5166771554437,15.5038759689922,8.53658536585366,10
"limch1b","limch1b",0.965414046046206,0.0222339848468871,0.249245071074058,1,0.189,0.155,0.941316947999863,1.0354456199893,0.891856338056067,0.99303727813959,18.8797986154814,15.5038759689922,17.0731707317073,15
"si:ch211-202a12.4","si:ch211-202a12.4",0.98449643232682,0.00812348158705251,0.249567853870547,1,0.163,0.147,0.83993605936503,1.06752229395301,1.11435958623369,0.916167789755553,16.2995594713656,14.7286821705426,17.0731707317073,10
"cops8","cops8",0.588628589221155,-0.0156408777531773,0.249679815376156,1,0.131,0.163,0.620479419104047,0.896091245318767,0.837943692461805,0,13.0899937067338,16.2790697674419,17.0731707317073,0
"arl4d","arl4d",1.94748058960877,0.0479668597666782,0.250220618726758,1,0.304,0.248,1.58557851515625,1.73935719672171,2.2155113611031,2.24947528545404,30.3964757709251,24.8062015503876,32.9268292682927,30
"cox17","cox17",1.15221437025391,0.0407531224429867,0.250817660048437,1,0.24,0.225,1.21255653231367,1.14144843718348,1.46484524113533,0.790007270383153,24.040276903713,22.4806201550388,23.1707317073171,15
"gnao1b","gnao1b",2.07448098687191,0.0260776795214498,0.251948197278386,1,0.228,0.24,1.46701107148533,1.7627878220514,1.82178257104236,3.24634248290854,22.7816236626809,24.031007751938,21.9512195121951,30
"six7","six7",2.33441693688782,0.19293325732044,0.252452552287754,1,0.413,0.318,3.45461469663177,2.79146595798092,2.86737184630184,0.224215246636771,41.2838263058527,31.7829457364341,32.9268292682927,5
"fkbp16","fkbp16",1.17677279394257,0.0433347342360773,0.253519410800531,1,0.254,0.217,1.29982999606755,1.37206776409901,1.26241185656859,0.772781559035139,25.3618628067967,21.7054263565891,26.8292682926829,10
"atp5j2","atp5j2",8.70387792525228,0.225354853518034,0.253850307410289,1,0.782,0.667,8.20300811192099,7.07953980273789,7.66938402110101,11.8635797652492,78.2252989301447,66.6666666666667,70.7317073170732,80
"hspa5","hspa5",0.754420206796414,-0.0311536542105879,0.2540260981268,1,0.115,0.163,0.533597171981999,0.942447529734416,0.861394876365715,0.680241249103525,11.5166771554437,16.2790697674419,13.4146341463415,10
"si:ch73-1a9.3","si:ch73-1a9.3",6.86197479833918,0.080400523655219,0.254585386772517,1,0.647,0.574,5.66127231497069,5.95307381652942,6.74509571454373,9.08845734731289,64.6947765890497,57.3643410852713,64.6341463414634,80
"rpl23a","rpl23a",2.7887897229972,0.0433950897299545,0.254633136475514,1,0.362,0.318,2.14985381959374,2.22456162358845,3.36115712668889,3.41958632211771,36.1862806796727,31.7829457364341,47.5609756097561,40
"dnajc5ga","dnajc5ga",0.833708276479471,0.0131006869136938,0.25525215712152,1,0.17,0.178,0.783938889608069,1.02410093960671,0.630598234689008,0.8961950420141,16.9918187539333,17.8294573643411,15.8536585365854,15
"calm2b","calm2b",3.61015813086114,0.0542749385799838,0.255882413047015,1,0.415,0.364,2.91609794238255,2.93103108177252,4.00221536884042,4.59128813044908,41.4726242920076,36.4341085271318,46.3414634146341,50
"ybx1","ybx1",6.72761325969234,0.087670675325104,0.255962572525747,1,0.666,0.597,5.47618053195001,6.00818354441343,7.02449772452717,8.40159123787877,66.5827564505979,59.6899224806201,73.1707317073171,80
"hacd2","hacd2",1.77310169020651,0.0498684282688709,0.255982837787779,1,0.316,0.264,1.70929223664017,1.86683980482543,1.31139245613903,2.20488226322142,31.5921963499056,26.3565891472868,26.8292682926829,25
"elavl1","elavl1",1.17480995316848,0.0323306560682904,0.256099916967998,1,0.208,0.194,1.05157676961392,1.0945267304333,1.5746044844441,0.978531828182586,20.8307111390812,19.3798449612403,24.390243902439,20
"mhc1uba","mhc1uba",0.678099081792491,-0.038503538037456,0.256136827128045,1,0.115,0.155,0.685767997670173,1.12348157436968,0.292628127258166,0.610518627871951,11.5166771554437,15.5038759689922,4.8780487804878,10
"si:ch211-196l7.4","si:ch211-196l7.4",12.7989426553545,0.139581385558459,0.256811060460925,1,0.911,0.876,12.6675152833157,13.1025735843785,12.4419616284673,12.9837201252565,91.1264946507237,87.5968992248062,89.0243902439024,70
"dnajc5ab","dnajc5ab",0.718379795008001,0.00287817001406004,0.257733002923594,1,0.152,0.155,0.701110834155643,0.852467552822222,0.990342902480639,0.3295978905735,15.1667715544368,15.5038759689922,17.0731707317073,5
"gramd2a","gramd2a",1.0501802712896,0.0047617196254745,0.257904457838878,1,0.168,0.163,0.878711605601955,1.03183402634581,0.917199806992271,1.37297564621838,16.8030207677785,16.2790697674419,17.0731707317073,15
"gpm6ab","gpm6ab",0.992727488661353,0.0256208221715459,0.258417706585915,1,0.197,0.194,1.07490412868795,1.33151087126225,0.744302797281893,0.820192157413319,19.6979232221523,19.3798449612403,10.9756097560976,10
"stk35l","stk35l",0.702376356702656,-0.00809304251534071,0.259418955595279,1,0.14,0.14,0.643744612021729,0.959898235620297,1.06623677632023,0.139625802848366,14.0339836375079,13.953488372093,19.5121951219512,5
"gad2","gad2",0.67665120362966,-0.00982753689551982,0.259551027292252,1,0.135,0.163,0.695788723512669,0.947262229943037,0.329330800004976,0.734223061057956,13.4675896790434,16.2790697674419,6.09756097560976,15
"arhgap12a","arhgap12a",0.557700541264115,-0.0384386401974497,0.260463986385755,1,0.111,0.147,0.531500467425597,0.881864442869294,0.622201018916196,0.195236235845373,11.0761485210824,14.7286821705426,9.75609756097561,5
"ISCU (1 of many)","ISCU (1 of many)",1.20266867709706,0.0301027526894428,0.261132891579604,1,0.213,0.186,1.04947772022977,0.998574383582615,1.13151137937257,1.63111122520327,21.2712397734424,18.6046511627907,21.9512195121951,20
"brk1","brk1",0.927685425042563,0.0318234280584297,0.261936459679212,1,0.203,0.163,1.01094259776907,1.07456886507168,1.23475776563876,0.390472471690746,20.3272498426683,16.2790697674419,20.7317073170732,5
"mrpl33","mrpl33",2.10912216743601,0.0559784392313321,0.26251825274424,1,0.383,0.357,2.17465143079357,2.60940144152032,1.34900972590859,2.30342607152155,38.3259911894273,35.6589147286822,21.9512195121951,30
"abca4a","abca4a",0.820461254280904,0.0284320537460361,0.262878636799503,1,0.2,0.202,0.99331346017384,1.15249732230965,0.911818988003352,0.224215246636771,20.0125865324103,20.1550387596899,17.0731707317073,5
"c23h20orf24","c23h20orf24",0.685229114555173,0.0178757730297308,0.263659058994395,1,0.168,0.155,0.756892102259165,0.926565314276641,0.862222805839512,0.195236235845373,16.8030207677785,15.5038759689922,13.4146341463415,5
"psme4a","psme4a",0.463442689062734,-0.0351299369554769,0.263958693222398,1,0.107,0.147,0.510083870246762,0.84230205523004,0.361759027925768,0.139625802848366,10.6985525487728,14.7286821705426,6.09756097560976,5
"nt5c1aa","nt5c1aa",0.928945322687997,0.0131006869136938,0.263971839110292,1,0.168,0.147,0.815662308933548,1.00400075264839,0.712443481315641,1.18367474785441,16.8030207677785,14.7286821705426,13.4146341463415,10
"COX5B (1 of many)","COX5B (1 of many)",1.50008979997615,0.0410778622030072,0.264307111829909,1,0.268,0.209,1.37538736771173,1.3190962828537,1.55117152316239,1.75470402617679,26.8093140339836,20.9302325581395,24.390243902439,25
"dazap2","dazap2",0.759608527216697,0.00341768985450083,0.26479384580608,1,0.148,0.163,0.664108703855487,0.970665562326959,0.713528717770607,0.690131124913734,14.7891755821271,16.2790697674419,14.6341463414634,5
"plekhg5a","plekhg5a",0.640820163254913,-0.0272528412397341,0.265254456813056,1,0.121,0.147,0.569213643541435,0.818352936713762,0.398709545868518,0.777004526895939,12.0830711139081,14.7286821705426,8.53658536585366,10
"acaca","acaca",0.508483065631643,-0.0333895411118717,0.266009204109384,1,0.113,0.14,0.493001811346715,0.883563161420153,0.474952112816984,0.182415176942722,11.3278791692889,13.953488372093,9.75609756097561,5
"tmem184ba","tmem184ba",1.02390318189942,0.0320455791784711,0.267011882122925,1,0.198,0.178,0.974257205899491,1.06142250342682,1.2978847106185,0.762048307652855,19.7608558842039,17.8294573643411,25.609756097561,10
"POLD4","POLD4",0.843833437313019,-0.00579397105617399,0.267802082421302,1,0.14,0.132,0.692184559647848,0.827631445307646,0.86000149117421,0.995516253122371,13.9710509754563,13.1782945736434,17.0731707317073,15
"pbx1a","pbx1a",0.631664039367491,-0.136142007601372,0.267996385199649,1,0.052,0.163,0.232799763703066,1.31337197439173,0.547208856116931,0.433275563258232,5.2234109502832,16.2790697674419,7.31707317073171,5
"golga7","golga7",0.845823254063728,-0.0123477902547078,0.268463929372818,1,0.13,0.155,0.608636314200945,0.931284441063483,0.860858447122304,0.982513813868182,12.9641283826306,15.5038759689922,15.8536585365854,15
"atp5ia","atp5ia",5.09372755874098,0.201346730310228,0.268734462444974,1,0.656,0.488,5.77041258006714,4.95769021158586,5.06511844387883,4.58168899943207,65.5758338577722,48.8372093023256,57.3170731707317,60
"arf5","arf5",1.08928321348381,0.0354885346396155,0.26981516362876,1,0.21,0.186,0.989507501708756,1.07052397538086,0.976804356148809,1.32029702069682,21.019509125236,18.6046511627907,18.2926829268293,15
"gpn3","gpn3",0.867073188340934,-0.0155707775282745,0.269849365550532,1,0.126,0.155,0.620979041149774,0.926197297880515,0.933667070362651,0.987449343970799,12.6494650723726,15.5038759689922,19.5121951219512,15
"zgc:158258","zgc:158258",0.518154529531708,-0.011799995116386,0.270166403425276,1,0.131,0.147,0.642371554904732,0.926167074523862,0.504079488698239,0,13.0899937067338,14.7286821705426,9.75609756097561,0
"cox14","cox14",1.10348514534881,0.00611093145014438,0.270295056355926,1,0.155,0.132,0.744804411971858,0.73926583158652,1.41122381612203,1.51864652171486,15.5443675267464,13.1782945736434,23.1707317073171,20
"syf2","syf2",1.20292266846979,0.0471480722707131,0.270584599035612,1,0.261,0.217,1.31917175595185,1.3771548247656,1.34520771156037,0.770156381601351,26.0541220893644,21.7054263565891,21.9512195121951,10
"dlgap4a","dlgap4a",0.608627019741437,-0.0514589203713334,0.270825539786995,1,0.097,0.147,0.447579223555059,0.922529108843864,0.552386679050605,0.512013067516222,9.69162995594714,14.7286821705426,10.9756097560976,10
"unc119b","unc119b",8.67396658433963,0.2585152391482,0.271619678968085,1,0.782,0.69,9.69148494197962,8.071929928583,9.12963900082093,7.80281246597498,78.1623662680931,68.9922480620155,67.0731707317073,70
"adipor2","adipor2",0.884130278345448,0.0209768105900262,0.271644305155234,1,0.176,0.171,0.903232856853236,0.989122586272503,0.788210232744724,0.855955437511328,17.6211453744493,17.0542635658915,18.2926829268293,10
"rcvrna","rcvrna",0.956571967910566,-0.0704184483847929,0.271770554400501,1,0.084,0.14,0.4551655069417,1.0687536334636,0.892183889116088,1.41018484212088,8.43297671491504,13.953488372093,17.0731707317073,15
"puraa","puraa",0.599162672841368,-0.031187380454668,0.271806626079255,1,0.112,0.155,0.541539370416026,0.780749992735049,0.263976088146182,0.810385240068216,11.2020138451857,15.5038759689922,6.09756097560976,15
"mt-nd4","mt-nd4",60.6382838311537,0.295920583562356,0.272142610063216,1,0.996,0.992,68.0719995201785,61.3273179452644,48.9082650696191,64.2455527895528,99.6224040276904,99.2248062015504,96.3414634146341,100
"atp1a3a","atp1a3a",1.27338488919184,0.00726491667912854,0.272399876234346,1,0.16,0.186,0.91656474631614,1.07440050869329,1.70049286665221,1.40208143510571,16.0478288231592,18.6046511627907,18.2926829268293,10
"arpc3","arpc3",1.07514201239584,0.029472899601531,0.272552154460779,1,0.194,0.186,0.933778880789721,1.06798764809048,0.693801100872477,1.60500041983067,19.3832599118943,18.6046511627907,13.4146341463415,25
"sec62","sec62",0.850052419906663,0.0196359059627585,0.272817550751123,1,0.174,0.155,0.879474774905043,1.02531172411689,1.03416856805859,0.461254612546125,17.4323473882945,15.5038759689922,18.2926829268293,5
"tulp1b","tulp1b",4.15354085095582,0.0701567218185538,0.273308854371932,1,0.522,0.481,4.06644943531392,4.58859590873818,3.25758346986441,4.70153458990675,52.1711768407804,48.062015503876,37.8048780487805,40
"ap2m1a","ap2m1a",1.74368957481048,0.168552777459082,0.273327830606736,1,0.385,0.225,2.13415949277927,1.29457756678154,1.96879812677665,1.57722311290447,38.4518565135305,22.4806201550388,34.1463414634146,25
"taf13","taf13",0.938991563097584,0.0173090045394809,0.273332374071272,1,0.169,0.171,0.837211347880371,1.0997954102457,0.594126884942618,1.22483260932164,16.9288860918817,17.0542635658915,13.4146341463415,20
"pde6b","pde6b",1.38808137287342,0.0360654994155489,0.273345671677136,1,0.211,0.186,1.20981538542652,1.44241559120754,1.54316067551309,1.35693383934653,21.1453744493392,18.6046511627907,24.390243902439,20
"atp5g3b","atp5g3b",13.2224161480469,0.25001389782614,0.273691596990844,1,0.897,0.798,13.2086511889628,11.3670852557426,13.8284460702795,14.4854820772026,89.6790434235368,79.8449612403101,89.0243902439024,90
"CR677617.1","CR677617.1",0.651138070680318,-0.0200485983878863,0.274832861232751,1,0.118,0.163,0.604122387898301,0.928444484384102,0.497413370751051,0.57457203968782,11.8313404657017,16.2790697674419,9.75609756097561,10
"pmpcb","pmpcb",0.730016242628555,-0.0244646660597913,0.27520880936816,1,0.118,0.147,0.519191470480432,0.86503590373774,0.47587308899912,1.05996450729693,11.7684078036501,14.7286821705426,8.53658536585366,15
"nfe2l1b","nfe2l1b",0.640220085001884,-0.0239064745856274,0.275597516089022,1,0.117,0.14,0.528235056148289,0.817286001449898,0.594946130066267,0.620413152343082,11.7054751415985,13.953488372093,13.4146341463415,15
"fuom","fuom",1.18068227902806,0.0173090045394809,0.275611430909306,1,0.173,0.171,0.841787964206173,0.923662732942611,1.00430050870744,1.952977910256,17.3064820641913,17.0542635658915,17.0731707317073,25
"tmed10","tmed10",1.548923122027,0.0487287645654401,0.276400526611908,1,0.284,0.225,1.44817940843702,1.52465485912953,2.22075393538474,1.00210428515673,28.3826305852738,22.4806201550388,32.9268292682927,15
"eif5b","eif5b",1.03214823036002,0.0125733997936468,0.276441725026053,1,0.159,0.171,0.859732448859197,0.995103377410288,1.02672791530447,1.24702917986612,15.921963499056,17.0542635658915,19.5121951219512,20
"tmem30ab","tmem30ab",0.686365693785153,0.00415588954932017,0.277356464579321,1,0.15,0.14,0.701465995145594,0.846301366036501,0.820051909426795,0.377643504531722,14.9779735682819,13.953488372093,18.2926829268293,5
"rps11","rps11",3.31232991384406,0.168223474377123,0.27796581208344,1,0.483,0.372,3.15769720858964,2.46827489124586,4.20607024553212,3.41727731000862,48.3322844556325,37.2093023255814,54.8780487804878,45
"rps27a","rps27a",4.86917492536349,0.189146938986857,0.278437928445908,1,0.584,0.465,4.33350796670161,3.7094862662257,5.76817408832911,5.66553138019753,58.4015103838892,46.5116279069767,67.0731707317073,60
"sdhb","sdhb",2.46660914590363,0.0506402797174816,0.278500800054756,1,0.395,0.364,2.25722476710708,2.30317924117135,2.37169795124904,2.93433462408705,39.5217117684078,36.4341085271318,34.1463414634146,50
"rbx1","rbx1",4.19302695669458,0.180116484235641,0.278572616120978,1,0.609,0.512,4.23858194319774,3.514498044127,3.69631141595556,5.32271642349801,60.9188168659534,51.1627906976744,45.1219512195122,60
"sdha","sdha",1.37392387567369,0.0444885953903536,0.279073359872166,1,0.229,0.171,1.12256447056827,1.13435451408615,1.63285018768505,1.60592633035527,22.9074889867841,17.0542635658915,24.390243902439,25
"prdx2","prdx2",2.12425234280423,0.0567616585231195,0.279933813954086,1,0.393,0.364,2.30414202351176,2.57414465252569,1.93893369858339,1.67978899659609,39.2699811202014,36.4341085271318,32.9268292682927,20
"rps16","rps16",6.64223578841154,0.0799824708392852,0.280187902783941,1,0.643,0.643,5.31099565105196,5.86741326244141,5.87709814841643,9.51343609173636,64.2542479546885,64.3410852713178,60.9756097560976,70
"srpr","srpr",0.913774199760859,-0.0289603981563254,0.28089675101778,1,0.11,0.14,0.480743245380603,0.879353872553747,0.858362186792323,1.43663749431676,11.0132158590308,13.953488372093,15.8536585365854,20
"tom1","tom1",0.643609014293965,0.0214996864189326,0.280928178829357,1,0.181,0.155,0.869471640074292,0.894760668618854,0.670577945634347,0.139625802848366,18.0616740088106,15.5038759689922,15.8536585365854,5
"cct6a","cct6a",0.820833347670665,-0.019452124236247,0.281232713119388,1,0.12,0.14,0.557432684373695,0.83720273768798,0.747947757828218,1.14075021079277,11.9572057898049,13.953488372093,13.4146341463415,20
"rp1l1a","rp1l1a",2.0918510383344,0.0501725667266264,0.281254219269366,1,0.38,0.333,2.36656567707113,2.35947380054086,2.08550192732862,1.55586274839698,38.0113278791693,33.3333333333333,29.2682926829268,25
"gng3","gng3",0.947037203064959,0.023753525010784,0.281399800287252,1,0.189,0.202,1.05427920073073,1.17751599945191,1.09982999153889,0.456523620538308,18.8797986154814,20.1550387596899,18.2926829268293,10
"NUPR2","NUPR2",0.840086913168812,0.0199302380193551,0.282672437654166,1,0.175,0.147,0.899997287901996,0.965453169091103,0.638967584454051,0.855929611228099,17.4952800503461,14.7286821705426,12.1951219512195,15
"cbx3a","cbx3a",0.798180486063291,-0.0104983353165901,0.284147268498704,1,0.13,0.14,0.553848482557428,0.774121942888179,0.862144184451516,1.00260733435604,12.9641283826306,13.953488372093,15.8536585365854,15
"junba","junba",0.822221561107571,-0.00283003351859643,0.284618974358668,1,0.145,0.155,0.845509096156492,1.15729579167298,0.633652495314212,0.652428861286598,14.4745122718691,15.5038759689922,10.9756097560976,10
