"","Row.names","baseMean","avg_logFC","p_val","p_val_adj","pct.1","pct.2","Ribo","L","M1","M3","M4","S","UV","pctRibo","pctL","pctM1","pctM3","pctM4","pctS","pctUV"
"slc25a3a","slc25a3a",10.0666572698775,-1.19659012362201,1.12343773719067e-10,2.77612699237187e-06,0.085,0.834,0.595551780054999,11.9085078499262,11.3760899780444,9.42403581862184,8.08105153878629,12.6822871960015,16.3990767277071,8.51063829787234,84.6444304594084,80.3571428571429,75.3424657534247,64.2857142857143,82.9268292682927,95
"dad1","dad1",1.35308601754756,0.340605136583692,1.43447929124166e-10,3.54474177658726e-06,0.511,0.188,3.74416743903475,0.990768409037929,1.18453048422487,1.23890171722181,0.932529622406273,0.77747147903578,0.603232971871485,51.063829787234,19.3203272498427,19.6428571428571,17.8082191780822,18.5714285714286,12.1951219512195,10
"si:ch1073-111c8.3","si:ch1073-111c8.3",7.60420777656557,-1.14819648817011,1.84361532445514e-10,4.5557578282611e-06,0.021,0.773,0.0544994768050227,9.8081833147289,14.0497330531093,9.52612378011564,5.52974925786249,8.36930828778788,5.89185726554983,2.12765957446809,78.4140969162996,78.5714285714286,73.972602739726,65.7142857142857,71.9512195121951,60
"fam46ba","fam46ba",1.7797387885325,0.973267794648169,1.9463097191933e-10,4.80952594709857e-06,0.66,0.104,9.67906163471041,0.539871819768422,0.440961944479372,0.756895228714402,0.655810780223614,0.181571743818198,0.203998368013056,65.9574468085106,10.6985525487728,7.14285714285714,12.3287671232877,12.8571428571429,3.65853658536585,5
"fosab","fosab",5.60359218976593,0.580669197133255,2.12022833252661e-10,5.23929623250651e-06,0.532,0.389,14.4101053116703,5.01834445304167,3.47504087620169,4.88033308556794,5.15234249500408,2.26670441767454,4.0222746892013,53.1914893617021,39.5217117684078,37.5,31.5068493150685,44.2857142857143,29.2682926829268,40
"cnga3a","cnga3a",8.7957074090345,-1.25401897840049,2.17636691136722e-10,5.37802027467953e-06,0.064,0.703,0.419076039816167,12.2453386842026,11.2497750576305,15.0606503216835,3.61533953696757,13.1080443916369,5.87172783130428,6.38297872340426,70.9880427942102,78.5714285714286,82.1917808219178,42.8571428571429,64.6341463414634,70
"si:ch73-28h20.1","si:ch73-28h20.1",7.78715186067193,0.251579935567322,2.2686299712977e-10,5.60601152207375e-06,0.362,0.487,9.5312017915552,4.2403612982545,6.03566870261458,7.96343277590924,4.15028564161176,6.95645278585022,15.632660028908,36.1702127659575,47.0106985525488,57.1428571428571,67.1232876712329,45.7142857142857,51.219512195122,95
"prdx2","prdx2",2.42951850508059,0.132930573944948,2.32414013543499e-10,5.7431826886734e-06,0.468,0.384,3.66362275335624,2.30414202351176,2.93234538911236,2.29936052582907,2.18843614857525,1.93893369858339,1.67978899659609,46.8085106382979,39.2699811202014,39.2857142857143,34.2465753424658,34.2857142857143,32.9268292682927,20
"dap1b.1","dap1b.1",3.9862710467498,0.122855402193535,2.87301760175083e-10,7.09951379568649e-06,0.596,0.469,5.10626241779664,3.39882871253407,5.22977766392603,3.66071417336082,3.09551094921487,3.8014695698558,3.61133384056034,59.5744680851064,46.9477658904972,53.5714285714286,45.2054794520548,42.8571428571429,47.5609756097561,45
"fkbp1aa","fkbp1aa",1.77155870403522,0.205683392770891,3.47365294527194e-10,8.58374379306149e-06,0.511,0.25,3.15596931302887,1.33493856829152,1.30303033501274,1.36964696042396,2.49549506869101,1.62814720896569,1.11368347383272,51.063829787234,24.5437382001259,23.2142857142857,23.2876712328767,38.5714285714286,28.0487804878049,15
"snrpe","snrpe",1.45553326500286,0.253007590194197,3.69376604749312e-10,9.12766527996025e-06,0.447,0.222,2.86610638560186,1.13550447309737,0.976438878794016,0.933806546432183,1.17007709326902,1.20432186325133,1.90247761457423,44.6808510638298,22.8445563247325,16.0714285714286,12.3287671232877,21.4285714285714,23.1707317073171,25
"si:ch211-137a8.4","si:ch211-137a8.4",1.67138359507724,0.195255636188139,4.72316470100929e-10,1.1671412292664e-05,0.426,0.259,2.90234903303427,1.43585492608289,1.55938740683711,1.27856352854111,1.4803740973722,1.6411398470371,1.402016326636,42.5531914893617,26.0541220893644,26.7857142857143,24.6575342465753,24.2857142857143,26.8292682926829,20
"eif5a","eif5a",1.14063695819725,0.468589731226684,4.74750911539186e-10,1.17315697750448e-05,0.574,0.165,4.16594116287092,0.850029718654447,0.297036297049743,0.859819137982672,0.322915936014707,0.654549329738196,0.83416712507003,57.4468085106383,17.4952800503461,5.35714285714286,15.0684931506849,8.57142857142857,12.1951219512195,15
"hspe1","hspe1",2.34262541595151,0.205477296440737,5.24249785370397e-10,1.29547364462879e-05,0.426,0.274,3.45424172947827,1.54815495841673,1.32380163088046,1.86884439219852,2.52030361831027,1.82034826344274,3.8626833189336,42.5531914893617,27.1239773442417,21.4285714285714,24.6575342465753,32.8571428571429,30.4878048780488,40
"mdka","mdka",19.2253697630981,-1.38383613003982,6.08901215227454e-10,1.50465579294856e-05,0.085,0.787,1.12280179808843,16.103701043169,21.7810352738769,19.380888459574,19.5804486679385,19.4720819923197,37.1366311067205,8.51063829787234,78.2252989301447,82.1428571428571,78.0821917808219,87.1428571428571,76.8292682926829,85
"tuba8l4","tuba8l4",1.34232102845218,0.370289687544143,6.33392341787469e-10,1.56517581579101e-05,0.489,0.175,4.02400999283511,0.907631400787555,0.627718208884665,0.765697218433278,0.642894508166264,1.10420095847177,1.32409491158662,48.936170212766,18.1875393329138,12.5,13.6986301369863,12.8571428571429,15.8536585365854,15
"prph2b","prph2b",8.4302651928305,-1.09521513745945,6.48149480235037e-10,1.6016421806088e-05,0.021,0.79,0.0851404391543852,9.17107251338539,12.3114831066417,9.42401937348513,6.64941955847123,10.2268256483061,11.1438957103696,2.12765957446809,79.6727501573316,87.5,75.3424657534247,65.7142857142857,76.8292682926829,75
"hspb1","hspb1",2.61334767441174,1.1727001504157,8.19245281663148e-10,2.0244370155178e-05,0.191,0.099,15.004599647542,0.458328276420888,0.234659986329191,0.667013747332553,0.55495486996807,0.688407334106613,0.685469859182897,19.1489361702128,9.81749528005035,5.35714285714286,10.958904109589,12.8571428571429,10.9756097560976,10
"hexb","hexb",4.7366798569244,-1.09704175104863,9.35383879323893e-10,2.31142710419727e-05,0.021,0.772,0.18606555089358,10.5071382844634,2.05829325681156,2.62893508247216,7.43290028986369,5.70817998077587,4.6352465531905,2.12765957446809,82.8823159219635,26.7857142857143,34.2465753424658,70,52.4390243902439,50
"ank2b","ank2b",1.48524351031578,0.288297284493152,9.94269757615286e-10,2.45693999804313e-05,0.447,0.207,3.55343815337399,1.10648845073308,0.668754699904744,1.37132847356958,1.14232448284709,1.14216365518404,1.41220665659793,44.6808510638298,21.2083071113908,10.7142857142857,16.4383561643836,22.8571428571429,20.7317073170732,15
"mcl1a","mcl1a",2.42266139242085,0.179384804128544,1.21502907593123e-09,3.00245834953366e-05,0.447,0.365,3.95850099218202,2.41810186416579,2.75842643515964,1.61864224465783,1.87261568912242,2.40794285115674,1.92439967050153,44.6808510638298,37.4449339207048,33.9285714285714,21.9178082191781,34.2857142857143,35.3658536585366,35
"tnrc6c1","tnrc6c1",4.94358010541714,0.058103237796664,1.44245018965527e-09,3.56443866365713e-05,0.723,0.612,6.46386020958972,4.8472801447152,4.8575460650691,5.12521364190073,6.23913781189311,4.29703684854029,2.77498601621181,72.3404255319149,61.7998741346759,55.3571428571429,56.1643835616438,68.5714285714286,57.3170731707317,35
"si:ch1073-469d17.2","si:ch1073-469d17.2",6.0442309521134,-1.25899821300454,1.54003686202882e-09,3.80558508975941e-05,0.021,0.685,0.128949065119278,10.3491598712661,4.15760805762898,10.4119577551414,3.81393346943899,9.13464578869956,4.31336265749953,2.12765957446809,70.1699181875393,50,68.4931506849315,48.5714285714286,67.0731707317073,60
"chchd2","chchd2",2.80091912207357,0.116167645041503,1.70634623393004e-09,4.21655217866453e-05,0.468,0.393,3.89487923713519,2.31123913965008,2.98524745193145,2.52867218434654,1.86385350700223,2.34193702815066,3.68060530629886,46.8085106382979,39.8993077407174,37.5,34.2465753424658,30,39.0243902439024,45
"h3f3b.1","h3f3b.1",1.51434388569967,0.446308008399458,2.82916811387652e-09,6.99115732620028e-05,0.511,0.161,3.97134548651825,0.766663881651656,0.498973207404825,1.37826373340695,0.453141347999304,1.43023022455194,2.10178931836475,51.063829787234,16.0478288231592,8.92857142857143,21.9178082191781,8.57142857142857,20.7317073170732,30
"mibp2","mibp2",1.65540488529485,0.884402412323446,3.5989230161425e-09,8.89329866518974e-05,0.617,0.104,7.49797642449376,0.486386632299201,0.934737001172362,0.836551825833524,0.349734975136524,0.831246608998201,0.651200729130367,61.7021276595745,9.88042794210195,14.2857142857143,12.3287671232877,8.57142857142857,17.0731707317073,10
"si:ch73-46j18.5","si:ch73-46j18.5",2.17386746315342,0.183996840973069,3.6709469395246e-09,9.07127698225923e-05,0.404,0.271,3.00381070206869,1.43689958112247,2.64063303594856,1.90410824226761,2.32903205901944,1.66993894655377,2.23264967509341,40.4255319148936,26.117054751416,39.2857142857143,31.5068493150685,38.5714285714286,23.1707317073171,30
"oaz2a","oaz2a",9.5341827137721,-1.10731128452243,3.97957103216304e-09,9.83391797757808e-05,0.106,0.778,0.61437986592143,10.1937039235965,10.6624082627922,12.042092966216,7.8424837127401,11.7320356139372,13.6521746512014,10.6382978723404,78.0994336060415,76.7857142857143,71.2328767123288,70,84.1463414634146,80
"eif3m","eif3m",1.42175882941906,0.516588656310536,4.28246766005896e-09,0.000105824058347717,0.617,0.143,4.80693028627431,0.685471175986666,0.972175428278561,0.826849923411273,0.622747403291097,0.636766457699933,1.40137113099158,61.7021276595745,14.6003775959723,17.8571428571429,10.958904109589,10,12.1951219512195,20
"eef2b","eef2b",1.13535296731418,0.507372841729275,4.90218401781406e-09,0.000121137869264203,0.489,0.143,3.99854418901631,0.650771020320145,0.420438403696729,0.914837858492768,0.492725151566499,1.12698324899907,0.343170899107756,48.936170212766,14.1598489616111,7.14285714285714,17.8082191780822,12.8571428571429,21.9512195121951,5
"cfl1","cfl1",4.28797424945587,0.0914077512831047,5.04739884084826e-09,0.000124726272756201,0.596,0.456,4.65140111136336,3.07681976934686,3.99105774313586,4.28502777608157,3.52704465130221,4.79989970232981,5.68456899263146,59.5744680851064,44.8080553807426,51.7857142857143,46.5753424657534,48.5714285714286,48.780487804878,60
"si:cabz01078386.1","si:cabz01078386.1",6.46637662310269,-1.04666901050727,5.12908812732519e-09,0.000126744896714333,0,0.748,0,8.54898968299528,9.06722876239644,8.14062678666444,5.47777390295679,7.13335266202707,6.8966645646788,0,75.7079924480805,78.5714285714286,73.972602739726,60,69.5121951219512,70
"hmgb1a","hmgb1a",3.12834936862856,0.248057074932279,5.13759005997489e-09,0.000126954987972039,0.596,0.362,6.00753029054705,2.69195796856707,1.39936034637993,3.57436514635508,1.78207216766254,5.27625636197411,1.16690329891411,59.5744680851064,36.3750786658276,23.2142857142857,41.0958904109589,28.5714285714286,50,15
"h1f0","h1f0",1.57640671217022,0.861912781942675,5.37233917211108e-09,0.000132755873282037,0.574,0.101,8.43980026453512,0.565691612705673,0.617528536370167,0.437713246881924,0.466324667466864,0.312552421386428,0.195236235845373,57.4468085106383,10.2580239144116,8.92857142857143,9.58904109589041,10,8.53658536585366,5
"sumo2b","sumo2b",1.5728015507258,0.165442083022934,7.02326422496167e-09,0.000173551882263028,0.447,0.265,2.75792306772077,1.47481123782728,1.20575828231475,1.91150038306455,1.58084879150045,1.32031580151847,0.758453291134334,44.6808510638298,27.2498426683449,17.8571428571429,27.3972602739726,27.1428571428571,20.7317073170732,10
"zgc:111986","zgc:111986",1.86139059274089,0.220149800729208,9.73319837567919e-09,0.000240517065061408,0.426,0.228,3.12913485635295,1.07789458576663,1.77293528448972,1.11685257211239,1.27193273462802,2.13549390644315,2.52549020939335,42.5531914893617,21.9634990560101,26.7857142857143,17.8082191780822,25.7142857142857,34.1463414634146,35
"syf2","syf2",1.46649010782123,0.157520985169024,1.45631573202191e-08,0.000359870180539935,0.404,0.253,2.70067725197935,1.31917175595185,2.1734361904523,0.76630884560868,1.19047261759469,1.34520771156037,0.770156381601351,40.4255319148936,26.0541220893644,33.9285714285714,12.3287671232877,24.2857142857143,21.9512195121951,10
"cox5aa","cox5aa",4.34477623682394,0.0367069497778358,1.49291627532926e-08,0.000368914540796613,0.553,0.554,4.51757246464182,3.94552370337751,4.55145433214848,3.08617746858113,3.04444750321764,3.74753063808569,7.52072754771532,55.3191489361702,56.7023285084959,62.5,41.0958904109589,42.8571428571429,47.5609756097561,65
"meig1","meig1",1.4252416608241,0.347534570980702,1.60715725308189e-08,0.000397144628809065,0.383,0.184,3.65399818692622,0.973851940441533,0.973717395008422,0.830357477138943,0.66808942201827,1.00057559513146,1.87610160910385,38.2978723404255,18.7539332913782,16.0714285714286,12.3287671232877,15.7142857142857,17.0731707317073,30
"h1fx","h1fx",1.6771013716967,0.379794232443553,1.84957847586733e-08,0.000457049337171575,0.255,0.18,4.45397134959011,1.23367650278187,1.68469505045098,1.13647153127548,1.77719430420696,0.686766582678147,0.766934280893305,25.531914893617,18.0616740088106,25,13.6986301369863,30,8.53658536585366,10
"cplx4a","cplx4a",6.03942754904601,-1.01974856394146,1.90633892482361e-08,0.000471075411713162,0.021,0.758,0.148424107043466,8.80220009259679,9.22197709075025,6.62503279404637,5.99807768499832,5.81606901918233,5.66421205470456,2.12765957446809,78.0365009439899,78.5714285714286,65.7534246575342,65.7142857142857,54.8780487804878,50
"tmem237a","tmem237a",10.0432617004287,-1.0754209535989,2.76095744983972e-08,0.000682260195429894,0.106,0.791,0.795135422732943,11.143407820909,13.9624694744472,9.51053672420454,6.82206563607487,12.9781855985211,15.0910312261111,10.6382978723404,79.4839521711768,83.9285714285714,72.6027397260274,70,79.2682926829268,90
"otx5","otx5",1.20172140258605,0.499146104289284,3.74849557405173e-08,0.000926290741303923,0.511,0.141,4.14554070906459,0.671411089752999,0.747717795610218,1.00641698836695,0.529809431171507,0.674510108643562,0.636643695492501,51.063829787234,13.9710509754563,12.5,20.5479452054795,12.8571428571429,13.4146341463415,10
"cnbpa","cnbpa",1.54265122869258,0.184954126949181,6.46744970641789e-08,0.00159817149695293,0.298,0.219,2.94052161345731,1.05515606644853,0.837433818595576,0.997541200684687,1.63239437318607,1.39793963870653,1.93757188976933,29.7872340425532,22.0264317180617,12.5,16.4383561643836,27.1428571428571,24.390243902439,30
"snrpf","snrpf",1.36442638952508,0.302683101920353,1.06769217763026e-07,0.00263837414014214,0.426,0.172,2.96795070366469,0.865426535636182,0.654194434521271,0.474161151869399,1.49280960372002,0.921033568816682,2.17540872844729,42.5531914893617,17.4952800503461,10.7142857142857,8.21917808219178,22.8571428571429,17.0731707317073,30
"ppdpfb","ppdpfb",7.42471890624033,0.0336957335713817,1.27540969157952e-07,0.00315166488886215,0.681,0.576,7.70620184546506,6.11657330575572,7.10762566365812,5.31926209047583,7.00980763151686,4.81761284462671,13.895948962184,68.0851063829787,57.1428571428571,58.9285714285714,54.7945205479452,72.8571428571428,48.780487804878,85
"AC024175.17","AC024175.17",2.67144893840269,0.0649433185494243,1.78648933162134e-07,0.00441459378736949,0.34,0.38,3.356848384776,2.43923729702616,2.66675051795168,2.75264061671436,2.98314053225941,2.34566989387627,2.15585532621493,34.0425531914894,38.2001258653241,39.2857142857143,36.986301369863,44.2857142857143,32.9268292682927,20
"elof1","elof1",1.67725659849504,0.0942121643842221,1.82525792529972e-07,0.00451039485920814,0.404,0.309,2.88080795164823,1.77111121409022,1.26582580946553,1.64626822359607,1.02476521507042,1.25717867203104,1.89483910356379,40.4255319148936,32.15859030837,19.6428571428571,27.3972602739726,22.8571428571429,24.390243902439,30
"cct5","cct5",1.25803696838468,0.171612662327583,1.92191948940998e-07,0.004749255250281,0.319,0.223,1.95129159392379,1.09273990203463,0.979696957557132,0.759654034820764,0.830034612456183,1.27738067622035,1.91546100167989,31.9148936170213,23.096286972939,17.8571428571429,10.958904109589,15.7142857142857,21.9512195121951,35
"selt1a","selt1a",2.63225149194996,0.0894436895246393,2.24726244456613e-07,0.00555321022676736,0.34,0.385,3.54943092916002,2.31753541009886,2.328200879437,3.71116772487758,2.25397717877819,2.73226981280064,1.53317850849739,34.0425531914894,38.6406544996853,32.1428571428571,47.945205479452,35.7142857142857,36.5853658536585,25
"syncrip","syncrip",1.15478879810493,0.25194893731636,2.59041617795202e-07,0.00640117741733724,0.426,0.194,2.87794857124713,0.979979428620959,0.705120623267579,1.26049717767477,1.14186260260797,1.11811318331609,0,42.5531914893617,19.7608558842039,12.5,16.4383561643836,24.2857142857143,19.5121951219512,0
"prelid3b","prelid3b",1.27697835458865,0.160395140298887,2.9194161232909e-07,0.00721416918226415,0.362,0.231,2.61019862666232,1.26443881583382,0.978568781305736,0.837333796329825,0.558657448605967,0.784476266085755,1.90517474729715,36.1702127659575,24.5437382001259,12.5,15.0684931506849,11.4285714285714,18.2926829268293,30
"snrpb","snrpb",1.32280676147368,0.231020400932274,3.06702301900543e-07,0.00757892058226431,0.362,0.196,2.68512555838937,0.992167585796083,1.34467857388831,1.20333271495924,0.831504416261015,1.17249360815088,1.03034487287087,36.1702127659575,19.8867212083071,19.6428571428571,19.1780821917808,12.8571428571429,21.9512195121951,15
"ppp1r15a","ppp1r15a",1.24539113987105,0.773786279615037,3.07473307260174e-07,0.00759797289570616,0.66,0.093,6.71712958773605,0.461836488509339,0.286409023067195,0.185176788473275,0.547782743474104,0.519403347837385,0,65.9574468085106,9.75456261799874,5.35714285714286,2.73972602739726,12.8571428571429,8.53658536585366,0
"si:ch211-251b21.1","si:ch211-251b21.1",6.37171021956525,2.13652286343325,3.47001099922092e-07,0.00857474418017483,0.638,0.048,39.4596006502777,0.391610117203976,0.468179527989296,1.35583499858332,0.0447547440028643,1.4337860441845,1.44820545471511,63.8297872340426,4.59408432976715,5.35714285714286,8.21917808219178,1.42857142857143,7.31707317073171,10
"CABZ01075268.2","CABZ01075268.2",1.36165493334099,0.219074866394704,3.57810122979084e-07,0.00884184594893614,0.383,0.209,2.82688242918901,1.05613818707522,0.671057720020585,1.43820904739098,0.727858567328062,1.06048088940332,1.75095769297973,38.2978723404255,21.4600377595972,12.5,21.9178082191781,15.7142857142857,19.5121951219512,20
"seta","seta",1.63890660237595,0.131921631863632,3.63104801719643e-07,0.0089726827552941,0.319,0.249,2.33255280317452,1.26871965983239,1.51496625142818,2.28985223900312,1.47562976940179,1.49913676144373,1.09148873234794,31.9148936170213,24.5437382001259,23.2142857142857,32.8767123287671,24.2857142857143,28.0487804878049,15
"zgc:56493","zgc:56493",2.25636514710557,0.062745536468224,3.70304800192053e-07,0.00915060191754582,0.383,0.344,2.47984335413465,1.87629202601583,2.40437054304581,2.13981956928666,2.76866110256342,2.35733178300038,1.76823765169226,38.2978723404255,34.1095028319698,25,35.6164383561644,42.8571428571429,39.0243902439024,35
"mt-nd2","mt-nd2",49.2988327597456,-1.19209919658948,3.95397913083077e-07,0.00977067783019591,0.936,0.993,16.4590538020931,61.6194992010974,52.6154350332944,55.6692048943964,65.2295765903476,47.3389424380733,46.160117358917,93.6170212765958,99.1818753933291,100,100,100,100,100
"tmsb2","tmsb2",1.44013183384629,0.274733684372124,4.41385600519163e-07,0.010907079574429,0.383,0.182,3.06135866228723,0.97117108938606,1.09970579544145,1.22346022253315,1.45115863290572,0.777547953129622,1.4965204812408,38.2978723404255,18.1875393329138,14.2857142857143,17.8082191780822,25.7142857142857,13.4146341463415,25
"mgst3b","mgst3b",1.35144301741617,0.213799483327671,4.53192976213946e-07,0.0111988516352228,0.447,0.196,2.7027223018562,0.978434339781486,1.48732387533368,1.08021803183952,0.790282402220561,1.11621262605919,1.30490754482256,44.6808510638298,19.5091252359975,25,19.1780821917808,14.2857142857143,23.1707317073171,20
"gngt1","gngt1",25.7108982678912,-1.21294041138296,4.70984491357775e-07,0.011638497765942,0.34,0.939,4.28227899772,23.2392675792434,28.7423255142535,29.2295537272785,28.8905492986468,30.3591290207306,35.2331837373658,34.0425531914894,93.7067337948395,94.6428571428571,93.1506849315068,95.7142857142857,97.5609756097561,90
"ptmaa","ptmaa",13.0540740492012,-0.171649116615142,5.33508284400561e-07,0.0131835232158223,0.745,0.815,10.4668981546887,11.004198788511,14.5176045465356,13.182848934022,15.4973780503144,13.5314625258012,13.1781273445357,74.468085106383,81.057268722467,83.9285714285714,82.1917808219178,84.2857142857143,81.7073170731707,95
"chd4b","chd4b",1.8391847053779,0.071158992141925,5.57944327906926e-07,0.0137873622869081,0.383,0.317,2.63684436575672,1.76165205378197,1.87414214111199,1.7537377474788,1.71776044877405,1.52689173564629,1.60326444509546,38.2978723404255,32.0956576463184,28.5714285714286,30.1369863013699,32.8571428571429,26.8292682926829,30
"serf2","serf2",2.44826987746089,0.0340938807068619,6.1720963458293e-07,0.0152518672801788,0.404,0.383,3.13065844817143,2.33091576978303,1.9891136474578,2.21318340553147,2.49759036930994,2.46661529274412,2.50981220922847,40.4255319148936,39.3958464443046,26.7857142857143,31.5068493150685,35.7142857142857,34.1463414634146,35
"tomm20b","tomm20b",1.72899935968626,0.118233817515369,6.46816279290791e-07,0.0159834770775547,0.383,0.261,2.52777873141996,1.35444240200726,1.91240932848689,1.72355114493739,1.4170570953564,1.32651327007025,1.84124354552564,38.2978723404255,26.1799874134676,26.7857142857143,27.3972602739726,27.1428571428571,20.7317073170732,35
"mcl1b","mcl1b",1.32111752665994,0.257191072409557,6.70976028288946e-07,0.0165804886350481,0.319,0.181,3.58825109075244,0.984787847910022,0.776887450821929,0.901082222865874,1.31487355065154,0.679265033000721,1.00267549061705,31.9148936170213,18.2504719949654,14.2857142857143,16.4383561643836,27.1428571428571,12.1951219512195,15
"hmgn3","hmgn3",1.60283436616607,0.0671804559477806,7.82483029356421e-07,0.0193359381384265,0.426,0.313,2.51659072376326,1.73960568931489,1.79682100773245,1.38522971141992,2.15098416236861,1.28554370610648,0.345065562456867,42.5531914893617,32.5361862806797,26.7857142857143,23.2876712328767,34.2857142857143,20.7317073170732,5
"tcf12","tcf12",1.27856948904269,0.729484342037367,8.31665420335696e-07,0.0205512842019154,0.617,0.092,6.64510725728063,0.467316599538993,0.207249607526135,0.539265070840793,0.357807772768776,0.44768900169416,0.285551113649343,61.7021276595745,9.69162995594714,3.57142857142857,8.21917808219178,4.28571428571429,8.53658536585366,5
"syt5a","syt5a",6.09264212393393,-0.928864119315971,1.07505898334067e-06,0.0265657825373312,0.085,0.746,0.399469797818833,7.83590885748841,6.44292071156444,7.85780612692613,6.55355630787308,7.20131843552775,6.3575146303389,8.51063829787234,75.8338577721838,64.2857142857143,71.2328767123288,65.7142857142857,69.5121951219512,70
"eif3i","eif3i",1.04860430435684,0.416579685926728,1.12817996622482e-06,0.0278784551453815,0.489,0.135,3.79960951888814,0.671273953176881,0.384773534664141,0.960845097082301,0.700048118469587,0.538128794567489,0.285551113649343,48.936170212766,13.9710509754563,7.14285714285714,16.4383561643836,11.4285714285714,10.9756097560976,5
"ptp4a1","ptp4a1",1.0641513558751,0.231056166950984,1.14260789397979e-06,0.0282349836681346,0.404,0.188,2.67153368666408,0.929848456872644,0.730904379009107,0.638820615428716,1.22094152285773,0.927412939719942,0.3295978905735,40.4255319148936,19.6349905601007,12.5,8.21917808219178,22.8571428571429,17.0731707317073,5
"clk4a","clk4a",1.40404565467217,0.173723703854656,1.17121538693685e-06,0.0289419034265964,0.426,0.21,2.5579780969771,1.07544632953812,1.2579910451645,1.39366493856959,1.52208945113667,1.0805623956509,0.940587325668344,42.5531914893617,20.8307111390812,17.8571428571429,21.9178082191781,28.5714285714286,19.5121951219512,20
"tmco1","tmco1",1.18952465862058,0.172952198094388,1.37174705700864e-06,0.0338972415257404,0.362,0.211,2.38396485748851,1.06153578342144,1.39665145585023,0.672049493802727,0.671660738564565,1.08196485368836,1.05884542752824,36.1702127659575,21.8376337319069,21.4285714285714,10.958904109589,15.7142857142857,20.7317073170732,15
"GABARAPL1","GABARAPL1",1.99526631237901,0.0692640311893512,1.5508395821757e-06,0.0383227969151438,0.319,0.3,2.07026636527885,1.6678003840494,1.56763641596217,2.23271443175434,1.56626306121524,2.0715335163076,2.79065001208545,31.9148936170213,30.0818124606671,26.7857142857143,30.1369863013699,30,31.7073170731707,25
"pfn2","pfn2",1.28717398612499,0.222305539030189,1.5810267590694e-06,0.039068752243364,0.383,0.18,2.61009382853785,0.835037791299614,0.97650143429641,1.0895092767565,0.951365724170257,0.7663002628474,1.78140958496691,38.2978723404255,17.9358086847074,16.0714285714286,17.8082191780822,22.8571428571429,15.8536585365854,25
"ndufs7","ndufs7",7.31237610939587,-0.9467664169253,1.92398942579743e-06,0.0475437027008803,0.149,0.793,0.865185185225762,9.10816876660017,8.62794240747789,5.78558326499519,7.65863421158044,9.06040759935831,10.0807113305333,14.8936170212766,80.8055380742605,73.2142857142857,56.1643835616438,71.4285714285714,80.4878048780488,80
"b2ml","b2ml",1.1923028231332,0.244637974852156,2.09581846642699e-06,0.0517897701238773,0.468,0.171,3.10269491925307,0.858007477690643,1.5611562278585,1.00330801864182,0.715477280778847,0.901477469696463,0.203998368013056,46.8085106382979,17.4952800503461,19.6428571428571,15.0684931506849,12.8571428571429,15.8536585365854,5
"gnb5b","gnb5b",5.12530218181429,-0.896389881419286,2.24968210814699e-06,0.0555918945744203,0.043,0.705,0.200227568988754,6.93320319479334,7.24061003694749,6.90653000671417,5.14657625248983,5.38272374223508,4.06724447053141,4.25531914893617,72.3725613593455,58.9285714285714,67.1232876712329,55.7142857142857,63.4146341463415,50
"cct7","cct7",1.01329395201117,0.347703907520546,2.56349555311997e-06,0.0633465386131476,0.447,0.142,3.28919992631658,0.673447228412573,1.09419114569232,0.762180963886791,0.7032281143591,0.570810285410818,0,44.6808510638298,14.5374449339207,16.0714285714286,15.0684931506849,11.4285714285714,12.1951219512195,0
"si:dkey-17e16.15","si:dkey-17e16.15",5.77462812704586,-0.879868216513385,2.60837155687958e-06,0.0644554695420513,0,0.683,0,6.51463878399245,8.72541622969364,6.95404067294712,5.58512875866903,5.05639322116368,7.58677922285506,0,69.2888609188169,69.6428571428571,67.1232876712329,62.8571428571429,52.4390243902439,70
"cnbpb","cnbpb",3.18795582926164,0.00530505222969302,2.63183252954493e-06,0.0650352136375847,0.596,0.478,3.94376760571488,3.084999564134,4.06467857802531,3.55451104127456,2.23763670719037,2.70292767720637,2.72716963128597,59.5744680851064,48.5210824417873,46.4285714285714,49.3150684931507,37.1428571428571,43.9024390243902,45
"grk7a","grk7a",4.45459967253427,-0.914808151913932,2.67468421561371e-06,0.0660941216520305,0,0.651,0,6.54690395653353,4.16329285843228,6.39628918041494,4.7875555897814,6.49435400093574,2.79380212164202,0,67.0862177470107,46.4285714285714,58.9041095890411,57.1428571428571,59.7560975609756,30
"h2afva","h2afva",1.20817129270538,0.188627109357231,2.89063888372662e-06,0.0714305774557684,0.362,0.196,2.34281534589152,0.990813325430788,1.00070513032423,1.05785086155418,1.06536547388324,0.795988796341362,1.20366011551231,36.1702127659575,20.0755191944619,16.0714285714286,19.1780821917808,20,13.4146341463415,20
"man2a2","man2a2",1.78595233294983,0.0828860037804437,3.09506201261791e-06,0.0764820773938013,0.426,0.293,2.77352546141722,1.71099266676999,1.68094590235282,2.2988651098039,1.65088770296374,1.92519487479501,0.461254612546125,42.5531914893617,29.7042164883575,23.2142857142857,32.8767123287671,27.1428571428571,29.2682926829268,5
"si:ch211-113d22.2","si:ch211-113d22.2",9.29007574157245,0.0924444783903795,3.09811678124585e-06,0.0765575637813663,0.447,0.665,8.68902683860363,7.40886440879735,11.1421057557696,8.37067845683789,8.4607342436948,11.3923095017021,9.56681098560171,44.6808510638298,65.5129011957206,73.2142857142857,65.7534246575342,70,75.609756097561,80
