"","Row.names","baseMean","avg_logFC","p_val","p_val_adj","pct.1","pct.2","L","M1","M3","M4","S","UV","pctL","pctM1","pctM3","pctM4","pctS","pctUV"
"pde6c","pde6c",16.8205292913286,-0.424364725706919,6.42093533242881e-06,0.158667732999648,0.871,0.924,19.6928841970825,16.9325447531659,19.8454135854125,14.1131271529618,18.5441885286058,11.7950175307434,92.8886091881687,94.6428571428571,90.4109589041096,87.1428571428571,85.3658536585366,85
"si:ch211-81a5.8","si:ch211-81a5.8",5.89003718459575,-0.658788577747893,6.62711026688099e-06,0.163762521804896,0.257,0.482,9.65564367454182,2.53209933121784,6.55946226683629,4.12295726890147,11.1741909094117,1.29586965666539,49.4021397105098,26.7857142857143,38.3561643835616,25.7142857142857,56.0975609756098,20
"si:ch211-285j22.3","si:ch211-285j22.3",11.68457222688,-0.378968381140588,8.98226869712617e-06,0.221960841774685,0.857,0.888,14.6178143127495,12.866893064432,11.5626465289762,9.80537460021023,11.6785259725819,9.57617888233042,89.8678414096916,87.5,78.0821917808219,85.7142857142857,82.9268292682927,75
"rsrp1","rsrp1",3.00171596729307,0.290110521173421,1.3234009953886e-05,0.327025619970476,0.514,0.394,2.56121471598928,4.25442590994686,1.93987091679491,4.52913503946583,2.6641545937754,2.06149462778615,40.2139710509755,48.2142857142857,26.027397260274,51.4285714285714,32.9268292682927,25
"arr3a","arr3a",31.0242562941333,-0.39249622039055,1.33540697008959e-05,0.329992416378838,0.914,0.942,53.6793538220659,32.5667996157056,43.1961252687286,37.1546350343565,13.8969773959283,5.65164662801467,96.8533668974198,94.6428571428571,91.7808219178082,91.4285714285714,58.5365853658537,40
"ndrg4","ndrg4",4.04372141406289,0.339690078007337,1.43661227200782e-05,0.355001258535852,0.571,0.389,2.99449091589311,4.81854355605227,4.73268253847111,5.59861163456881,2.68057288773963,3.43742695165243,38.3889238514789,48.2142857142857,43.8356164383562,57.1428571428571,36.5853658536585,45
"mid1ip1b","mid1ip1b",9.8268519979881,-0.33161053899333,1.70498760352668e-05,0.421319486707479,0.714,0.831,11.4634779000458,11.4447424077864,9.84077425073287,7.12461167090093,10.5066298071497,8.58087595131288,83.4487098804279,82.1428571428571,82.1917808219178,71.4285714285714,80.4878048780488,70
"slc25a3a","slc25a3a",11.6451748515145,-0.389873627259368,1.70779911842099e-05,0.42201424015301,0.643,0.842,11.9085078499262,11.3760899780444,9.42403581862184,8.08105153878629,12.6822871960015,16.3990767277071,84.6444304594084,80.3571428571429,75.3424657534247,64.2857142857143,82.9268292682927,95
"eml1","eml1",2.86429934046307,-0.413975797776073,1.78291172560778e-05,0.44057531651494,0.229,0.425,3.913437790163,2.59802324529231,3.6213423393249,1.38580161283353,4.76831235549756,0.898878699667138,43.5494021397105,33.9285714285714,35.6164383561644,22.8571428571429,41.4634146341463,15
"calm2b","calm2b",3.82575997633291,0.293541464215674,3.07934312454616e-05,0.760936479506601,0.586,0.414,2.91609794238255,3.73860475206334,2.31152251278229,5.39483115147975,4.00221536884042,4.59128813044908,41.4726242920076,37.5,35.6164383561644,58.5714285714286,46.3414634146341,50
"cdk5r2b","cdk5r2b",4.76606323413776,-0.346153201437312,3.41348353816898e-05,0.843505917116937,0.471,0.687,6.61761271472174,4.22455218137394,5.40278302860831,3.91869965435621,5.91243225320532,2.52029957256106,70.6104468219006,53.5714285714286,56.1643835616438,47.1428571428571,63.4146341463415,30
"zgc:195245","zgc:195245",12.804683015816,-0.357187633004051,5.08027616406644e-05,1,0.743,0.87,14.6645474582334,13.6700005183427,12.3872265554516,10.0836743792315,11.0593236599706,14.9633255236663,87.7910635619887,87.5,78.0821917808219,74.2857142857143,78.0487804878049,90
"map4l","map4l",2.93861411963227,0.302900911575338,5.58691383234327e-05,1,0.486,0.344,2.31982322633733,3.30074800178371,2.55334422512254,4.23163052445453,1.9213525160082,3.30478622408733,34.550031466331,39.2857142857143,32.8767123287671,48.5714285714286,29.2682926829268,35
"mt-co2","mt-co2",332.239349505105,0.0900921516847637,6.1246935189384e-05,1,1,1,341.936505986668,333.440425802685,321.171496649758,391.943255557275,265.267198753439,339.677214280806,100,100,100,100,100,100
"thrb","thrb",1.43816557856328,-0.334729886185874,7.03394596872226e-05,1,0.286,0.513,4.89581706436118,0.178037316621564,0.622783098823476,2.14331544725425,0.789040544319233,0,57.5833857772184,1.78571428571429,10.958904109589,28.5714285714286,12.1951219512195,0
"si:dkey-65b13.13","si:dkey-65b13.13",5.27861950206171,-0.330553248016972,7.38320494546733e-05,1,0.386,0.57,5.18330673167516,6.96573116113461,4.94811568553565,2.89141297307393,6.75523438846773,4.92791607248321,56.6393958464443,62.5,57.5342465753425,38.5714285714286,62.1951219512195,45
"zfand5b","zfand5b",1.91374613469911,-0.334531116632868,8.69693152019971e-05,1,0.186,0.408,3.12397479078181,1.4187169580785,2.33492894827118,1.14521032459783,2.26146318010575,1.19818260635958,42.7312775330396,19.6428571428571,30.1369863013699,18.5714285714286,34.1463414634146,15
"atp1b2b","atp1b2b",10.6800938713945,-0.356867233142286,0.000107548250534937,1,0.729,0.783,10.8402738477471,8.28196487044961,15.0808158917248,7.20486142949708,15.1521042297062,7.52054295924227,77.9735682819383,76.7857142857143,86.3013698630137,72.8571428571428,80.4878048780488,70
"clul1","clul1",11.0314024938238,-0.307471989310785,0.0001279767202827,1,0.7,0.848,11.0705030975685,13.3656651193838,12.0105015009195,7.6887155092593,11.1616341045042,10.8913956313074,85.4625550660793,83.9285714285714,75.3424657534247,70,85.3658536585366,65
"si:ch73-141c7.1","si:ch73-141c7.1",4.50196444295341,-0.362816698200121,0.000140895252329607,1,0.343,0.559,5.38092351063971,3.83095456570354,5.68243239192204,3.26754514091503,7.25232798559162,1.59760306294848,56.5764631843927,46.4285714285714,54.7945205479452,34.2857142857143,58.5365853658537,25
"unc119b","unc119b",8.1162795173499,-0.3195127167094,0.000148187078166452,1,0.686,0.769,9.69148494197962,6.48966230641177,9.28572426887874,6.29835412003338,9.12963900082093,7.80281246597498,78.1623662680931,62.5,73.972602739726,68.5714285714286,67.0731707317073,70
"prph2b","prph2b",9.82111931844318,-0.325244321901525,0.00015808250381411,1,0.657,0.796,9.17107251338539,12.3114831066417,9.42401937348513,6.64941955847123,10.2268256483061,11.1438957103696,79.6727501573316,87.5,75.3424657534247,65.7142857142857,76.8292682926829,75
"cox4i2","cox4i2",4.03289716716568,-0.30314545015671,0.000160891413280903,1,0.457,0.634,5.74484533493189,3.76352387952258,5.42080350406524,3.56121023533975,4.04424450097905,1.66275554815559,65.1982378854625,42.8571428571429,61.6438356164384,45.7142857142857,54.8780487804878,20
"atp5g3b","atp5g3b",12.3433226985214,-0.295876952804765,0.00016369024556278,1,0.843,0.89,13.2086511889628,12.2284079872591,10.7063445301956,9.60260433722889,13.8284460702795,14.4854820772026,89.6790434235368,78.5714285714286,80.8219178082192,84.2857142857143,89.0243902439024,90
"gngt2a","gngt2a",50.3825348845468,-0.553946441285577,0.000263617618546086,1,0.971,0.979,94.9970639696525,23.1902907256505,33.2869860744237,66.1049666707758,42.8200474881121,41.8958543786666,98.5525487728131,92.8571428571429,95.8904109589041,97.1428571428571,93.9024390243902,85
"si:dkeyp-57d7.4","si:dkeyp-57d7.4",1.64939793792592,-0.37109535509736,0.000264798629325989,1,0.129,0.336,3.62563703195406,1.02783447349336,2.78444235520755,1.14392199184287,0.831755073101572,0.482796701956122,35.9345500314663,8.92857142857143,27.3972602739726,12.8571428571429,15.8536585365854,10
"cplx4a","cplx4a",7.02126145604644,-0.302347316319863,0.000328415165106048,1,0.657,0.762,8.80220009259679,9.22197709075025,6.62503279404637,5.99807768499832,5.81606901918233,5.66421205470456,78.0365009439899,78.5714285714286,65.7534246575342,65.7142857142857,54.8780487804878,50
"ndufa4l","ndufa4l",11.0714703638459,-0.316453730451868,0.000336811042137202,1,0.757,0.876,12.4769467332011,10.8619909623185,9.07407235542757,9.04949766720598,12.2621545210367,12.7041599438858,88.2945248584015,83.9285714285714,76.7123287671233,75.7142857142857,86.5853658536585,85
"CABZ01061884.1","CABZ01061884.1",6.68041185159891,-0.292575886662332,0.000346243461327617,1,0.586,0.759,8.05468574553764,6.56828789037937,6.50904020984902,5.3536910436095,5.94954459454092,7.64722162567701,77.0925110132159,66.0714285714286,71.2328767123288,58.5714285714286,60.9756097560976,85
"slc25a33","slc25a33",2.16456645176514,-0.321263059931738,0.000387880620150937,1,0.214,0.386,2.81351587861351,1.6955666785666,3.06440558359051,1.07547183399581,3.70826207051106,0.630176665313347,39.332913782253,21.4285714285714,39.7260273972603,21.4285714285714,40.2439024390244,15
"rho","rho",89.8660713921179,0.341199089290746,0.000412382642991872,1,1,0.98,66.7911232023944,87.9911487294546,82.8627527076052,95.6516893416252,95.0444874128697,110.855226958758,97.8602894902454,100,97.2602739726027,100,98.780487804878,100
"histh1l","histh1l",6.5176582706618,-0.313905958373069,0.00045657875742223,1,0.571,0.617,7.21373851043713,6.97623681568854,6.61000778677859,4.24778077927731,5.22330340363545,8.83488232815378,62.4921334172435,55.3571428571429,53.4246575342466,57.1428571428571,53.6585365853659,80
"fscn2b","fscn2b",2.51967593155862,-0.297865774101496,0.000457877048769536,1,0.257,0.438,3.25397523753113,2.18012200914343,3.03949517311212,1.67620577035895,2.54032127002131,2.42793612918476,44.9968533668974,30.3571428571429,43.8356164383562,25.7142857142857,32.9268292682927,30
"ptmaa","ptmaa",13.48527003162,0.235151700942606,0.000546797457473911,1,0.843,0.814,11.004198788511,14.5176045465356,13.182848934022,15.4973780503144,13.5314625258012,13.1781273445357,81.057268722467,83.9285714285714,82.1917808219178,84.2857142857143,81.7073170731707,95
"opn1lw1","opn1lw1",34.7519465996631,-0.526557926037079,0.000567619528742671,1,0.9,0.854,95.7374368610778,3.32162698623805,8.10744705916531,59.9972371328832,23.4295055308737,17.9184260277404,91.567023285085,33.9285714285714,39.7260273972603,90,47.5609756097561,65
"vamp1","vamp1",2.64863833389194,0.287872024014704,0.000574872316751718,1,0.443,0.277,1.79095764485562,2.39822854312555,2.68958018977847,3.41457771107773,1.71692010821267,3.88156580630164,27.5645059786029,30.3571428571429,32.8767123287671,44.2857142857143,23.1707317073171,30
"si:cabz01078386.1","si:cabz01078386.1",7.54410606028647,-0.273632097645051,0.000661847642258148,1,0.6,0.754,8.54898968299528,9.06722876239644,8.14062678666444,5.47777390295679,7.13335266202707,6.8966645646788,75.7079924480805,78.5714285714286,73.972602739726,60,69.5121951219512,70
"es1","es1",98.5277866958165,-0.444896053568919,0.000664989070840921,1,0.957,0.935,66.3468546420144,139.359373850978,100.396294428054,51.9248238672501,120.095022872184,113.044350514418,92.825676526117,100,98.6301369863014,95.7142857142857,98.780487804878,90
"cox7a2a","cox7a2a",10.2641873234539,-0.264075661229032,0.000695372118873808,1,0.743,0.841,10.924393278528,8.968286652311,10.1911849184597,8.09236647166307,10.4924580490513,12.9164345707105,84.8332284455633,76.7857142857143,76.7123287671233,74.2857142857143,82.9268292682927,80
"s100a10b","s100a10b",2.79618380154947,0.26524611084238,0.00073349162262045,1,0.443,0.34,2.27056321329365,2.90083754427311,2.81630914853525,4.04091205192066,2.19612084132052,2.55236000995365,33.920704845815,28.5714285714286,38.3561643835616,44.2857142857143,32.9268292682927,40
"camkk1b","camkk1b",2.04814051793402,-0.402061112867074,0.000739217322741385,1,0.157,0.285,2.91585599122396,0.958739429593232,2.84251393982787,1.06345740868947,3.73992852266414,0.768347815605465,29.137822529893,14.2857142857143,27.3972602739726,15.7142857142857,29.2682926829268,15
"tkta","tkta",3.06047830317063,0.217295979065785,0.000880090099647048,1,0.514,0.386,2.61599078710075,1.89451592957836,2.74764981662671,4.2502915657987,2.24741847431025,4.60700324560904,39.332913782253,23.2142857142857,35.6164383561644,51.4285714285714,32.9268292682927,60
"arl3l1","arl3l1",5.20347615822572,-0.267020463118374,0.00104998510015802,1,0.629,0.701,7.32976798681754,4.93601424431526,5.69443411563546,4.94823317677974,6.08064806925291,2.2317593565534,71.8061674008811,60.7142857142857,53.4246575342466,62.8571428571429,67.0731707317073,30
"atp5l","atp5l",10.1601370050877,-0.272566390281152,0.00106832459543185,1,0.829,0.851,11.395908494573,8.89517620020316,7.84260868740276,8.63459135471589,11.9311145022561,12.2614227913756,86.469477658905,73.2142857142857,61.6438356164384,82.8571428571429,85.3658536585366,90
"ip6k2a","ip6k2a",7.90865372975061,-0.257690165736121,0.00107075337982199,1,0.614,0.729,7.69966749441672,8.92741036041757,8.26637166514206,5.45000525407469,8.14609813841767,8.96236946603495,72.8130899937067,67.8571428571429,69.8630136986301,61.4285714285714,78.0487804878049,80
"ndufa1","ndufa1",4.18532511787364,-0.251207584966525,0.00131948156875226,1,0.429,0.625,5.30310758502927,3.29591617245154,3.6666790525186,3.46422081161146,5.1664076124615,4.21561947316948,63.9395846444305,39.2857142857143,50.6849315068493,42.8571428571429,64.6341463414634,45
"slc1a2a","slc1a2a",4.24849240591859,-0.353721869955993,0.00135247084038998,1,0.443,0.443,5.92173710507021,2.67324150650022,7.23443333554274,3.04222971368687,5.31404458638664,1.30526818832486,44.8709880427942,37.5,43.8356164383562,44.2857142857143,46.3414634146341,15
"slc24a2","slc24a2",9.85738116476035,-0.275781088801627,0.0013955069595109,1,0.786,0.788,10.8734299967587,7.4107866426606,11.7824046613817,8.60215089940954,13.0713400757274,7.40417471262415,79.2322215229704,69.6428571428571,78.0821917808219,78.5714285714286,80.4878048780488,65
"ndrg1b","ndrg1b",9.74838864742307,-0.442469330058509,0.00145231609139855,1,0.543,0.591,11.5784425269764,12.812980738243,5.19241205587779,6.44453958776334,9.91747381343155,12.5444831622464,59.0937696664569,69.6428571428571,42.4657534246575,54.2857142857143,64.6341463414634,70
"ndufb2","ndufb2",5.87582820114277,-0.244668461059798,0.00163197620481792,1,0.586,0.717,6.87912747933364,5.21966650026349,6.19941779548167,4.75028447419899,5.67024067613395,6.53623228144489,72.8760226557583,58.9285714285714,68.4931506849315,58.5714285714286,65.8536585365854,50
"camk1ga","camk1ga",5.1566516804181,-0.265518446370088,0.00164624187704716,1,0.457,0.546,4.86830038656134,3.75197646904787,5.6121019553357,3.34863548605472,7.6921034758772,5.66679230963179,54.8772813089994,39.2857142857143,56.1643835616438,45.7142857142857,56.0975609756098,65
"mt-nd4","mt-nd4",64.4018963174265,0.114042866870234,0.00165303166371061,1,1,0.995,68.0719995201785,58.5252482242893,63.4768508819029,83.1834614190166,48.9082650696191,64.2455527895528,99.6224040276904,100,98.6301369863014,100,96.3414634146341,100
"pcp4a","pcp4a",3.69440837284519,0.237510140126789,0.00174396216405406,1,0.514,0.398,2.92515956659647,3.68222864343379,3.88832870899475,4.42013410318429,3.00445021332654,4.24614900153529,40.1510383889239,35.7142857142857,42.4657534246575,51.4285714285714,29.2682926829268,55
"leo1","leo1",2.81174943058219,-0.280224262057651,0.00185563394489988,1,0.357,0.519,5.14368064417989,2.58008219036899,2.00518026501933,3.39543417263912,2.10677991455295,1.63933939673289,54.940213971051,37.5,28.7671232876712,35.7142857142857,31.7073170731707,20
"grk7a","grk7a",5.19703295128999,-0.289865002809997,0.00191851398230767,1,0.571,0.654,6.54690395653353,4.16329285843228,6.39628918041494,4.7875555897814,6.49435400093574,2.79380212164202,67.0862177470107,46.4285714285714,58.9041095890411,57.1428571428571,59.7560975609756,30
"FP017274.1","FP017274.1",1.88211109349453,0.243220941629016,0.00200634327718287,1,0.471,0.258,1.5288352674179,1.13850894813423,2.10772336345357,2.75005875394512,1.87850360955574,1.88903661846061,25.8653241032096,21.4285714285714,28.7671232876712,47.1428571428571,24.390243902439,25
"si:dkey-16p21.8","si:dkey-16p21.8",10.8651258147065,0.2295744416445,0.00210672760189147,1,0.757,0.674,6.84917262799303,7.14930011574059,7.43503495240657,9.9624434206652,10.9299172389013,22.8648865325323,67.0862177470107,58.9285714285714,65.7534246575342,75.7142857142857,74.390243902439,90
"atp2b1b","atp2b1b",4.91792067439045,-0.233009254739578,0.00215098799915591,1,0.614,0.701,6.55192555678182,4.65253135436739,5.21841851387197,4.29014436131972,5.24857008353135,3.54593417647045,72.4354940213971,55.3571428571429,54.7945205479452,61.4285714285714,57.3170731707317,35
"tob1a","tob1a",6.4255912200395,-0.249388082076149,0.00225365754384733,1,0.6,0.707,7.73120656241209,8.60215707738101,7.00436017578618,4.8753376977464,6.07943521345467,4.26105059345661,71.8691000629327,67.8571428571429,64.3835616438356,60,63.4146341463415,40
"map1ab","map1ab",6.37990067335533,0.20804644803239,0.00227822268871167,1,0.757,0.617,5.28988680043335,8.78443297751,7.34208876179426,8.07017362210296,3.36241261138514,5.43040926690625,62.2404027690371,75,63.013698630137,75.7142857142857,43.9024390243902,50
"elovl4b","elovl4b",10.8591940124202,-0.247460858964916,0.00232736718996982,1,0.714,0.826,10.5752441663578,12.290045878697,12.4628619039783,7.62640481071791,12.1067035864594,10.0939037283107,83.0081812460667,82.1428571428571,80.8219178082192,71.4285714285714,79.2682926829268,70
"epb41a","epb41a",1.92419517192246,0.226225217851618,0.00239634855599683,1,0.429,0.298,1.77866106976626,1.68626755330994,1.77768762651017,3.0717538988928,1.52806240904559,1.70273847401002,29.9559471365639,25,30.1369863013699,42.8571428571429,29.2682926829268,30
"opn1mw4","opn1mw4",2.30245380551152,1.2493663765863,0.00244692701998365,1,1,0.014,0.2398098097003,0,0.0996112458402596,13.3396670078164,0.135634769712173,0,1.3215859030837,0,2.73972602739726,100,2.4390243902439,0
"hmgb2a","hmgb2a",10.3817117441549,-0.229621904366496,0.00255346489805934,1,0.743,0.814,10.0012731091637,8.29061488429018,12.0305814545116,7.8743215930052,14.0671895506611,10.0262898732973,81.6236626809314,73.2142857142857,79.4520547945205,74.2857142857143,85.3658536585366,80
"slc38a5a","slc38a5a",2.90508280869683,-0.285640362540254,0.00278469286763763,1,0.3,0.42,3.61285855248825,1.31007649333282,4.59603249905465,2.26152788929358,4.84256216323999,0.807439254771676,42.5424795468848,19.6428571428571,43.8356164383562,30,52.4390243902439,10
"hexb","hexb",5.4951155745962,-0.24787979487385,0.00291814648847064,1,0.7,0.775,10.5071382844634,2.05829325681156,2.62893508247216,7.43290028986369,5.70817998077587,4.6352465531905,82.8823159219635,26.7857142857143,34.2465753424658,70,52.4390243902439,50
"cox6a1","cox6a1",8.61094484553921,-0.217518787589444,0.00297061853192675,1,0.843,0.848,10.7412574470669,8.38849878747087,7.35808820977152,8.0062069970682,9.13465341381302,8.03696421804482,87.098804279421,64.2857142857143,68.4931506849315,84.2857142857143,74.390243902439,65
