"","Row.names","baseMean","avg_logFC","p_val","p_val_adj","pct.1","pct.2","L","M1","M3","M4","S","UV","pctL","pctM1","pctM3","pctM4","pctS","pctUV"
"laptm4a","laptm4a",1.37968977383866,0.110621006322672,0.179832890830996,1,0.286,0.225,1.221085233278,1.68870806030301,1.32166837796204,1.5313102157582,1.72971860691653,0.785648148814206,22.3410950283197,26.7857142857143,23.2876712328767,28.5714285714286,24.390243902439,15
"rtn1a","rtn1a",1.33470691471251,0.126335991644381,0.1805758424684,1,0.286,0.224,1.32427050713286,0.92350703925943,1.27078060535864,1.82935009916658,1.29887471435799,1.36145852299955,23.1592196349906,16.0714285714286,15.0684931506849,28.5714285714286,17.0731707317073,25
"si:ch73-46j18.5","si:ch73-46j18.5",2.03554359000088,0.0996786821903953,0.180741548122383,1,0.386,0.266,1.43689958112247,2.64063303594856,1.90410824226761,2.32903205901944,1.66993894655377,2.23264967509341,26.117054751416,39.2857142857143,31.5068493150685,38.5714285714286,23.1707317073171,30
"rab3aa","rab3aa",0.849069828935419,-0.15710489172469,0.181224062844876,1,0.114,0.201,1.14260985540186,0.181551262345026,1.05590253569302,0.440123971243037,1.89658784439784,0.377643504531722,20.704845814978,3.57142857142857,16.4383561643836,11.4285714285714,26.8292682926829,5
"CT956101.1","CT956101.1",1.56130321528282,-0.148965963093071,0.181490033124753,1,0.171,0.219,1.60139687404574,0.216880079186448,2.36282576463653,1.12988144379716,3.3505980418407,0.706237088190328,21.9634990560101,3.57142857142857,21.9178082191781,17.1428571428571,35.3658536585366,10
"bokb","bokb",1.14762464018676,-0.142667849479329,0.183321100730314,1,0.1,0.207,1.06764222574224,1.05605539387507,1.42288759151811,0.405989487393062,1.38771123793628,1.54546190465578,20.5160478288232,17.8571428571429,24.6575342465753,10,21.9512195121951,25
"rp1l1b","rp1l1b",1.74456612666641,-0.122898136323154,0.183367895580182,1,0.343,0.368,2.65929050825603,1.17621607940566,1.77708371635574,2.0771322422257,2.14895220099823,0.628722012757099,38.8923851478918,16.0714285714286,23.2876712328767,34.2857142857143,28.0487804878049,10
"mtpn","mtpn",1.33984941984866,-0.110029856796791,0.183495149146561,1,0.186,0.266,1.36672173987709,1.58355774063758,1.00693758630636,0.956441857854579,0.975676704242308,2.14976089017402,27.6903713027061,17.8571428571429,17.8082191780822,18.5714285714286,18.2926829268293,30
"PDE5A (1 of many)","PDE5A (1 of many)",1.12040904068507,-0.147157644336288,0.183857334131892,1,0.129,0.228,1.45685905942165,0.662631710389407,1.58854936028194,0.885690518165246,2.12872359585218,0,23.4738829452486,10.7142857142857,19.1780821917808,12.8571428571429,26.8292682926829,0
"laptm4b","laptm4b",17.7272518552208,-0.103115451658671,0.184076015144455,1,0.929,0.916,16.3487598947228,19.3183652444601,20.185600080727,15.2991851054682,18.4909050377536,16.7206957681933,91.5040906230333,94.6428571428571,89.041095890411,92.8571428571429,95.1219512195122,85
"rps21","rps21",5.54208376990579,-0.120111325415975,0.184251679688811,1,0.486,0.619,4.83707555432935,5.86833740536248,5.15415623276058,4.72374035246925,7.06382529711911,5.60536777739399,61.2334801762115,64.2857142857143,65.7534246575342,48.5714285714286,73.1707317073171,45
"gstm.1","gstm.1",1.08976950615898,0.156653810045377,0.184326617210007,1,0.3,0.17,0.939779660253924,0.95332486935944,0.903829998100192,2.12123181924624,0.861997398859752,0.758453291134334,17.6211453744493,12.5,12.3287671232877,30,13.4146341463415,10
"cpe","cpe",4.76856672771031,0.0850979266338783,0.18454396224744,1,0.7,0.594,4.61948269303879,4.75922149898391,3.96018476491164,5.65065786414981,5.59242915575595,4.02942438942176,59.7230962869729,53.5714285714286,47.945205479452,70,68.2926829268293,55
"tmem136b","tmem136b",1.28272994414996,-0.114651182172589,0.185086593556835,1,0.171,0.251,1.37722741677822,0.739638151382288,1.38908857415302,0.730300134833221,1.90431812910659,1.5558072586464,25.6135934550031,12.5,21.9178082191781,17.1428571428571,26.8292682926829,25
"rbx1","rbx1",4.24726219205179,0.0822823502670411,0.185860165909863,1,0.686,0.595,4.23858194319774,3.94850091653304,3.18156433378812,5.09589811933829,3.69631141595556,5.32271642349801,60.9188168659534,58.9285714285714,45.2054794520548,68.5714285714286,45.1219512195122,60
"ppp1r14bb","ppp1r14bb",1.17449845012715,-0.143528102779837,0.186351689413504,1,0.114,0.209,1.07391038310407,1.03501092077866,1.11056424340006,0.481766563164639,1.80932807250062,1.53641051781483,20.704845814978,17.8571428571429,21.9178082191781,11.4285714285714,25.609756097561,20
"rpl31","rpl31",1.81665433339464,-0.100638928406167,0.187576214229376,1,0.214,0.319,1.7929276790186,1.59547584485322,1.6345731622144,1.54898911346809,2.37256808621086,1.95539211460269,32.15859030837,25,24.6575342465753,21.4285714285714,40.2439024390244,25
"anp32e","anp32e",4.39689519107344,-0.0952058011183579,0.187632006213841,1,0.557,0.591,4.71851464918074,3.63448008717987,4.55839994732515,4.15068811976106,5.19420581635661,4.12508252663719,60.1006922592826,46.4285714285714,49.3150684931507,55.7142857142857,58.5365853658537,50
"hspe1","hspe1",2.15735603036372,0.098644133624082,0.18834620579845,1,0.329,0.271,1.54815495841673,1.32380163088046,1.86884439219852,2.52030361831027,1.82034826344274,3.8626833189336,27.1239773442417,21.4285714285714,24.6575342465753,32.8571428571429,30.4878048780488,40
"rpl22","rpl22",4.34553267970543,-0.099040853846643,0.188734727335708,1,0.471,0.535,3.62199338127416,2.97244571344521,3.64850615790767,3.24062640585149,4.93395891783329,7.65566550192074,53.5556954059157,39.2857142857143,47.945205479452,47.1428571428571,60.9756097560976,75
"acin1a","acin1a",1.11538511662003,0.126194602560668,0.189097134118998,1,0.271,0.185,0.962108132813361,0.376323255296494,1.02032500989813,1.68737918382444,1.15544109581585,1.49073402207189,18.6910006293266,8.92857142857143,17.8082191780822,27.1428571428571,19.5121951219512,25
"ppm1na","ppm1na",1.43996263036101,-0.12667885916306,0.189502681108384,1,0.229,0.271,1.76660462709086,0.798888036589099,1.54272880029553,1.27613583260438,1.63862435254358,1.61679413304261,27.9421019509125,10.7142857142857,24.6575342465753,22.8571428571429,25.609756097561,20
"rps18","rps18",5.84654457312123,-0.0978912182067376,0.189937900211444,1,0.643,0.648,5.02072802233665,6.39019386247567,5.37108189207997,4.90486196559888,7.85011322256954,5.5422884736667,65.1982378854625,64.2857142857143,56.1643835616438,64.2857142857143,67.0731707317073,60
"zfhx4","zfhx4",0.915391793292435,0.160190639738184,0.190622834005263,1,0.257,0.164,0.87020569029186,0.749822834083715,0.498118480688236,1.53430428898167,0.913192030707487,0.926707435001645,16.7400881057269,16.0714285714286,9.58904109589041,25.7142857142857,17.0731707317073,15
"gdi2","gdi2",1.31855261208679,-0.10235959521437,0.192980679691268,1,0.186,0.288,1.57664021597344,2.00808730492887,1.76402430898947,1.07003148238613,1.0592567969846,0.433275563258232,29.452485840151,26.7857142857143,28.7671232876712,18.5714285714286,23.1707317073171,5
"ube2na","ube2na",1.75967587774691,-0.102837441482228,0.194558350746299,1,0.229,0.294,1.57219941324688,1.74503808853717,1.87732431610993,1.20463457360404,2.43288288310322,1.72597599188021,29.5154185022026,25,30.1369863013699,22.8571428571429,29.2682926829268,30
"per1b","per1b",0.861979134132889,-0.147913804145682,0.196058054923583,1,0.086,0.196,1.0948841869982,1.12850948346407,1.26273791113999,0.309814272191195,1.1806927151585,0.195236235845373,19.7608558842039,17.8571428571429,19.1780821917808,8.57142857142857,21.9512195121951,5
"sub1b","sub1b",2.84700452872465,-0.0870113769896299,0.196465382526236,1,0.429,0.465,3.06352649365695,1.91202781316879,3.5729665087876,2.47520828526415,3.523284342018,2.53501372945242,47.45122718691,26.7857142857143,41.0958904109589,42.8571428571429,50,35
"atpv0e2","atpv0e2",8.76253999450333,-0.101250826555183,0.196523720643422,1,0.729,0.782,8.83792731757253,8.48887269911524,9.02937097632037,8.11688694241227,8.5274870362347,9.57469499536485,78.9175582127124,71.4285714285714,72.6027397260274,72.8571428571428,73.1707317073171,85
"aldocb","aldocb",12.8644813849458,-0.0874440926378828,0.196754805637826,1,0.843,0.896,14.3025060129383,14.2497440450869,12.0031325288655,13.0560179548182,13.1813817016784,10.3941060662874,90.1825047199496,89.2857142857143,82.1917808219178,84.2857142857143,86.5853658536585,80
"si:ch73-6k14.2","si:ch73-6k14.2",0.882687785372227,0.141219881108403,0.197631367198878,1,0.257,0.192,0.999245060178978,0.865148253478778,0.749688999075719,1.80881983452666,0.873224564973229,0,19.8867212083071,14.2857142857143,15.0684931506849,25.7142857142857,18.2926829268293,0
"msi2b","msi2b",2.73091380487547,-0.0884348647744834,0.197913410149755,1,0.329,0.408,2.44395254039429,4.07604572772862,2.00136273430201,1.97423419111877,3.16323105474805,2.72665658096105,40.5915670232851,55.3571428571429,31.5068493150685,32.8571428571429,43.9024390243902,35
"paip2b","paip2b",4.58716701627365,-0.0940816456114012,0.198315836658089,1,0.543,0.613,4.4717589488782,5.17838212717015,4.69334710154744,3.99926674424406,4.67432187902734,4.5059252967747,61.5481434864695,66.0714285714286,57.5342465753425,54.2857142857143,59.7560975609756,50
"psmb6","psmb6",1.14406307784699,-0.1083578951968,0.201849785575882,1,0.157,0.255,1.31828523499353,1.5862566889599,0.974235866081233,0.831919006896382,0.764611702910375,1.38906996724054,26.6205160478288,25,16.4383561643836,15.7142857142857,13.4146341463415,20
"prdx5","prdx5",2.37885467892678,-0.0899321757599951,0.20244860542173,1,0.329,0.418,2.62980619772856,2.58186708971434,2.57241321420267,1.88066639670687,2.51999688903491,2.08837828617332,42.8571428571429,33.9285714285714,39.7260273972603,32.8571428571429,32.9268292682927,25
"minos1","minos1",2.05024090661981,-0.0949420590565638,0.2035435724385,1,0.314,0.362,2.08483400058833,2.08394347494729,1.86138456504125,1.9565767309316,2.15961614966885,2.15509051854156,36.6897419760856,35.7142857142857,27.3972602739726,31.4285714285714,35.3658536585366,30
"mt-nd3","mt-nd3",28.7395883501325,-0.0602099047647189,0.204647809753678,1,1,0.981,30.9706520094448,25.2822317544184,32.7527349207267,30.2464387350528,26.6947135368018,26.4907591443506,98.4896161107615,94.6428571428571,95.8904109589041,100,98.780487804878,80
"rps27.1","rps27.1",6.92345727223004,-0.0851383067996846,0.205381517687685,1,0.714,0.733,6.77517955886325,7.50712968864616,6.46774187657857,6.61780851094945,7.53914467812772,6.63373932021509,74.0717432347388,67.8571428571429,67.1232876712329,71.4285714285714,70.7317073170732,60
"si:ch211-276a17.5","si:ch211-276a17.5",2.53587721226052,-0.0930994198766426,0.21114086310044,1,0.257,0.361,2.23273991260063,2.77375142128486,2.56564287783794,1.63104457666782,1.97702053402868,4.03506395114321,36.1862806796727,32.1428571428571,35.6164383561644,25.7142857142857,34.1463414634146,50
"hmp19","hmp19",1.12360053236262,0.155983860908919,0.21152921025891,1,0.257,0.153,0.841036798112215,0.896745160082072,1.05029690826113,1.41762549230395,0.828516395137949,1.70738244027841,15.4814348646948,14.2857142857143,16.4383561643836,25.7142857142857,12.1951219512195,15
"ddx5","ddx5",3.10702167353756,0.103916109340198,0.211890440697082,1,0.5,0.471,3.15500900706573,3.07535355253038,3.77496961677341,3.39667216515379,2.65867680810951,2.5814488915925,47.8917558212712,41.0714285714286,43.8356164383562,50,40.2439024390244,40
"atp5j","atp5j",7.04650636582068,-0.0971911423365955,0.212596900714227,1,0.8,0.769,8.22802350430512,6.403233884785,5.94456691296679,7.83937784059647,7.59466103889154,6.26917501337916,78.7287602265576,55.3571428571429,63.013698630137,80,69.5121951219512,70
"gng13b","gng13b",1.0569012724322,0.174658684048386,0.214036916381104,1,0.271,0.123,0.606923382299971,0.466365300008114,0.624674494811257,1.74525920058745,1.09194916952131,1.80623608736507,12.0201384518565,8.92857142857143,12.3287671232877,27.1428571428571,18.2926829268293,20
"uqcrc1","uqcrc1",2.15906564918106,-0.0857094381873688,0.215083876677705,1,0.271,0.414,2.49709362548591,2.82707703179263,1.90376863924229,1.66409750816649,2.64759692985273,1.41476016054631,42.4166142227816,39.2857142857143,30.1369863013699,27.1428571428571,39.0243902439024,20
"rtn4a","rtn4a",6.43183551396974,-0.0831618045640592,0.215493805712954,1,0.729,0.724,6.58774199214462,8.07720345949965,7.27207817729723,6.03975676122307,6.48448084913469,4.12975184451919,72.8130899937067,75,67.1232876712329,72.8571428571428,71.9512195121951,55
"tmx3","tmx3",3.85043792937019,0.0985749558024641,0.215644104380732,1,0.471,0.366,2.36984014759411,4.19396975427996,2.0670503811116,3.26826039244423,2.93128418945449,8.27222271133675,35.6828193832599,50,31.5068493150685,47.1428571428571,41.4634146341463,75
"gad2","gad2",0.840635201432468,0.165161936511128,0.215854895876271,1,0.286,0.134,0.695788723512669,0.551464206225181,1.25088811115126,1.48211630664277,0.329330800004976,0.734223061057956,13.4675896790434,10.7142857142857,20.5479452054795,28.5714285714286,6.09756097560976,15
"ubc","ubc",5.49273965630856,-0.0984570011640084,0.216940805846424,1,0.571,0.625,5.28170928632855,4.98739861974596,4.32403821632741,4.89340784092071,6.5819089288682,6.88797504566054,62.8067967275016,58.9285714285714,50.6849315068493,57.1428571428571,69.5121951219512,60
"bzw2","bzw2",2.07987178372219,-0.0910912168442682,0.217575829415113,1,0.314,0.367,2.27533338749627,2.19353312110742,2.13500302532371,1.88276551167313,2.29956901942072,1.69302663731186,37.0044052863436,33.9285714285714,35.6164383561644,31.4285714285714,36.5853658536585,25
"jagn1b","jagn1b",1.02292816606677,-0.138388905173267,0.218607857927164,1,0.086,0.206,1.14140062002716,1.01268782289167,1.35069177412667,0.548877781536394,1.66445951533659,0.419451482482144,20.7677784770296,14.2857142857143,16.4383561643836,8.57142857142857,28.0487804878049,10
"aplp2","aplp2",5.42040090516194,0.120162701462962,0.219867859880518,1,0.586,0.56,5.53609772547939,6.08942305945498,5.97453840695152,6.61667332658814,4.20003688920171,4.1056360232959,56.4505978602895,46.4285714285714,54.7945205479452,58.5714285714286,57.3170731707317,45
"slc6a9","slc6a9",0.594059162624803,0.270650931433496,0.222527218373827,1,0.257,0.08,0.504352764476964,0.285917400202556,0.197574025905584,1.52432000751969,0.338410912572641,0.713779865071378,8.24417872876023,5.35714285714286,4.10958904109589,25.7142857142857,8.53658536585366,10
"hnrnpa0b","hnrnpa0b",1.7659381956979,0.0900128799933864,0.22324640881925,1,0.357,0.285,1.47302013565462,1.57886565089353,1.53750342683949,2.09747701667555,1.82703584912773,2.08172709499646,28.5714285714286,19.6428571428571,27.3972602739726,35.7142857142857,32.9268292682927,30
"sec11a","sec11a",0.669902468222986,-0.126513819965876,0.22430326613198,1,0.1,0.211,1.05369416216187,0.710156276950821,0.834754569150643,0.377777453359276,0.847796111869932,0.195236235845373,22.0893643801133,14.2857142857143,13.6986301369863,10,17.0731707317073,5
"rpsa","rpsa",5.15522126326596,-0.0824762218242385,0.225110312410273,1,0.514,0.619,4.86272452890854,4.46123648113942,4.89372787649801,4.36514264874245,6.92946596205572,5.4190300822516,61.9886721208307,55.3571428571429,57.5342465753425,51.4285714285714,71.9512195121951,45
"cnbpa","cnbpa",1.30967283123179,0.102632721278643,0.225317192919025,1,0.271,0.217,1.05515606644853,0.837433818595576,0.997541200684687,1.63239437318607,1.39793963870653,1.93757188976933,22.0264317180617,12.5,16.4383561643836,27.1428571428571,24.390243902439,30
"zgc:73226","zgc:73226",1.81919376050062,0.0949773949466621,0.225593202483176,1,0.371,0.279,1.58512428328699,1.90502226686825,1.95638151608034,2.18654146700346,1.36831198587618,1.91378104388847,28.3196979232222,30.3571428571429,27.3972602739726,37.1428571428571,19.5121951219512,25
"zgc:66433","zgc:66433",1.17581416736124,-0.10384838395173,0.226080927867947,1,0.186,0.253,1.41359093084492,2.13500719722365,1.81315344519788,0.939965405774382,0.557931789281256,0.195236235845373,25.9911894273128,30.3571428571429,27.3972602739726,18.5714285714286,10.9756097560976,5
"atp5f1","atp5f1",5.56256591103496,-0.093401175088401,0.228307309033083,1,0.629,0.658,5.44819833232446,5.29940232776696,4.21221236195314,5.30306231317906,5.04307898830734,8.06944114267883,66.7086217747011,57.1428571428571,53.4246575342466,62.8571428571429,62.1951219512195,75
"si:ch211-140m22.7","si:ch211-140m22.7",1.20165719224458,0.161859267786062,0.230687884123091,1,0.257,0.142,0.682384455463601,0.716610688236201,1.26374161759172,1.46494075089285,0.932863912410417,2.1494017288727,13.6563876651982,14.2857142857143,19.1780821917808,25.7142857142857,18.2926829268293,25
"rps27a","rps27a",4.51341178639801,-0.0802276018221633,0.231341210068925,1,0.543,0.58,4.33350796670161,3.96624393457682,3.5125214795454,3.83449186903757,5.76817408832911,5.66553138019753,58.4015103838892,48.2142857142857,45.2054794520548,54.2857142857143,67.0731707317073,60
"uqcrh","uqcrh",5.11419985645964,-0.0753303167625846,0.233310828467419,1,0.6,0.669,5.5319454406809,6.24353703383154,5.11307735815969,4.6544083893573,4.82909240543741,4.31313851129103,68.2819383259912,62.5,54.7945205479452,60,56.0975609756098,55
"paplna","paplna",0.873148749998445,-0.131631816291909,0.233455039826922,1,0.086,0.197,1.12843447623868,0.897804648210251,1.45459722592359,0.39809812739185,0.912196533855667,0.447761488370625,20.2643171806167,12.5,17.8082191780822,8.57142857142857,18.2926829268293,10
"ip6k2b","ip6k2b",1.0637410734713,0.119469627652994,0.234068994215211,1,0.343,0.185,1.03525638441705,1.47196373294463,0.24741456485044,1.75709914100505,0.616152498102984,1.25456011950764,19.3832599118943,21.4285714285714,5.47945205479452,34.2857142857143,9.75609756097561,20
"psmd8","psmd8",1.03614764266232,-0.121660512402804,0.235790077657869,1,0.1,0.21,1.01779607536896,1.09136178037571,0.855938940105825,0.530173820320028,1.06906663390346,1.65254860589991,21.2083071113908,19.6428571428571,16.4383561643836,10,21.9512195121951,20
"hspa9","hspa9",1.17851992190747,0.100652952671783,0.236682905008178,1,0.314,0.205,1.05890989325445,0.679036275193768,1.40527841802708,1.85882054965409,1.31931741894608,0.74975697636936,20.8307111390812,14.2857142857143,21.9178082191781,31.4285714285714,19.5121951219512,15
"neurod1","neurod1",3.87017624111515,-0.116357518665162,0.237105141004939,1,0.471,0.439,4.52826646263441,5.15830746606636,2.21441030555297,3.4623739871851,3.07767388757246,4.78002533767957,44.8709880427942,42.8571428571429,28.7671232876712,47.1428571428571,37.8048780487805,50
"snap25b","snap25b",13.2526728663102,0.0873747160798293,0.23741590247125,1,0.9,0.9,13.4601951636987,13.7200634047256,13.0960074058109,13.857431567887,11.2475992192936,14.1347404364454,90.6859660163625,91.0714285714286,83.5616438356164,90,81.7073170731707,90
"slc6a1b","slc6a1b",0.632780745156136,0.23104179333845,0.238501114752635,1,0.243,0.096,0.550517208696448,0.422886305242154,0.587085402017705,1.4806398171917,0.755555737788815,0,9.94336060415356,7.14285714285714,8.21917808219178,24.2857142857143,8.53658536585366,0
"frmpd1a","frmpd1a",1.39098865696032,-0.0951530212310012,0.238636349122728,1,0.257,0.3,1.78676888193202,1.56765194559705,1.93946030379808,1.34220280852535,1.06617821242058,0.643669789488847,31.0258023914412,23.2142857142857,28.7671232876712,25.7142857142857,20.7317073170732,10
"rhoab","rhoab",1.18552723163502,-0.0942525382461893,0.238668410918688,1,0.171,0.275,1.53099662754857,0.70492493568733,1.81346450846829,1.03094947577691,1.82882947431595,0.203998368013056,27.9421019509125,14.2857142857143,30.1369863013699,17.1428571428571,30.4878048780488,5
"CR381647.1","CR381647.1",1.19374805612259,-0.110050355846149,0.240638971476841,1,0.143,0.231,1.22577570014253,1.88555690510938,1.63873919093271,0.514420200441171,0.95394502560748,0.944051314502248,23.2850849590938,25,23.2876712328767,14.2857142857143,19.5121951219512,15
"usp32","usp32",0.819541894923661,-0.121218132391166,0.241373554104814,1,0.1,0.209,1.06619161785412,0.904901517734676,0.784050125215529,0.37644820011549,0.959692307558269,0.825967601063877,21.7117684078036,14.2857142857143,15.0684931506849,10,17.0731707317073,10
"pde6g","pde6g",10.1849331088442,0.0796605177204799,0.241446998002247,1,0.743,0.68,7.89897536252591,6.94102544980657,9.53920838822658,9.81820745249999,12.3969508158838,14.5152311841223,68.2819383259912,58.9285714285714,67.1232876712329,74.2857142857143,67.0731707317073,75
"irf2bp2b","irf2bp2b",1.84606993938213,-0.0960868788724972,0.243399073725944,1,0.229,0.297,1.71873688699577,1.82282865204815,1.86328483372074,1.09111814578826,1.74312714985253,2.83732396788733,30.0188797986155,26.7857142857143,28.7671232876712,22.8571428571429,24.390243902439,35
"zgc:193541","zgc:193541",5.5186537697496,-0.10131143336404,0.243875527954218,1,0.743,0.696,6.48075766610038,5.82625273725704,5.30390724129239,5.97981116096001,5.23286391511501,4.28832989777279,71.4285714285714,62.5,50.6849315068493,74.2857142857143,62.1951219512195,45
"gpatch8","gpatch8",0.806711729936748,0.129490983087518,0.244854644385077,1,0.214,0.165,0.820027488897803,0.779120048131715,1.42881046369218,1.09860600388239,0.713706375016399,0,16.8030207677785,14.2857142857143,20.5479452054795,21.4285714285714,13.4146341463415,0
"cirbpb","cirbpb",5.16573556859189,-0.10297804507359,0.24616175667453,1,0.529,0.579,4.86047870450238,4.58364540386786,6.240684309438,4.34597533984252,7.52830305811079,3.43532659578978,58.1497797356828,48.2142857142857,56.1643835616438,52.8571428571429,64.6341463414634,45
"edf1","edf1",2.02004123010762,-0.0863345097900643,0.248379698267095,1,0.257,0.32,1.65747999291744,2.29754404740815,1.98227739882798,1.19055129067205,2.22002627057209,2.77236838024803,31.5921963499056,32.1428571428571,28.7671232876712,25.7142857142857,39.0243902439024,45
"rnasekb","rnasekb",8.64269871746942,-0.108516231829144,0.248768828872663,1,0.786,0.823,9.5308527974887,8.67949923405169,8.67295438998468,8.51806683100287,9.05089203554181,7.40392701674677,83.5745752045312,78.5714285714286,69.8630136986301,78.5714285714286,75.609756097561,65
"ndufv2","ndufv2",1.56142937151772,-0.0880551996345724,0.24926057841718,1,0.243,0.307,1.66953849744495,1.66981252600669,1.78564460174838,1.27364823513923,1.96931500608218,1.00061736268487,31.0258023914412,26.7857142857143,30.1369863013699,24.2857142857143,30.4878048780488,15
"bhlhe40","bhlhe40",6.26054500815436,-0.0856536836787446,0.252621357609472,1,0.643,0.697,6.63032898063127,7.98049099138919,6.22524410562959,5.492882500609,5.63492502143686,5.59939844923023,70.1699181875393,71.4285714285714,63.013698630137,64.2857142857143,69.5121951219512,55
"arl6","arl6",1.08478897495004,-0.102871491901173,0.253205020220808,1,0.157,0.242,1.23636754429858,1.31099480702417,1.31301608965257,0.741606578275663,1.2475931543445,0.659155676104745,24.2290748898678,25,24.6575342465753,15.7142857142857,25.609756097561,15
"ier3ip1","ier3ip1",1.51885697907967,0.0863758510705591,0.254663969595482,1,0.314,0.243,1.24785123471408,1.41853041546527,1.66077718159888,1.92519516112359,1.38746255889516,1.47332532268105,24.4178728760227,23.2142857142857,24.6575342465753,31.4285714285714,24.390243902439,20
"oaz1b","oaz1b",8.03153430781989,-0.0872487657147802,0.257749904478751,1,0.757,0.795,8.4572866295585,7.87804864531494,8.16123482553361,7.87671293941942,6.80386052590934,9.01206228118352,80.6167400881057,67.8571428571429,75.3424657534247,75.7142857142857,70.7317073170732,70
"elovl6","elovl6",0.783602591570631,-0.109624914444284,0.258870550587394,1,0.157,0.226,1.29208461440217,0.799503340229111,0.692284669236462,0.704685826570847,0.345864112791076,0.867192986194121,24.4808055380743,10.7142857142857,10.958904109589,15.7142857142857,7.31707317073171,15
"rpl38","rpl38",3.65981141354908,0.0752465354100434,0.259051372616649,1,0.5,0.479,3.06847459203163,2.04967268027721,3.12078424838258,4.41249879506762,4.8815645107656,4.42587365476984,47.9546884833228,33.9285714285714,42.4657534246575,50,59.7560975609756,50
"atp6v1e1b","atp6v1e1b",2.03154210108676,-0.085441678663571,0.259420023750451,1,0.286,0.351,2.00343128807544,2.04209162106993,1.99959319263062,1.45672149380329,2.4603427472177,2.22707226372359,35.2422907488987,30.3571428571429,34.2465753424658,28.5714285714286,36.5853658536585,30
"ndufb8","ndufb8",5.86040823091422,-0.0892981376476969,0.259819116795019,1,0.686,0.71,6.2871499551661,5.253113355778,6.04668351348208,5.59369367468559,4.75636860231496,7.22544028405856,72.6242920075519,57.1428571428571,63.013698630137,68.5714285714286,56.0975609756098,75
"bhlhe41","bhlhe41",0.738892779128995,-0.129078944050354,0.260794346175022,1,0.1,0.197,1.31109955355273,0.466210099370377,0.966122449913807,0.464095668954692,0.797615288332535,0.428213614649827,20.8307111390812,8.92857142857143,15.0684931506849,10,12.1951219512195,10
"si:ch211-207l14.1","si:ch211-207l14.1",5.24903831197539,-0.0707008138321076,0.261503743498516,1,0.557,0.648,5.5770604663082,6.95479773668981,7.31150101224166,4.59723572095489,3.87550106149219,3.17813387416561,65.449968533669,69.6428571428571,72.6027397260274,55.7142857142857,47.5609756097561,40
"hmgn2","hmgn2",2.601409060054,0.0886465933660364,0.262849676735467,1,0.414,0.283,1.64287270408753,2.62098907499773,1.94823500819019,2.39165340036854,4.16098729537466,2.84371687730536,28.508495909377,23.2142857142857,24.6575342465753,41.4285714285714,29.2682926829268,35
"lsm7","lsm7",1.9067867724769,-0.0844707591892685,0.263324034425156,1,0.3,0.357,1.98958614858348,1.87438548435233,2.40148100796522,1.36926707766692,2.98146297743153,0.824537938861927,35.8716173694147,28.5714285714286,35.6164383561644,30,41.4634146341463,15
"tceb1b","tceb1b",2.05378701838358,-0.0777456625965462,0.264200894984685,1,0.314,0.369,2.23214812192458,2.2169903793328,1.93981977860047,1.74823883039073,2.351037734359,1.83448726569391,37.1932032724984,37.5,32.8767123287671,31.4285714285714,35.3658536585366,30
"rps15","rps15",5.10606103356327,-0.0880791827504598,0.266993921642591,1,0.557,0.615,4.77642660630439,4.93938606212322,4.97259657224655,4.68049272757393,5.31670646486108,5.95075776827047,62.4292007551919,48.2142857142857,54.7945205479452,55.7142857142857,58.5365853658537,65
"si:dkey-126g1.9","si:dkey-126g1.9",5.90841997791782,-0.120926986146351,0.267004440887537,1,0.4,0.39,2.97083602065106,5.22823317756019,5.42093623266017,3.0450640536632,8.59702791468359,10.1884224682887,35.8086847073631,58.9285714285714,54.7945205479452,40,64.6341463414634,75
"si:ch211-51e12.7","si:ch211-51e12.7",1.34180360252579,-0.0969291993731776,0.268028029595805,1,0.143,0.246,1.22430009740151,1.09578623212889,1.77676297997703,0.609351425898423,1.12413395685419,2.2204869228947,24.8584015103839,17.8571428571429,26.027397260274,14.2857142857143,19.5121951219512,35
"tubb2b","tubb2b",1.66900652574925,0.0973484547711289,0.26820353949451,1,0.329,0.238,1.3670777866268,2.06657503011877,1.10724856276623,1.69897177151376,1.91246706227551,1.8616989411944,23.8514789175582,28.5714285714286,17.8082191780822,32.8571428571429,24.390243902439,30
"CU694197.1","CU694197.1",1.86587266014193,-0.0752351561919094,0.269556807255108,1,0.3,0.355,2.06648138438717,2.43980770188182,1.93694246517397,1.69805376809951,1.21599444921643,1.83795619209266,36.6897419760856,30.3571428571429,30.1369863013699,30,23.1707317073171,25
"six3b","six3b",1.40477970936526,0.135600772004837,0.270645975440049,1,0.2,0.163,1.01587400451037,1.7041341253982,0.936388093259314,1.33306149014165,0.741600332297954,2.69762021058405,16.5512901195721,17.8571428571429,10.958904109589,20,12.1951219512195,25
"opn1mw3","opn1mw3",20.465824822063,-0.151746832515864,0.272187416483885,1,0.286,0.144,0.575541179056498,0.629985061104294,114.711470353933,2.25442766471126,2.14294457750665,2.48058009606632,10.4468219005664,7.14285714285714,100,28.5714285714286,18.2926829268293,20
"uqcrb","uqcrb",1.1378022493399,-0.109199291964992,0.275900811673641,1,0.143,0.218,1.09250000306976,0.528581261177597,1.05128182072657,0.732009006328063,1.30968588787843,2.11275551685896,22.2781623662681,8.92857142857143,19.1780821917808,14.2857142857143,19.5121951219512,35
