"","Row.names","baseMean","avg_logFC","p_val","p_val_adj","pct.1","pct.2","L","M","S","UV","pctL","pctM","pctS","pctUV"
"PDE5A (1 of many)","PDE5A (1 of many)",1.1930458170789,0.397301797469003,0.0982761959347084,1,0.268,0,1.45685905942165,1.18660061304177,2.12872359585218,0,23.4738829452486,15.5038759689922,26.8292682926829,0
"rgs9a","rgs9a",5.49830839921502,0.260971295705172,0.101282718153361,1,0.573,0.35,6.80636800819872,7.29435456690655,5.02938934709922,2.86312167465561,69.9811202013845,64.3410852713178,57.3170731707317,35
"rcvrn3","rcvrn3",3.15794228796582,0.380772495517793,0.103230436029311,1,0.305,0.1,5.65590295102046,3.99827462247462,2.65555059857709,0.322040979791088,54.6884833228446,38.7596899224806,30.4878048780488,10
"htra1b","htra1b",2.47896776370648,0.310455997100333,0.103376117617075,1,0.439,0.3,1.8934842722992,2.14134692560614,3.41582317332409,2.46521668359648,30.2076777847703,27.906976744186,43.9024390243902,30
"atp2b1b","atp2b1b",5.07979797233006,0.268655197397087,0.104091870916123,1,0.573,0.35,6.55192555678182,4.97276207253664,5.24857008353135,3.54593417647045,72.4354940213971,55.0387596899225,57.3170731707317,35
"tsc22d3","tsc22d3",2.40547204350434,0.275411979859967,0.104622681019308,1,0.402,0.25,2.45368491393543,2.32235723097431,3.18129736411659,1.66454866499104,39.647577092511,34.8837209302326,40.2439024390244,25
"aldocb","aldocb",12.7140998815284,0.24888179235073,0.10707155518579,1,0.866,0.8,14.3025060129383,12.9784057452097,13.1813817016784,10.3941060662874,90.1825047199496,85.2713178294574,86.5853658536585,80
"spock3","spock3",9.67039899288151,0.358930753602744,0.107194912068654,1,0.854,0.7,5.56220364692567,8.36641958297083,13.6271584835311,11.1258142580984,61.0446821900566,67.4418604651163,85.3658536585366,70
"mid1ip1b","mid1ip1b",10.2720135408665,0.269346760356876,0.109179981899141,1,0.805,0.7,11.4634779000458,10.5370705049577,10.5066298071497,8.58087595131288,83.4487098804279,82.1705426356589,80.4878048780488,70
"laptm4b","laptm4b",17.8423716859869,0.246622482397204,0.112831914687482,1,0.951,0.85,16.3487598947228,19.8091260432778,18.4909050377536,16.7206957681933,91.5040906230333,91.4728682170543,95.1219512195122,85
"si:ch211-285j22.3","si:ch211-285j22.3",12.0003375597904,0.283216205351548,0.11671305372673,1,0.829,0.75,14.6178143127495,12.1288310714996,11.6785259725819,9.57617888233042,89.8678414096916,82.1705426356589,82.9268292682927,75
"tubb4b","tubb4b",4.33116849983487,0.257291438746772,0.118670660580954,1,0.598,0.45,4.62393926068181,3.68147356739731,5.44854241566882,3.57071875559156,57.8351164254248,44.9612403100775,59.7560975609756,45
"rnasekb","rnasekb",8.66536685309505,0.27951876181262,0.119318717912642,1,0.756,0.65,9.5308527974887,8.67579556260292,9.05089203554181,7.40392701674677,83.5745752045312,73.6434108527132,75.609756097561,65
"CNGA1 (1 of many)","CNGA1 (1 of many)",3.53349630719865,-0.328768494817829,0.119641649727855,1,0.28,0.45,2.4499807701257,3.00745799020611,2.85532181264487,5.82122465581793,32.4732536186281,34.8837209302326,28.0487804878049,45
"rx1","rx1",3.95494241060436,-0.175799150036402,0.120146944370091,1,0.439,0.7,1.98881028335173,3.75490363632353,3.4186813242758,6.65737439846639,31.529263687854,48.062015503876,43.9024390243902,70
"mdka","mdka",23.2838067000601,-0.529978055980747,0.120453096828058,1,0.768,0.85,16.103701043169,20.422812658031,19.4720819923197,37.1366311067205,78.2252989301447,79.8449612403101,76.8292682926829,85
"gnb5b","gnb5b",5.85868210103568,0.261149532939402,0.122209869993594,1,0.634,0.5,6.93320319479334,7.05155699658289,5.38272374223508,4.06724447053141,72.3725613593455,63.5658914728682,63.4146341463415,50
"dynll1","dynll1",3.96295833016372,0.248776022611354,0.123871399792623,1,0.549,0.4,3.70345055280552,3.72582921965901,5.15021855034612,3.27233499784425,49.2133417243549,41.8604651162791,54.8780487804878,40
"si:dkey-65b13.13","si:dkey-65b13.13",5.67260924014808,0.262989459861409,0.125193841221016,1,0.622,0.45,5.18330673167516,5.8239797679662,6.75523438846773,4.92791607248321,56.6393958464443,59.6899224806201,62.1951219512195,45
"rps18","rps18",6.05665420177592,0.27255891087756,0.130249996025706,1,0.671,0.6,5.02072802233665,5.81348708853082,7.85011322256954,5.5422884736667,65.1982378854625,59.6899224806201,67.0731707317073,60
"si:ch73-28h20.1","si:ch73-28h20.1",8.48901201660161,-0.290102049433029,0.131525584044,1,0.512,0.95,4.2403612982545,7.12657395339373,6.95645278585022,15.632660028908,47.0106985525488,62.7906976744186,51.219512195122,95
"pde6h","pde6h",1322.3736413297,0.438483548222318,0.13214080274709,1,1,1,1468.68790493,1585.6089886451,1257.49792340511,977.699748338585,100,100,100,100
"elovl4b","elovl4b",11.2909231187267,0.267695350898822,0.132642100181445,1,0.793,0.7,10.5752441663578,12.3878409937787,12.1067035864594,10.0939037283107,83.0081812460667,81.3953488372093,79.2682926829268,70
"h3f3b.1.2","h3f3b.1.2",2.29533459130122,0.27255891087756,0.132992213481044,1,0.439,0.3,2.0268681551998,1.61096248007505,3.22355688810154,2.3199508418285,35.1164254247955,24.031007751938,43.9024390243902,30
"syt5a","syt5a",7.15958355663957,0.291427395181943,0.133106336572721,1,0.695,0.7,7.83590885748841,7.24359230320322,7.20131843552775,6.3575146303389,75.8338577721838,68.2170542635659,69.5121951219512,70
"COX5B (1 of many).1","COX5B (1 of many).1",5.22060096680252,-0.18977236294982,0.133266878220818,1,0.573,0.7,5.22025157589831,3.65601082600341,4.5499395735215,7.45620189178685,64.4430459408433,48.062015503876,57.3170731707317,70
"ndufb7","ndufb7",4.57176047999858,-0.15110653744603,0.133394542453368,1,0.463,0.55,4.58306167936641,3.3711116966508,3.42138066846326,6.91148787551383,59.9118942731277,43.4108527131783,46.3414634146341,55
"tnrc6c1","tnrc6c1",4.23207996845718,0.237671651877119,0.134528125292214,1,0.573,0.35,4.8472801447152,5.00901686436142,4.29703684854029,2.77498601621181,61.7998741346759,55.8139534883721,57.3170731707317,35
"anp32e","anp32e",4.54878036245605,0.26298945986141,0.134786444525393,1,0.585,0.5,4.71851464918074,4.15731845764968,5.19420581635661,4.12508252663719,60.1006922592826,48.062015503876,58.5365853658537,50
"aanat2","aanat2",2.37055567708857,0.364772154171352,0.135590758039074,1,0.28,0.05,4.46604699592235,2.40313053266483,2.43063000282437,0.182415176942722,47.3253618628068,32.5581395348837,28.0487804878049,5
"romo1","romo1",3.61296339098111,-0.165771210850277,0.136454224747404,1,0.415,0.7,2.65207417549784,2.54678545451884,3.3206113413379,5.93238259256986,43.3606041535557,37.2093023255814,41.4634146341463,70
"cngb3.1","cngb3.1",2.0473803450435,0.3342524798829,0.138747537413313,1,0.293,0.05,3.81131143415457,1.9519706503792,2.14698768994351,0.279251605696733,42.9830081812461,27.1317829457364,29.2682926829268,5
"mt-nd4","mt-nd4",60.6382838311537,-0.0892311337279428,0.138919061397212,1,0.963,1,68.0719995201785,61.3273179452644,48.9082650696191,64.2455527895528,99.6224040276904,99.2248062015504,96.3414634146341,100
"hmgb2b","hmgb2b",2.26233793911282,0.297390886578742,0.139152628820612,1,0.366,0.2,2.16950372298763,1.95044972399542,3.20833274119833,1.72106556826991,36.8156073001888,29.4573643410853,36.5853658536585,20
"cirbpa","cirbpa",5.43818016852336,0.267785632124902,0.139205192250686,1,0.646,0.5,5.20403489852037,5.07192167972115,6.60740131827948,4.86936277757243,59.7860289490245,55.0387596899225,64.6341463414634,50
"zgc:193541","zgc:193541",5.38315333854693,0.259075560540273,0.139629150313844,1,0.622,0.45,6.48075766610038,5.53066187519953,5.23286391511501,4.28832989777279,71.4285714285714,55.8139534883721,62.1951219512195,45
"gad1b","gad1b",2.00107227274957,-0.332783556673359,0.141298344901241,1,0.146,0.35,1.50657945965251,1.55524249572212,0.919191195309246,4.02327594031442,21.1453744493392,17.0542635658915,14.6341463414634,35
"rpl36","rpl36",7.77454659787724,0.278851364161876,0.143206713698237,1,0.793,0.55,7.69815966786151,7.36324730398075,9.24909882491543,6.78768059475125,77.0295783511642,72.0930232558139,79.2682926829268,55
"eef1a1a","eef1a1a",6.16682428859943,0.261298842383502,0.143274089622385,1,0.683,0.45,6.21386246008945,6.58205663695625,6.51518254211913,5.35619551523287,71.9949653870359,64.3410852713178,68.2926829268293,45
"cox7c","cox7c",12.5435922562851,0.257678772924172,0.144645472847957,1,0.841,0.8,14.1700052522563,10.7733312888528,13.4811491549475,11.749883329084,90.3713027061045,78.2945736434108,84.1463414634146,80
"si:ch211-207l14.1","si:ch211-207l14.1",4.94683712015869,0.258669798716893,0.145999604803432,1,0.476,0.4,5.5770604663082,7.15665307866877,3.87550106149219,3.17813387416561,65.449968533669,71.3178294573643,47.5609756097561,40
"nr2f6b","nr2f6b",1.43957448970102,0.255146282400384,0.148231592063409,1,0.378,0.15,1.45871521044571,1.07654198708866,2.45423967391059,0.768801087359132,23.9144115796098,17.0542635658915,37.8048780487805,15
