"","Row.names","baseMean","avg_logFC","p_val","p_val_adj","pct.1","pct.2","L","M","S","UV","pctL","pctM","pctS","pctUV"
"foxg1b","foxg1b",2.14597704948083,0.111439561734209,0.631713331387951,1,0.268,0.15,2.53638148743432,3.14703330681371,1.59144727549141,1.30904612818389,36.6897419760856,38.7596899224806,26.8292682926829,15
"slc4a4b","slc4a4b",1.96857522017341,0.0975250201338776,0.632374696252673,1,0.317,0.2,1.91860331048164,2.09932463835943,1.96457039148164,1.89180254037093,32.4732536186281,27.906976744186,31.7073170731707,20
"pcp4a","pcp4a",3.49365442363765,-0.0911377119985242,0.632564968878959,1,0.293,0.55,2.92515956659647,3.79885891309232,3.00445021332654,4.24614900153529,40.1510383889239,39.5348837209302,29.2682926829268,55
"ndrg1b","ndrg1b",10.6352413512851,0.00453702572456693,0.63262183820639,1,0.646,0.7,11.5784425269764,8.50056590248592,9.91747381343155,12.5444831622464,59.0937696664569,54.2635658914729,64.6341463414634,70
"rpl8","rpl8",6.69107099026415,0.110226705308999,0.634157035462994,1,0.659,0.65,5.65312993317084,6.09849436394399,7.55622292410679,7.45643673983497,67.2120830711139,60.4651162790698,65.8536585365854,65
"BX569787.1","BX569787.1",1.2871070344944,-0.12578872946174,0.634165018626348,1,0.134,0.25,0.990028114096079,1.5324229344609,0.677123469380647,1.94885362003998,18.5651353052234,20.1550387596899,13.4146341463415,25
"FMC1","FMC1",0.757632308634072,0.188400602870337,0.634792454654373,1,0.171,0,1.27379089697598,0.854155568280488,0.902582769279825,0,24.7325361862807,12.4031007751938,17.0731707317073,0
"fam32a","fam32a",2.58728443256619,-0.0327898228229909,0.636354248373827,1,0.415,0.5,1.99450719702081,1.66271196363588,2.54490386188503,4.14701470772304,34.864694776589,25.5813953488372,41.4634146341463,50
"prmt1","prmt1",1.43086657902704,-0.0818510264303202,0.637119754275725,1,0.22,0.25,1.05946208588802,0.974259253808845,1.25741551819131,2.43232945821999,21.5229704216488,15.5038759689922,21.9512195121951,25
"anp32a","anp32a",1.81572495627087,0.0975250201338776,0.637152505228216,1,0.28,0.2,1.69089306412903,2.31882990110515,1.80314105084045,1.45003580900887,30.7111390811831,36.4341085271318,28.0487804878049,20
"abcf1","abcf1",0.951831383272482,-0.132112861211208,0.637688847783046,1,0.122,0.3,0.506463390206398,0.817509238173873,0.905987995487359,1.5773649092223,11.0132158590308,13.1782945736434,12.1951219512195,30
"nin","nin",1.85928000683167,0.102307078170936,0.638419705381502,1,0.232,0.15,3.00545529868906,1.90467849097876,1.77976834137008,0.747217896288798,40.2769037130271,27.1317829457364,23.1707317073171,15
"eif1b","eif1b",3.86406114431629,-0.0927460758353871,0.638969656887314,1,0.463,0.55,3.11945187503727,3.5189707880353,3.69433404359547,5.12348787059711,50.2202643171806,42.6356589147287,46.3414634146341,55
"mmgt1","mmgt1",0.766608090875473,-0.169273841401479,0.639131983146743,1,0.085,0.25,0.503008303805876,0.692107734520901,0.456309428616504,1.41500689655861,11.6425424795469,12.4031007751938,8.53658536585366,25
"rps28","rps28",6.56099162452841,0.0906182339206228,0.639473417370433,1,0.659,0.7,6.07191883244026,6.34013231273217,6.87202353293843,6.9598918200028,68.470736312146,63.5658914728682,65.8536585365854,70
"ywhae1","ywhae1",1.11947809269652,0.116957904472655,0.639889929264332,1,0.244,0.15,1.12834112061999,0.880949077800308,1.56497385614215,0.903648316223628,21.5859030837004,15.5038759689922,24.390243902439,15
"ip6k2a","ip6k2a",8.34036732459864,0.120489397254126,0.639990707976992,1,0.78,0.8,7.69966749441672,8.55333419952523,8.14609813841767,8.96236946603495,72.8130899937067,68.9922480620155,78.0487804878049,80
"ppm1k","ppm1k",0.85106107729916,0.116957904472655,0.640299639616922,1,0.244,0.15,0.515904691354844,0.735972246736295,1.31346134577128,0.83890602533422,11.5166771554437,13.1782945736434,24.390243902439,15
"tmem50a","tmem50a",2.01267466629912,0.0889667058821498,0.64096750723761,1,0.366,0.3,1.6594404381623,1.75598643047972,2.45559164034549,2.17968015620898,30.9628697293896,26.3565891472868,36.5853658536585,30
"ndufab1a","ndufab1a",2.21355853561886,-0.0508949849843957,0.641100126106354,1,0.305,0.4,2.02112381894454,2.10900557019753,1.97690595966668,2.74719879366668,36.1862806796727,29.4573643410853,30.4878048780488,40
"atp5b","atp5b",10.9477428588458,0.073049672182566,0.641283557383109,1,0.841,0.85,12.2416557780779,11.623176525113,9.99580971873099,9.93032941346121,89.1126494650724,81.3953488372093,84.1463414634146,85
"eif4a1b","eif4a1b",1.63469563753029,-0.0703626494235598,0.641865543631923,1,0.244,0.3,1.3490140758749,1.29204265515854,1.40646771040587,2.49125810868183,26.117054751416,21.7054263565891,24.390243902439,30
"arpc3","arpc3",1.07514201239584,-0.12578872946174,0.642266104683227,1,0.134,0.25,0.933778880789721,1.06798764809048,0.693801100872477,1.60500041983067,19.3832599118943,18.6046511627907,13.4146341463415,25
"glula","glula",14.478635781308,0.00187441479435013,0.643181591125593,1,0.732,0.85,13.9402080545095,16.2209487032292,11.5579097109601,16.1954766565334,73.5053492762744,75.1937984496124,73.1707317073171,85
"dclk2a","dclk2a",1.82558994293537,-0.0818510264303202,0.643771241580005,1,0.195,0.3,1.84522225771849,1.71739428959693,1.11265726852016,2.62708595590589,31.214600377596,24.031007751938,19.5121951219512,30
"h2afvb","h2afvb",1.14240476398237,0.116957904472655,0.644477262407641,1,0.244,0.15,1.06628512037273,1.53693794993205,1.28541746096642,0.680978524658281,21.7747010698553,22.4806201550388,24.390243902439,15
"elof1","elof1",1.60106097930611,-0.0624329405732186,0.644521497328322,1,0.244,0.3,1.77111121409022,1.4811149275394,1.25717867203104,1.89483910356379,32.15859030837,24.031007751938,24.390243902439,30
"si:dkey-61n16.5","si:dkey-61n16.5",1.32307485194401,0.129458067236887,0.645076582132093,1,0.207,0.2,1.49657097754179,1.29081947447713,1.39192978111618,1.11297917464095,25.2989301447451,18.6046511627907,20.7317073170732,20
"ndufa10","ndufa10",1.81331813846354,-0.0518436016563222,0.645197996569184,1,0.28,0.3,1.52756043673616,1.43060542619247,1.41975621018312,2.87535048074241,28.9490245437382,20.9302325581395,28.0487804878049,30
"si:ch73-6k14.2","si:ch73-6k14.2",0.668070117775143,0.198450938723838,0.645462878837356,1,0.183,0,0.999245060178978,0.799810845948365,0.873224564973229,0,19.8867212083071,14.7286821705426,18.2926829268293,0
"amph","amph",1.18855057046895,-0.152946948114051,0.645916444723764,1,0.146,0.3,1.40129330144,1.29049512694586,0.634457090026076,1.42795676346388,26.8722466960352,20.1550387596899,14.6341463414634,30
"cops8","cops8",0.588628589221155,0.178248231406319,0.646085987877709,1,0.171,0,0.620479419104047,0.896091245318767,0.837943692461805,0,13.0899937067338,16.2790697674419,17.0731707317073,0
"cabp2a","cabp2a",1.59874896025051,-0.0720948514849555,0.646193301176359,1,0.195,0.3,1.65963225023697,1.47860697078679,1.16713428947053,2.08962233050775,24.3549402139711,21.7054263565891,19.5121951219512,30
"slc38a2","slc38a2",0.632489325338789,0.159611105407574,0.646598662335736,1,0.183,0.05,0.436654993960636,0.794406226754611,0.953830518183041,0.345065562456867,9.1881686595343,13.953488372093,18.2926829268293,5
"bbs5","bbs5",0.746701022456774,0.178248231406319,0.646637704009684,1,0.171,0,1.0122656314207,0.993597228383797,0.980941230022595,0,20.2643171806167,17.0542635658915,17.0731707317073,0
"calm2a","calm2a",1.41461447067179,0.102307078170936,0.647192187187603,1,0.268,0.2,1.25570000656618,1.68373479340563,1.6605063842464,1.05851669846896,22.7186910006293,24.8062015503876,26.8292682926829,20
"cycsb","cycsb",3.83798040147417,0.0856554445784939,0.647658517550886,1,0.366,0.35,4.81643884090902,4.80864856316599,2.96182366357198,2.76501053824969,61.1076148521082,56.5891472868217,36.5853658536585,35
"si:dkey-190l8.2","si:dkey-190l8.2",6.26693135109155,0.131117818655251,0.647725176916015,1,0.646,0.6,5.23288601815088,5.36403348718157,6.72447690772072,7.74632899131303,54.625550660793,51.1627906976744,64.6341463414634,60
"pcp4l1","pcp4l1",1.52300298895123,-0.0528634895570679,0.648064092459411,1,0.207,0.35,1.24711551804908,1.2323682036898,1.1919392455925,2.42058898847352,22.0264317180617,21.7054263565891,20.7317073170732,35
"mcl1a","mcl1a",2.21596916666718,0.0889667058821498,0.648261468401423,1,0.354,0.35,2.41810186416579,2.11343228084466,2.40794285115674,1.92439967050153,37.4449339207048,27.1317829457364,35.3658536585366,35
"cwc15","cwc15",0.632763429943572,0.178248231406319,0.649014277703105,1,0.183,0,0.778601731156334,0.829542075619752,0.922909912998204,0,16.7400881057269,13.953488372093,18.2926829268293,0
"spag1a","spag1a",0.616385004365125,0.16799173123913,0.649086302959202,1,0.183,0,0.853560794431073,0.78876305940419,0.823216163625237,0,18.3763373190686,14.7286821705426,18.2926829268293,0
"si:ch211-196l7.4","si:ch211-196l7.4",12.7989426553545,0.0623187643992582,0.649188139648603,1,0.89,0.7,12.6675152833157,13.1025735843785,12.4419616284673,12.9837201252565,91.1264946507237,87.5968992248062,89.0243902439024,70
"si:dkey-78l4.14","si:dkey-78l4.14",0.690339788608955,0.16799173123913,0.649684930722978,1,0.183,0,0.887298106339285,0.903941937669546,0.970119110426989,0,18.0616740088106,13.953488372093,18.2926829268293,0
"cnbpb","cnbpb",3.07276899796755,0.081529600664936,0.651317587586305,1,0.439,0.45,3.084999564134,3.77597911924388,2.70292767720637,2.72716963128597,48.5210824417873,48.062015503876,43.9024390243902,45
"fxyd6l","fxyd6l",2.61252986598116,-0.0327898228229909,0.652140671580047,1,0.293,0.35,2.07672612563469,2.79172835951375,2.33114381247067,3.25052116630551,31.0258023914412,31.7829457364341,29.2682926829268,35
"fundc2","fundc2",0.869684849026437,0.149660774554406,0.652328565146557,1,0.183,0.05,0.960266299374545,1.22950846647633,1.08496626224182,0.203998368013056,19.3203272498427,17.8294573643411,18.2926829268293,5
"ube2na","ube2na",1.8877390062322,0.0845066793746204,0.652856248431521,1,0.293,0.3,1.57219941324688,1.8198977366985,2.43288288310322,1.72597599188021,29.5154185022026,27.906976744186,29.2682926829268,30
"irbp","irbp",14.4011944204304,0.108443132155597,0.652871284919548,1,0.902,0.7,12.9885464955944,11.7312207293079,15.6999128592069,17.1850975976125,81.2460667086218,80.6201550387597,90.2439024390244,70
"irf2bp2b","irf2bp2b",2.03622761625428,-0.0597839324016416,0.652962010291524,1,0.244,0.35,1.71873688699577,1.84572246028147,1.74312714985253,2.83732396788733,30.0188797986155,27.906976744186,24.390243902439,35
"atp6v1g1","atp6v1g1",3.29434600786409,0.0822795069617964,0.652988783983022,1,0.524,0.4,3.45722842795906,3.38272131486661,3.34062233103582,2.99681195759487,53.1151667715544,39.5348837209302,52.4390243902439,40
"si:ch1073-155h21.2","si:ch1073-155h21.2",0.899826467291044,0.149660774554406,0.65319385723377,1,0.183,0.05,0.896436238122737,1.12993340081546,1.17357520786176,0.399361022364217,17.7470106985525,16.2790697674419,18.2926829268293,5
"prdx2","prdx2",2.12425234280423,0.101601112733921,0.653771061223962,1,0.329,0.2,2.30414202351176,2.57414465252569,1.93893369858339,1.67978899659609,39.2699811202014,36.4341085271318,32.9268292682927,20
"dgkzb","dgkzb",1.0183470476284,-0.158224005214894,0.653781992176806,1,0.073,0.3,0.586123847381389,0.89133579227062,0.493287820870113,2.10264072999148,12.0201384518565,14.7286821705426,7.31707317073171,30
"slc12a7b","slc12a7b",3.56852140844711,0.0897177385873729,0.653851525898649,1,0.488,0.6,2.71837922452499,3.07127302523012,4.12138380990035,4.363049574133,42.1648835745752,36.4341085271318,48.780487804878,60
"hnrnpa0b","hnrnpa0b",1.73431055019533,0.110039981379785,0.654148891889802,1,0.329,0.3,1.47302013565462,1.55545912100249,1.82703584912773,2.08172709499646,28.5714285714286,24.031007751938,32.9268292682927,30
"sec62","sec62",0.850052419906663,0.149660774554406,0.654174192342764,1,0.183,0.05,0.879474774905043,1.02531172411689,1.03416856805859,0.461254612546125,17.4323473882945,15.5038759689922,18.2926829268293,5
"rbm4.3","rbm4.3",1.13730105353985,0.107479160518112,0.65470519322843,1,0.256,0.15,0.682227153098504,1.08316141630333,1.41026074754072,1.37355489721684,14.9779735682819,17.0542635658915,25.609756097561,15
"prelid3b","prelid3b",1.21318373421348,-0.0943725332283614,0.654953787160359,1,0.183,0.3,1.26443881583382,0.898645107637197,0.784476266085755,1.90517474729715,24.5437382001259,13.953488372093,18.2926829268293,30
"ube2v2","ube2v2",1.99787201571221,-0.0518436016563222,0.655092511642391,1,0.28,0.4,2.0809913967418,1.57260334869401,1.61167465591512,2.72621866149792,36.626809314034,25.5813953488372,28.0487804878049,40
"rpl23a","rpl23a",2.7887897229972,0.093090423066012,0.655811592609295,1,0.476,0.4,2.14985381959374,2.22456162358845,3.36115712668889,3.41958632211771,36.1862806796727,31.7829457364341,47.5609756097561,40
"dynlrb1","dynlrb1",1.98638553860618,-0.0759859069779221,0.656184576859598,1,0.256,0.35,1.90497427385236,1.4851739121888,1.84004429990424,2.71534966847934,33.9836375078666,23.2558139534884,25.609756097561,35
"rps14","rps14",3.94464071814112,-0.0787598338606472,0.65646893166543,1,0.476,0.6,3.53583109971489,3.76238169122711,3.65513896199654,4.82521111962596,52.7375707992448,48.062015503876,47.5609756097561,60
"stk35l","stk35l",0.702376356702656,0.149660774554406,0.656692484507725,1,0.195,0.05,0.643744612021729,0.959898235620297,1.06623677632023,0.139625802848366,14.0339836375079,13.953488372093,19.5121951219512,5
"cct5","cct5",1.28518953096262,-0.0818510264303202,0.656700229042079,1,0.22,0.35,1.09273990203463,0.855176543915621,1.27738067622035,1.91546100167989,23.096286972939,13.953488372093,21.9512195121951,35
"samsn1b","samsn1b",0.662383636216536,0.159611105407574,0.658139844914919,1,0.171,0.05,0.651112230993191,0.333402611702017,1.1680018095268,0.497017892644135,13.4046570169918,6.97674418604651,17.0731707317073,5
"ptges3b","ptges3b",0.411962695634604,0.178248231406319,0.65973858251733,1,0.171,0,0.43630747145634,0.256610778400797,0.95493253268128,0,8.99937067337948,6.2015503875969,17.0731707317073,0
"rps15a","rps15a",9.96186909156496,-0.0165293019512105,0.661107112813646,1,0.841,0.9,7.41223832704017,9.0431046832723,10.4406277271619,12.9515056287854,75.8967904342354,77.5193798449613,84.1463414634146,90
"purba","purba",0.705766087878882,0.16799173123913,0.661995452091298,1,0.183,0,0.980568622438255,0.934574052273716,0.907921676803558,0,19.8867212083071,15.5038759689922,18.2926829268293,0
"hist2h2l","hist2h2l",2.23126453374802,0.0608295608477906,0.66215097533756,1,0.378,0.35,1.75766926460672,2.13623281041644,2.78101825856927,2.25013780139966,29.6412838263059,32.5581395348837,37.8048780487805,35
"mycbp","mycbp",0.733856438686534,0.139610438700905,0.662408996066449,1,0.207,0.05,0.802789858567196,0.83777859252494,1.11244212671128,0.182415176942722,16.9288860918817,13.953488372093,20.7317073170732,5
"h3f3c","h3f3c",1.97888945387843,0.101601112733921,0.66296593059299,1,0.329,0.2,1.92590673907358,1.93625986752496,2.18606936525004,1.86732184366512,34.0465701699182,26.3565891472868,32.9268292682927,20
"mt-nd3","mt-nd3",28.4164626212161,0.0698335609017446,0.663133026939651,1,0.988,0.8,30.9706520094448,29.5097257942673,26.6947135368018,26.4907591443506,98.4896161107615,95.3488372093023,98.780487804878,80
"tktb","tktb",0.807618278723673,0.139610438700905,0.66528899620162,1,0.195,0.05,0.683666605174587,1.13578226732246,1.08142635182415,0.3295978905735,14.0339836375079,20.1550387596899,19.5121951219512,5
"lsm14ab","lsm14ab",0.597181430821811,0.178248231406319,0.665888135342021,1,0.171,0,0.612376166157702,0.89040349801314,0.885946059116402,0,13.215859030837,14.7286821705426,17.0731707317073,0
"sumo3a","sumo3a",2.11055519956898,0.101601112733921,0.667438500307595,1,0.317,0.2,2.14897047221247,2.0501246600686,2.20799794415064,2.03512772184422,39.018250471995,33.3333333333333,31.7073170731707,20
"polr2f","polr2f",0.705202014787272,0.113091089772681,0.668909349298179,1,0.22,0.1,0.740414454625081,0.501996284316772,1.23477314934581,0.343624170861422,15.7960981749528,8.52713178294574,21.9512195121951,10
"chac1","chac1",3.03792096623034,-0.0325357900513975,0.668968700981365,1,0.415,0.35,2.0009368583938,2.98982742315577,2.9461393188713,4.21478026450049,35.0534927627439,39.5348837209302,41.4634146341463,35
"zgc:73226","zgc:73226",1.70032583527548,-0.0624329405732186,0.669296370563431,1,0.195,0.25,1.58512428328699,1.93408602805029,1.36831198587618,1.91378104388847,28.3196979232222,28.6821705426357,19.5121951219512,25
"usp2a","usp2a",0.630617909941757,0.122943386215693,0.669381802982187,1,0.22,0.05,0.690778089706219,0.476760099663093,1.07568184470099,0.279251605696733,14.5374449339207,6.2015503875969,21.9512195121951,5
"rpl35","rpl35",6.11470641473129,0.103616836052999,0.669955985968048,1,0.659,0.7,5.03777939171569,5.70549310989932,6.86031578600395,6.85523737130621,62.6179987413468,61.2403100775194,65.8536585365854,70
"ndufb2","ndufb2",6.21492496016788,0.118408231050302,0.670445249149084,1,0.659,0.5,6.87912747933364,5.77409940375905,5.67024067613395,6.53623228144489,72.8760226557583,64.3410852713178,65.8536585365854,50
"si:ch211-195b13.1","si:ch211-195b13.1",7.68326439051383,0.106883745198348,0.670452218024246,1,0.707,0.75,7.5306439922674,6.53445733201596,7.88870703752788,8.77924920024406,71.0509754562618,58.1395348837209,70.7317073170732,75
"frya","frya",2.20007013820707,0.0851222534168351,0.670687669177746,1,0.341,0.3,2.02418807544967,1.66799732849252,2.61419518740235,2.49389996148375,34.2983008181246,24.031007751938,34.1463414634146,30
"samsn1a","samsn1a",1.06777492426967,-0.136484018578488,0.670894242936727,1,0.122,0.25,0.889787845269225,1.0640425681813,0.725558638793519,1.59171064483462,16.8659534298301,17.8294573643411,12.1951219512195,25
"nkap","nkap",2.17079624881659,0.0975250201338776,0.670975508891301,1,0.256,0.25,2.11186677294137,3.08897638821644,1.64540750787485,1.83693432623368,37.8225298930145,37.2093023255814,25.609756097561,25
"snrpd1","snrpd1",0.723675675894156,0.139610438700905,0.672461897402554,1,0.183,0.05,0.663432807772845,0.819282228266259,1.12643655388818,0.285551113649343,13.6563876651982,13.953488372093,18.2926829268293,5
"ywhaqa","ywhaqa",1.86441003268842,0.0689928714869515,0.67424973140161,1,0.366,0.35,1.73263642963249,1.59813154827893,2.23690352691195,1.88996862593032,31.2775330396476,26.3565891472868,36.5853658536585,35
"cnga3b","cnga3b",0.802380468980995,0.159611105407574,0.674719984616308,1,0.146,0.05,1.28379851913816,0.890505565317071,0.831219423455692,0.203998368013056,21.4600377595972,15.5038759689922,14.6341463414634,5
"ppib","ppib",1.57523784615779,-0.0703626494235598,0.675253214575747,1,0.268,0.3,1.27320483238531,1.45532425040819,1.30954004114237,2.26288226069528,25.4877281308999,24.031007751938,26.8292682926829,30
"mettl7a","mettl7a",0.561821288841565,0.188400602870337,0.675689867975304,1,0.159,0,0.14240146826789,1.20445860200503,0.900425085093341,0,2.89490245437382,18.6046511627907,15.8536585365854,0
"crhbp","crhbp",0.861108771491836,0.188400602870337,0.675885473577318,1,0.159,0,2.42436083453331,0.112067238278731,0.9080070131553,0,30.7111390811831,2.32558139534884,15.8536585365854,0
"lin7c","lin7c",0.457693443144532,0.16799173123913,0.677445484776778,1,0.183,0,0.545945095011566,0.435469830045201,0.849358847521363,0,12.3977344241661,9.30232558139535,18.2926829268293,0
"ccdc47","ccdc47",0.860863407075049,0.116957904472655,0.677862708636953,1,0.207,0.15,0.827675058554703,0.353515224614679,1.21841366425006,1.04384968088075,16.6142227816237,6.2015503875969,20.7317073170732,15
"frmpd1a","frmpd1a",1.3186680022214,0.122943386215693,0.678651363555293,1,0.207,0.1,1.78676888193202,1.77805512504415,1.06617821242058,0.643669789488847,31.0258023914412,26.3565891472868,20.7317073170732,10
"eno3","eno3",1.31647080878997,0.093090423066012,0.679027209920068,1,0.256,0.2,1.74282397739881,1.04294951676197,1.58878795211436,0.891321788884726,30.0818124606671,14.7286821705426,25.609756097561,20
"tia1l","tia1l",0.378898578192084,0.178248231406319,0.679456400483126,1,0.159,0,0.365683575925994,0.277065298454265,0.872845438388078,0,8.11831340465702,6.97674418604651,15.8536585365854,0
"nme2b.1","nme2b.1",2.79179708801572,0.0750067476327166,0.679482753308824,1,0.415,0.4,2.01601720892461,2.33333228582053,3.51953674826779,3.29830210904996,33.3543108873505,31.0077519379845,41.4634146341463,40
"aif1l","aif1l",0.732628346011759,-0.141226428846323,0.680987032037079,1,0.085,0.25,0.371326369705219,0.615642680873849,0.422623384646656,1.52092094882131,9.12523599748269,11.6279069767442,8.53658536585366,25
"si:dkey-67c22.2","si:dkey-67c22.2",1.7487572808485,-0.0528634895570679,0.681614872590433,1,0.244,0.35,1.15200215243012,1.91248905995257,1.71600900741677,2.21452890359455,22.4040276903713,24.8062015503876,24.390243902439,35
"ywhabb","ywhabb",2.97044550778278,0.0750067476327166,0.681695171804556,1,0.427,0.4,3.26180995020142,2.72887223043707,3.02743009907746,2.8636697514152,50.0943989930774,37.2093023255814,42.6829268292683,40
"sec61g","sec61g",5.10409148573083,0.0845066793746205,0.681731296497665,1,0.61,0.55,4.57335050112671,4.61788126139939,5.49288647412523,5.73224770627199,60.4153555695406,52.7131782945737,60.9756097560976,55
"seta","seta",1.45320319446649,0.093090423066012,0.682066800970689,1,0.28,0.15,1.26871965983239,1.9534676242419,1.49913676144373,1.09148873234794,24.5437382001259,28.6821705426357,28.0487804878049,15
"elavl1","elavl1",1.17480995316848,0.102307078170936,0.68212896569045,1,0.244,0.2,1.05157676961392,1.0945267304333,1.5746044844441,0.978531828182586,20.8307111390812,19.3798449612403,24.390243902439,20
"pabpn1","pabpn1",1.64376346400089,0.0975250201338776,0.682554837736265,1,0.305,0.2,1.24000613370581,1.83097092204065,1.76730562573067,1.73677117452641,23.725613593455,23.2558139534884,30.4878048780488,20
"ncor1","ncor1",0.890158283310971,0.0979097095019609,0.682942255197056,1,0.244,0.15,0.973205389714758,0.58596649833838,1.44238395986023,0.55907728533051,19.7608558842039,10.077519379845,24.390243902439,15
"stxbp1b","stxbp1b",2.40340048559314,0.0806679030674547,0.683193568964203,1,0.354,0.25,2.57420870828165,2.70239543610394,2.32307628631274,2.01392151167422,43.0459408432977,38.7596899224806,35.3658536585366,25
"itm2ba","itm2ba",4.36383858414417,-0.0316612819064649,0.684153576958129,1,0.476,0.6,4.99207119747549,3.6438876058155,3.64688112990085,5.17251440338482,62.6179987413468,47.2868217054264,47.5609756097561,60
"fam13b","fam13b",1.39077368435958,0.0979097095019609,0.684796550121883,1,0.256,0.15,1.46988068887989,1.67657180809547,1.41964543479104,0.99699680567191,28.6343612334802,23.2558139534884,25.609756097561,15
"ogdha","ogdha",1.23353995438694,-0.104735320263908,0.685151015473112,1,0.134,0.25,1.03045450958849,1.1826017020164,0.695510388298196,2.02559321764467,21.4600377595972,20.9302325581395,13.4146341463415,25
"rplp0","rplp0",4.83721498337841,0.0753908459666112,0.686070647631712,1,0.585,0.6,4.24558834298486,5.0911076679779,5.17208207767438,4.8400818448765,57.5204531151668,52.7131782945737,58.5365853658537,60
"sod1","sod1",2.00967121425501,0.0886360727166316,0.688581561820472,1,0.317,0.25,2.48496047031357,1.96556241855416,1.88596238445466,1.70219958369764,41.1579609817495,34.1085271317829,31.7073170731707,25
"mrps21","mrps21",1.05591133850618,-0.0841160330611723,0.688907362441687,1,0.195,0.2,1.13236333122336,0.784010982146946,0.909167740588693,1.39810330006574,22.5298930144745,13.953488372093,19.5121951219512,20
"si:ch211-191j22.3","si:ch211-191j22.3",0.633117777119972,-0.169273841401479,0.688921284019407,1,0.085,0.2,0.42694569771681,0.235217356202972,0.539248257201016,1.33105979735909,9.75456261799874,4.65116279069767,8.53658536585366,20
"atp5ia","atp5ia",5.09372755874098,0.0753908459666112,0.689286241994115,1,0.573,0.6,5.77041258006714,4.95769021158586,5.06511844387883,4.58168899943207,65.5758338577722,48.8372093023256,57.3170731707317,60
"mrps36","mrps36",1.35996344759945,0.093090423066012,0.689585712402608,1,0.256,0.2,1.25942345345496,1.15411856936396,1.6595972209908,1.36671454658809,24.7325361862807,20.1550387596899,25.609756097561,20
"brk1","brk1",0.927685425042563,0.113091089772681,0.689773804181428,1,0.207,0.05,1.01094259776907,1.07456886507168,1.23475776563876,0.390472471690746,20.3272498426683,16.2790697674419,20.7317073170732,5
"mknk2a","mknk2a",1.10291195382663,-0.104735320263908,0.690074303173859,1,0.134,0.2,0.739799012401858,0.844253731131935,0.989623162151689,1.83797190962102,15.7331655129012,15.5038759689922,13.4146341463415,20
"si:ch73-1a9.3","si:ch73-1a9.3",6.86197479833918,-0.0603197902335227,0.690452720850163,1,0.646,0.8,5.66127231497069,5.95307381652942,6.74509571454373,9.08845734731289,64.6947765890497,57.3643410852713,64.6341463414634,80
"capzb","capzb",0.730888097103878,0.129458067236887,0.690599607314603,1,0.195,0.05,0.704748579315034,0.966553769574538,0.893312494658747,0.358937544867193,15.8590308370044,14.7286821705426,19.5121951219512,5
"pcloa","pcloa",0.649079420616683,0.178248231406319,0.690722852909677,1,0.159,0,1.21021159676665,0.636928822016386,0.749177263683692,0,22.3410950283197,11.6279069767442,15.8536585365854,0
"fkbp1aa","fkbp1aa",1.35437434159353,0.093090423066012,0.690982998586314,1,0.28,0.15,1.33493856829152,1.34072811528421,1.62814720896569,1.11368347383272,24.5437382001259,23.2558139534884,28.0487804878049,15
"grin1a","grin1a",1.05831895661339,-0.108074221529422,0.692598535640642,1,0.122,0.25,0.895482976902396,0.881061682833787,0.671508061090408,1.78522310562696,14.9779735682819,12.4031007751938,12.1951219512195,25
"ppme1","ppme1",0.879875500444356,0.107479160518112,0.692621037507206,1,0.22,0.15,0.694271921366094,0.761659352291128,1.26187479113785,0.801695936982356,15.607300188798,13.1782945736434,21.9512195121951,15
"rlbp1b","rlbp1b",0.938685696925197,-0.130053128248198,0.692629669343593,1,0.098,0.25,0.503341311659376,0.998530208359704,0.605983442691998,1.64688782498971,8.93643801132788,10.8527131782946,9.75609756097561,25
"rab1ab","rab1ab",0.742608577122044,0.149660774554406,0.692706331794681,1,0.159,0.05,1.03249929475737,0.690251552065044,0.888745916798565,0.358937544867193,21.0824417872876,12.4031007751938,15.8536585365854,5
"amd1","amd1",1.51174510368682,-0.0639133257436528,0.693366029588842,1,0.195,0.2,1.3652256435584,1.3637469705274,1.30944605102918,2.0085617496323,26.3687853996224,24.8062015503876,19.5121951219512,20
"tra2a","tra2a",0.966825821429723,0.0979097095019609,0.693495956586764,1,0.232,0.15,0.965929681104156,0.8086754140105,1.22174757822082,0.870950612383415,19.8237885462555,13.953488372093,23.1707317073171,15
"ptges3a","ptges3a",0.844367646320453,0.113091089772681,0.693717400411533,1,0.22,0.1,1.03639019892114,0.575677956822454,1.16204303916094,0.603359390377273,20.7677784770296,10.077519379845,21.9512195121951,10
"syne2b","syne2b",0.749999143835264,-0.141226428846323,0.694689983188668,1,0.085,0.25,0.467981663351577,0.346646431319004,0.495066623001381,1.69030185766909,9.56576463184393,6.2015503875969,8.53658536585366,25
"nrxn1a","nrxn1a",0.703201796534253,-0.130053128248198,0.695062797506675,1,0.098,0.25,0.52215593957176,0.336506451418069,0.570734444519497,1.38341035062769,10.509754562618,6.97674418604651,9.75609756097561,25
"si:ch211-137a8.4","si:ch211-137a8.4",1.4698706671219,0.093090423066012,0.695070484994886,1,0.268,0.2,1.43585492608289,1.40047156873162,1.6411398470371,1.402016326636,26.0541220893644,25.5813953488372,26.8292682926829,20
"erlin2.1","erlin2.1",1.35186459972877,-0.0739636615971543,0.695341479730344,1,0.171,0.2,1.12981098087917,1.08319945643545,0.995862696194752,2.19858526540569,21.2083071113908,17.0542635658915,17.0731707317073,20
