"","Row.names","baseMean","avg_logFC","p_val","p_val_adj","pct.1","pct.2","L","M","S","UV","pctL","pctM","pctS","pctUV"
"opn1lw1","opn1lw1",35.7788125439703,-2.32075591257381,3.44653511332112e-93,8.51673291852783e-89,0.372,0.891,95.7374368610778,6.02988175618913,23.4295055308737,17.9184260277404,91.567023285085,37.2093023255814,47.5609756097561,65
"CT573282.1","CT573282.1",6.08546596163732,-1.33361866139082,3.20746407912336e-56,7.92596448592173e-52,0.109,0.822,16.6224457494675,1.0744451914302,5.80091858060876,0.844054325042809,85.7142857142857,10.8527131782946,31.7073170731707,10
"opn1mw3","opn1mw3",17.5966976632716,2.40569617080842,3.49698774833277e-56,8.64140642490511e-52,0.597,0.109,0.575541179056498,65.1877248004571,2.14294457750665,2.48058009606632,10.4468219005664,59.6899224806201,18.2926829268293,20
"opn1lw2","opn1lw2",18.2495597680236,-1.94842814287033,4.44830508649317e-39,1.09922066992333e-34,0.264,0.647,48.8417552878539,3.49678926867211,13.4747986382924,7.18489587727608,66.2051604782882,26.3565891472868,45.1219512195122,25
"si:busm1-57f23.1","si:busm1-57f23.1",5.03925095044232,-1.14380817807741,2.42347109963329e-32,5.98863943430383e-28,0.202,0.669,14.1516019104997,1.49044415463533,3.11511196929243,1.39984576734186,69.2888609188169,20.1550387596899,31.7073170731707,20
"gngt2a","gngt2a",52.1542225910251,-1.22712340124504,7.15098916369968e-27,1.76708093224183e-22,0.946,0.982,94.9970639696525,28.9039245276694,42.8200474881121,41.8958543786666,98.5525487728131,94.5736434108527,93.9024390243902,85
"hexb","hexb",5.80794485461116,-0.81591958802831,3.14214804670499e-25,7.76456203821271e-21,0.31,0.81,10.5071382844634,2.38121460001485,5.70817998077587,4.6352465531905,82.8823159219635,31.0077519379845,52.4390243902439,50
"thrb","thrb",1.52864319276104,-0.669102932029738,7.99071938852202e-18,1.97458666809768e-13,0.07,0.547,4.89581706436118,0.429715162363731,0.789040544319233,0,57.5833857772184,6.97674418604651,12.1951219512195,0
"opn1mw1","opn1mw1",8.05443595089183,1.59737113238911,1.14792352399298e-16,2.83663382013905e-12,0.636,0.056,0.803794817917607,29.94714542191,0.275888243422727,1.19091532031701,5.53807426054122,63.5658914728682,4.8780487804878,10
"ptmab","ptmab",47.687559096964,0.0949956034450841,1.0306942001001e-10,2.54694843786736e-06,1,0.992,40.5728312969968,57.6102389038236,45.8456903619146,46.7214758251208,99.3077407174324,100,98.780487804878,95
"es1","es1",104.199181869369,0.283037001654131,5.16919030627173e-09,0.000127735861658281,0.992,0.931,66.3468546420144,117.310499448858,120.095022872184,113.044350514418,92.825676526117,99.2248062015504,98.780487804878,90
"si:dkey-28e7.3","si:dkey-28e7.3",3.11000271746201,0.167475626622514,1.71863498671963e-07,0.00424691891568287,0.465,0.328,1.78231278517238,3.75426258362543,4.4942748497571,2.40916065129314,31.5921963499056,46.5116279069767,57.3170731707317,30
"calm1a","calm1a",9.95984490681546,0.0875475603740561,1.48087572579731e-06,0.0365939200601773,0.798,0.75,8.21263519483244,12.282363257304,9.20502141355142,10.139359761574,74.7640025173065,79.8449612403101,78.0487804878049,80
"rx1","rx1",3.95494241060436,0.151387656595908,1.02391118185455e-05,0.253018692148077,0.481,0.326,1.98881028335173,3.75490363632353,3.4186813242758,6.65737439846639,31.529263687854,48.062015503876,43.9024390243902,70
"kera","kera",12.6334806378712,0.530895375114589,1.16165304549784e-05,0.287056084072972,0.775,0.447,6.29174731211751,20.0826126975317,20.6447916499599,3.51477089187583,43.2347388294525,77.5193798449613,75.609756097561,35
"leo1","leo1",2.78613751213596,-0.395070354828969,1.52806238239009e-05,0.377599495312415,0.326,0.534,5.14368064417989,2.2547500930781,2.10677991455295,1.63933939673289,54.940213971051,32.5581395348837,31.7073170731707,20
"map1ab","map1ab",5.5127328409051,0.0777222477089852,3.70957995543588e-05,0.916674302787761,0.682,0.612,5.28988680043335,7.96822268489566,3.36241261138514,5.43040926690625,62.2404027690371,68.2170542635659,43.9024390243902,50
"guk1b","guk1b",16.5060119174795,-0.513253278522032,4.4541636723825e-05,1,0.899,0.936,21.5908888926747,14.2980475505729,14.8583093667062,15.2768018599642,94.3989930774072,89.922480620155,78.0487804878049,90
"si:ch73-28h20.1","si:ch73-28h20.1",8.48901201660161,0.117694032991524,5.52316685341777e-05,1,0.628,0.478,4.2403612982545,7.12657395339373,6.95645278585022,15.632660028908,47.0106985525488,62.7906976744186,51.219512195122,95
"efna1b","efna1b",10.4074231905793,0.153712690202489,8.260474034301e-05,1,0.55,0.435,3.44354665422152,7.16318186078607,16.789506665115,14.2334575821944,41.2838263058527,55.0387596899225,80.4878048780488,65
"tulp1a","tulp1a",4.18519575744243,-0.360645566188263,8.69010386801191e-05,1,0.38,0.621,5.60753777109342,2.95909347648443,4.32430133412772,3.84985044806414,63.2473253618628,37.984496124031,46.3414634146341,35
"cst3","cst3",11.3137872967634,-0.44920301898399,0.000122219857817924,1,0.752,0.862,15.1483349583077,10.5873654047077,10.7857312562351,8.73371756780309,86.6582756450598,75.1937984496124,80.4878048780488,75
"crhbp","crhbp",0.861108771491836,-0.408355037871286,0.000161124644320677,1,0.023,0.296,2.42436083453331,0.112067238278731,0.9080070131553,0,30.7111390811831,2.32558139534884,15.8536585365854,0
"atp6ap1lb","atp6ap1lb",2.88149103757281,0.0778971639587705,0.000219314560524806,1,0.481,0.389,2.40355540331058,3.95964599287322,1.68114597333924,3.48161678076818,39.3958464443046,48.062015503876,28.0487804878049,45
"rho","rho",89.4449676813053,-0.0339859519200858,0.000270405826080101,1,0.984,0.979,66.7911232023944,85.0890331511987,95.0444874128697,110.855226958758,97.8602894902454,98.4496124031008,98.780487804878,100
"tmsb4x","tmsb4x",15.8167606580388,0.0183129241783313,0.000276156942892104,1,0.922,0.867,12.8972952005447,16.3849167453865,17.1184182282728,16.8664124579511,86.3436123348018,92.2480620155039,90.2439024390244,100
"grk1b","grk1b",4.45548318832124,0.0762964849882753,0.000311507646280029,1,0.574,0.467,4.09279422866333,6.37147048996205,3.27922810355962,4.07843993109996,46.6331025802391,57.3643410852713,47.5609756097561,50
"kcnv2b","kcnv2b",3.54338259810188,0.0666086821215998,0.000340635674534168,1,0.558,0.456,3.04470534242482,4.75874996472517,3.49979512643854,2.870279958819,45.5003146633103,55.8139534883721,50,35
"gngt1","gngt1",29.4624060356712,-0.0161548036524291,0.000355759811924793,1,0.938,0.938,23.2392675792434,29.0180438053452,30.3591290207306,35.2331837373658,93.7067337948395,93.7984496124031,97.5609756097561,90
"jam3b","jam3b",0.762757431548551,0.176859096325208,0.000534561514602787,1,0.302,0.169,0.863947306056336,2.06682029766739,0.120262122470482,0,17.8099433606042,30.2325581395349,3.65853658536585,0
"atp5l","atp5l",10.971995752074,-0.358657816272129,0.000552049774719057,1,0.667,0.865,11.395908494573,8.29953722009131,11.9311145022561,12.2614227913756,86.469477658905,66.6666666666667,85.3658536585366,90
"mt-atp6","mt-atp6",221.120250610762,-0.314367661304942,0.000623541457526341,1,1,1,255.267779177729,220.388887311707,190.846146487374,217.978189466238,100,100,100,100
"ywhaqb","ywhaqb",1.58067348842257,0.107915708380685,0.000655140476634208,1,0.318,0.243,1.24702803785669,2.45852265191467,1.63933802178007,0.977805242138851,24.2290748898678,31.7829457364341,28.0487804878049,15
"ndrg4","ndrg4",3.47061157340912,0.0924800119327698,0.000774814221517383,1,0.457,0.384,2.99449091589311,4.76995553835131,2.68057288773963,3.43742695165243,38.3889238514789,45.7364341085271,36.5853658536585,45
"spock3","spock3",9.67039899288151,0.0687670297524194,0.000890048219601717,1,0.674,0.623,5.56220364692567,8.36641958297083,13.6271584835311,11.1258142580984,61.0446821900566,67.4418604651163,85.3658536585366,70
"guca1b","guca1b",3.28270712031204,0.0868353819082012,0.000926736577015289,1,0.426,0.328,2.30149125208747,4.07236302068245,3.04949478229103,3.7074794261872,32.5361862806797,42.6356589147287,36.5853658536585,40
"USMG5","USMG5",4.12761734841019,-0.311895466388924,0.00099007191913097,1,0.403,0.591,4.75135729456787,2.74899479528649,4.5199229973333,4.49019430645308,59.4084329767149,40.3100775193798,53.6585365853659,60
"zgc:162331","zgc:162331",3.14009110310999,0.0694878104445251,0.00114587265674909,1,0.388,0.345,2.06200359228531,3.52628435689524,3.41910955794705,3.55296690531238,33.7948395217118,38.7596899224806,43.9024390243902,50
"aanat2","aanat2",2.37055567708857,-0.323991976850996,0.00128453629898579,1,0.326,0.459,4.46604699592235,2.40313053266483,2.43063000282437,0.182415176942722,47.3253618628068,32.5581395348837,28.0487804878049,5
"lmbrd1","lmbrd1",3.48272829744962,0.0427325690058445,0.00134892033297597,1,0.519,0.508,3.68512362283812,4.92028194624649,3.00121211544977,2.32429550526412,51.5418502202643,51.937984496124,39.0243902439024,40
"si:dkey-126g1.9","si:dkey-126g1.9",6.77339214921508,0.107949020411855,0.00136752791199993,1,0.566,0.377,2.97083602065106,5.33728219323692,8.59702791468359,10.1884224682887,35.8086847073631,56.5891472868217,64.6341463414634,75
"ptmaa","ptmaa",12.8690165964748,0.00535305859723145,0.00139162872172533,1,0.829,0.813,11.004198788511,13.7622777270511,13.5314625258012,13.1781273445357,81.057268722467,82.9457364341085,81.7073170731707,95
"cox7c","cox7c",12.5435922562851,-0.350389755124754,0.00161261214554471,1,0.783,0.899,14.1700052522563,10.7733312888528,13.4811491549475,11.749883329084,90.3713027061045,78.2945736434108,84.1463414634146,80
"hmgn7","hmgn7",3.44094784017587,0.0363687969318816,0.00174528045929908,1,0.519,0.465,3.06823247712745,4.63127054092971,3.22141337939722,2.84287496324909,46.6960352422907,51.937984496124,43.9024390243902,40
"cox6a1","cox6a1",8.92956832673057,-0.341877881471665,0.00177927007728187,1,0.667,0.862,10.7412574470669,7.80539822799759,9.13465341381302,8.03696421804482,87.098804279421,66.6666666666667,74.390243902439,65
"gnb1b","gnb1b",6.88342880287424,0.0453449178543789,0.0018953758269833,1,0.574,0.516,4.80488707821585,6.81077728296446,7.40689210236511,8.51115874795152,51.6047828823159,57.3643410852713,52.4390243902439,50
"rpl23","rpl23",5.24940020057092,0.0282133850843748,0.00209428504593232,1,0.659,0.629,5.03849291342675,7.00346783707996,5.82447227326531,3.13116777851169,63.1214600377596,65.8914728682171,63.4146341463415,45
"tmsb1","tmsb1",8.52699450496588,0.0314551156370656,0.00210655259763493,1,0.659,0.611,5.4694565779285,7.52716794424786,7.49080247874853,13.6205510189386,60.4153555695406,65.8914728682171,68.2926829268293,85
"BX004774.2","BX004774.2",2.40040080938934,0.072939030721581,0.00210785861027513,1,0.388,0.344,2.95859784537547,4.50252711647765,1.49580196780535,0.644676307898871,35.2422907488987,38.7596899224806,23.1707317073171,10
"mdh1ab","mdh1ab",7.86797857651041,0.00376073368245722,0.00222969852759845,1,0.744,0.727,7.99323023670646,9.73635084325175,5.38091214031602,8.3614210857674,73.3794839521712,74.4186046511628,60.9756097560976,70
"nrgna","nrgna",3.99391552693487,0.0738476284544444,0.0023348431657018,1,0.481,0.432,3.83508237148216,5.71714225099946,3.71969111790326,2.70374636735459,43.5494021397105,48.062015503876,39.0243902439024,30
"nme2a","nme2a",17.4582701204653,-0.378735012369646,0.00239309226595687,1,0.822,0.912,16.6709590011346,12.6528010824146,18.9521567551501,21.557163643162,91.1894273127753,82.1705426356589,91.4634146341463,95
"si:ch211-207l14.1","si:ch211-207l14.1",4.94683712015869,0.00463227868444338,0.00366722620538466,1,0.713,0.643,5.5770604663082,7.15665307866877,3.87550106149219,3.17813387416561,65.449968533669,71.3178294573643,47.5609756097561,40
"ppa1a","ppa1a",1.88560655608864,-0.26538224340167,0.00420541578104823,1,0.202,0.422,2.87009620133134,1.277217906404,2.28240348377412,1.11270863284509,43.1718061674009,20.1550387596899,30.4878048780488,15
"chac1","chac1",3.03792096623034,0.0469374634457912,0.00523490513396249,1,0.395,0.354,2.0009368583938,2.98982742315577,2.9461393188713,4.21478026450049,35.0534927627439,39.5348837209302,41.4634146341463,35
"zgc:92818","zgc:92818",2.38334713374081,-0.270502056170768,0.0054193000395265,1,0.279,0.49,3.71001332204097,2.13523503632114,2.09872268533307,1.58941749126806,50.0314663310258,27.906976744186,35.3658536585366,25
