"","Row.names","baseMean","avg_logFC","p_val","p_val_adj","pct.1","pct.2","L","M1","M3","M4","S","UV","pctL","pctM1","pctM3","pctM4","pctS","pctUV"
"slc25a33","slc25a33",2.16456645176514,-0.234386307343199,0.0426434201091765,1,0.214,0.397,2.81351587861351,1.6955666785666,3.06440558359051,1.07547183399581,3.70826207051106,0.630176665313347,39.332913782253,21.4285714285714,39.7260273972603,21.4285714285714,40.2439024390244,15
"ldhbb","ldhbb",1.68374190257445,-0.272625326272673,0.0453900667240574,1,0.143,0.315,2.32966136041891,1.03094045004717,2.46444522273213,1.70287705380314,1.80473276853997,0.769794559905341,35.2422907488987,14.2857142857143,31.5068493150685,22.8571428571429,28.0487804878049,15
"guk1b","guk1b",15.6832570246044,-0.214734327832782,0.0467719220850849,1,0.875,0.918,21.5908888926747,12.7293320321344,15.5014457564983,14.1427642396485,14.8583093667062,15.2768018599642,94.3989930774072,87.5,91.7808219178082,82.8571428571429,78.0487804878049,90
"si:dkey-190l8.2","si:dkey-190l8.2",5.41562444435839,-0.27557083650243,0.0484883316905335,1,0.482,0.534,5.23288601815088,4.71834970988437,5.85935254921777,2.21235248986357,6.72447690772072,7.74632899131303,54.625550660793,48.2142857142857,53.4246575342466,34.2857142857143,64.6341463414634,60
"msi1","msi1",2.84652338566976,-0.218318899164634,0.0532540182412404,1,0.232,0.452,2.91828241250014,1.92367979407914,3.0203169020996,2.99026631020526,3.3509770683359,2.87561782679854,45.3115166771554,23.2142857142857,45.2054794520548,50,47.5609756097561,45
"mt-cyb","mt-cyb",171.366438046046,0.165618093105199,0.053302210881189,1,1,1,183.606209881503,175.043438187476,152.277743662172,222.804367397021,134.111561422942,160.355307725159,99.8741346758968,100,100,100,98.780487804878,100
"rpl21","rpl21",4.85256624460511,0.223949677919734,0.0559675373635295,1,0.589,0.438,4.36283714568797,6.02813425495892,3.74986826010768,3.81871208216302,5.10941638944039,6.04642933527267,58.7791063561989,58.9285714285714,43.8356164383562,51.4285714285714,65.8536585365854,60
"serinc1","serinc1",5.98676773020653,-0.182659737385612,0.0568291317811552,1,0.625,0.699,6.29837072262764,5.43694334985273,6.96405780473715,6.79105264561576,5.64620913170297,4.78397272670294,70.4216488357458,62.5,69.8630136986301,67.1428571428571,70.7317073170732,50
"selt1a","selt1a",2.47938825241494,-0.186877373329815,0.0571380691280621,1,0.321,0.479,2.31753541009886,2.328200879437,3.71116772487758,2.25397717877819,2.73226981280064,1.53317850849739,38.6406544996853,32.1428571428571,47.945205479452,35.7142857142857,36.5853658536585,25
"slc25a24","slc25a24",3.10238410293552,-0.204895878832493,0.0575944952724511,1,0.304,0.397,2.88176170528216,2.10908944132627,3.46531869019887,2.30131846986261,3.24673554456272,4.61008076638047,43.1718061674009,30.3571428571429,39.7260273972603,31.4285714285714,40.2439024390244,55
"mphosph8","mphosph8",2.27153319306459,-0.201511780848253,0.0579826939356367,1,0.214,0.452,2.22893084033217,1.87582612669974,3.39454094993064,2.38070881549632,1.5853698379154,2.16382258801325,38.9553178099434,21.4285714285714,45.2054794520548,34.2857142857143,28.0487804878049,35
"htra1b","htra1b",2.14324017311147,-0.231329135900649,0.0583952226013271,1,0.214,0.329,1.8934842722992,1.56870782505486,2.58063171507013,0.935577369324094,3.41582317332409,2.46521668359648,30.2076777847703,21.4285714285714,32.8767123287671,15.7142857142857,43.9024390243902,30
"kcnb2","kcnb2",4.34977728309681,-0.185899378141839,0.0589500325942529,1,0.571,0.575,4.93614403563699,4.07685235397993,5.13468255982468,3.42830822248823,5.71155605842726,2.8111204682238,59.1567023285085,57.1428571428571,57.5342465753425,48.5714285714286,64.6341463414634,40
"sh3gl2a","sh3gl2a",4.31663214468569,-0.195015770232786,0.0592618037706836,1,0.429,0.548,5.34992386736449,3.48290037614291,4.51707692749735,4.86464362751505,4.73023748775846,2.95501058183591,59.9748269351794,42.8571428571429,54.7945205479452,65.7142857142857,48.780487804878,45
"cox4i2","cox4i2",4.03289716716568,-0.192725343212239,0.0596006066063734,1,0.429,0.616,5.74484533493189,3.76352387952258,5.42080350406524,3.56121023533975,4.04424450097905,1.66275554815559,65.1982378854625,42.8571428571429,61.6438356164384,45.7142857142857,54.8780487804878,20
